params,fold_scores,mean_test_f1_score,std_test_f1_score,mean_test_specificity,std_test_specificity,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_roc_auc,std_test_roc_auc,mean_test_pr_auc,std_test_pr_auc,mean_fit_time,std_fit_time,mean_score_time,std_score_time
"{'nu': 0.0022639574017375708, 'eta0': 0.04597935080528259, 'learning_rate': 'optimal', 'kernel_type': 'sigmoid', 'gamma': 4.99605131149292}","{'f1_score': [0.4165931156222418, 0.25801640566741235, 0.11660464292043239], 'precision': [0.34859675036927623, 0.16747337850919652, 1.0], 'recall': [0.5175438596491229, 0.5616883116883117, 0.061911930748965], 'roc_auc': [0.5893261132388699, 0.5125245987231848, 0.061911930748965], 'pr_auc': [0.5266350998806566, 0.15755235017768449, 0.4895916573558461], 'specificity': [0.9433016199537156, 0.5087117966295345, 1.0], 'fit_time': [0.08573341369628906, 0.21291232109069824, 0.7511606216430664], 'score_time': [0.047396183013916016, 0.04442548751831055, 0.10678601264953613]}",0.2637380547366955,0.12253659015315953,0.81733780552775,0.21945566993708063,0.5053567096261576,0.35749630067306265,0.38038136736213324,0.22591188504074125,0.3879208809036732,0.23264564591341774,0.39125970247139574,0.16594657583215325,0.34993545214335126,0.2884208107396382,0.06620256106058757,0.02872244958316638
"{'nu': 0.0036305924877524376, 'eta0': 0.029335347935557365, 'learning_rate': 'constant', 'kernel_type': 'sigmoid', 'gamma': 1.5254451036453247}","{'f1_score': [0.2473655019412091, 0.3625310859353413, 0.22095748242383662], 'precision': [0.16555308092056423, 0.27482195224130707, 1.0], 'recall': [0.48903508771929827, 0.5324675324675324, 0.1242002258185924], 'roc_auc': [0.4868708638399805, 0.6333982266662215, 0.1242002258185924], 'pr_auc': [0.39927649594696746, 0.4042566057194273, 0.5428025189743815], 'specificity': [0.8554898431473387, 0.7527849185946872, 1.0], 'fit_time': [0.026931047439575195, 0.08291172981262207, 0.13504743576049805], 'score_time': [0.04957389831542969, 0.05507087707519531, 0.06003165245056152]}",0.27695135676679566,0.06146686590963023,0.8694249205806752,0.10140500942873802,0.48012501105395716,0.37030386140633514,0.38190094866847435,0.18308257013747622,0.4148231054415981,0.21403085546166667,0.44877854021359204,0.06651607229255933,0.08163007100423177,0.04414763370680992,0.05489214261372884,0.004271230493546603
"{'nu': 0.003147846320644021, 'eta0': 0.02248617634177208, 'learning_rate': 'invscaling', 'kernel_type': 'linear', 'gamma': 2.1415421962738037}","{'f1_score': [0.0, 0.16993788819875777, 0.45433391506689935], 'precision': [0.0, 0.12244897959183673, 1.0], 'recall': [0.0, 0.2775974025974026, 0.29394053443733537], 'roc_auc': [0.0010482783198675534, 0.3343349024582958, 0.34028303370265156], 'pr_auc': [0.02827954137296115, 0.1111967968435384, 0.6878524828289893], 'specificity': [0.12162509642581641, 0.6499571550985432, 1.0], 'fit_time': [0.025094032287597656, 0.061310529708862305, 0.08323168754577637], 'score_time': [0.04522109031677246, 0.03618311882019043, 0.030719995498657227]}",0.20809060108855237,0.1874327412178254,0.5905274171747865,0.3610489700114597,0.37414965986394555,0.4453574776417118,0.190512645678246,0.13487790926631396,0.22522207149360496,0.15853340810010408,0.2757762736818296,0.2933415749855601,0.056545416514078774,0.023972574156718253,0.03737473487854004,0.005979710101885075
"{'nu': 0.0038580179680138826, 'eta0': 0.092458575963974, 'learning_rate': 'constant', 'kernel_type': 'linear', 'gamma': 6.892214775085449}","{'f1_score': [0.0, 0.16363636363636364, 0.08986340762041696], 'precision': [0.0, 0.112568639414277, 1.0], 'recall': [0.0, 0.299512987012987, 0.04704554008280015], 'roc_auc': [0.14425217550175257, 0.31023325432065796, 0.9330573543134959], 'pr_auc': [0.07308798008420052, 0.10663366836964396, 0.9756554638075057], 'specificity': [1.0, 0.5845472722079406, 1.0], 'fit_time': [0.029285192489624023, 0.05585217475891113, 0.08921670913696289], 'score_time': [0.034566402435302734, 0.04259800910949707, 0.037552833557128906]}",0.08449992375226019,0.06691183301148879,0.8615157574026467,0.1958462940561427,0.37085621313809236,0.44723920002246487,0.11551950903192905,0.13151304286418422,0.4625142613786355,0.3395541501861919,0.3851257040871167,0.4177921142842863,0.05811802546183268,0.02451934245269112,0.038239081700642906,0.00331460191959739
"{'nu': 0.0019254342187196016, 'eta0': 0.07230871915817261, 'learning_rate': 'constant', 'kernel_type': 'rbf', 'gamma': 7.321554183959961}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.5, 0.5818337617823479, 0.9998287671232876], 'pr_auc': [0.05538013116346854, 0.17403588077412063, 0.9998118532455316], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.10431981086730957, 0.10982608795166016, 0.1833336353302002], 'score_time': [0.9933524131774902, 0.10880184173583984, 0.3448913097381592]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6938875096352118,0.2188975877998679,0.4097426217277069,0.4200444978149685,0.1324931780497233,0.036019844939499744,0.4823485215504964,0.3739681734843701
"{'nu': 0.004582410678267479, 'eta0': 0.09070134162902832, 'learning_rate': 'invscaling', 'kernel_type': 'rbf', 'gamma': 3.7934861183166504}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.5183209051169966, 0.5842616395315624, 1.0], 'pr_auc': [0.057365706378160776, 0.17467744222316745, 1.0], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.05459904670715332, 0.09487509727478027, 0.16840600967407227], 'score_time': [0.08627128601074219, 0.15760016441345215, 0.13413596153259277]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7008608482161863,0.2132294839075774,0.41068104953377604,0.4194545107443722,0.10596005121866862,0.04711803163610869,0.12600247065226236,0.029682401957753343
"{'nu': 0.001884485362097621, 'eta0': 0.056713178753852844, 'learning_rate': 'invscaling', 'kernel_type': 'sigmoid', 'gamma': 5.514686584472656}","{'f1_score': [0.38913234005258546, 0.3058553386911596, 0.5964078182778658], 'precision': [0.32408759124087594, 0.2132564841498559, 1.0], 'recall': [0.4868421052631579, 0.5405844155844156, 0.424915318027851], 'roc_auc': [0.5592274431256852, 0.6189152357211484, 0.424915318027851], 'pr_auc': [0.5001001414299542, 0.4039103676640068, 0.7453480767646434], 'specificity': [0.9404731293391617, 0.6491002570694088, 1.0], 'fit_time': [0.07379627227783203, 0.12786173820495605, 1.798677682876587], 'score_time': [0.05267214775085449, 0.060606956481933594, 0.05283975601196289]}",0.4304651656738703,0.12216515516266081,0.8631911288028569,0.15332327090684097,0.512448025130244,0.34770780810359025,0.4841139462918081,0.047261098667700854,0.5343526656248949,0.08112976409447156,0.5497861952862014,0.143750838281213,0.666778564453125,0.8006778292452534,0.05537295341491699,0.0037016315512174124
"{'nu': 0.004952259827405214, 'eta0': 0.013637279160320759, 'learning_rate': 'optimal', 'kernel_type': 'sigmoid', 'gamma': 3.563901662826538}","{'f1_score': [0.2545141874462597, 0.26193572357421513, 0.16156374329700743], 'precision': [0.20933521923620935, 0.16983859311009394, 1.0], 'recall': [0.32456140350877194, 0.5722402597402597, 0.08788106887467068], 'roc_auc': [0.3664288163195337, 0.6533926299350464, 0.08788106887467068], 'pr_auc': [0.3381686680084738, 0.6111111634066383, 0.5124046619991804], 'specificity': [0.9281306248392903, 0.5078548986003999, 1.0], 'fit_time': [0.06084418296813965, 0.1525249481201172, 0.4763295650482178], 'score_time': [0.0630793571472168, 0.05734562873840332, 0.051053762435913086]}",0.22600455143916073,0.04566715168940725,0.8119951744798968,0.21705188677754766,0.4597246041154344,0.3823725263993258,0.3282275773745675,0.19775580407344595,0.3692341717097503,0.23087765004779023,0.48722816447143086,0.11284146244286819,0.22989956537882486,0.17822672681635182,0.0571595827738444,0.0049111907494232285
"{'nu': 0.0028427138458937407, 'eta0': 0.09308098256587982, 'learning_rate': 'optimal', 'kernel_type': 'poly', 'gamma': 8.908581733703613}","{'f1_score': [0.35800344234079173, 0.22993197278911565, 0.8491608012994044], 'precision': [0.832, 0.14543889845094665, 1.0], 'recall': [0.22807017543859648, 0.5487012987012987, 0.7378622506586375], 'roc_auc': [0.4089585222377105, 0.3340506608501467, 0.77265075195529], 'pr_auc': [0.24987147619910532, 0.11039629828921027, 0.9126901357527271], 'specificity': [0.9973000771406532, 0.43273350471293914, 1.0], 'fit_time': [0.07333016395568848, 0.13985061645507812, 0.20184755325317383], 'score_time': [0.14027190208435059, 0.10386538505554199, 0.10090017318725586]}",0.4790320721431039,0.2668920286538172,0.8100111939511975,0.26677788950558534,0.6591462994836489,0.3696642354054376,0.5048779082661775,0.21041602782933116,0.5052199783477157,0.1915588872534568,0.4243193034136809,0.3499932225276168,0.13834277788798013,0.05247783672382512,0.11501248677571614,0.017902079332794706
"{'nu': 0.002099702600389719, 'eta0': 0.03778079152107239, 'learning_rate': 'adaptive', 'kernel_type': 'sigmoid', 'gamma': 8.028900146484375}","{'f1_score': [0.5396290050590219, 0.2814152094347296, 0.11192041215135903], 'precision': [0.4383561643835616, 0.18773738469886056, 1.0], 'recall': [0.7017543859649122, 0.5616883116883117, 0.05927738050432819], 'roc_auc': [0.7932106075164769, 0.5559163059163059, 0.05927738050432819], 'pr_auc': [0.7272136780298148, 0.16545617797914622, 0.4874242278173819], 'specificity': [0.9472872203651325, 0.572407883461868, 1.0], 'fit_time': [0.3287026882171631, 0.6566462516784668, 1.759314775466919], 'score_time': [0.08357071876525879, 0.07983207702636719, 0.04762387275695801]}",0.31098820888170353,0.1758590000236577,0.8398983679423334,0.19036461287032688,0.5420311830274741,0.33961156357626515,0.4409066927191841,0.2758445519333942,0.46946809797903705,0.30579891532376907,0.46003136127544764,0.23015306366102303,0.9148879051208496,0.6119255399832932,0.070342222849528,0.01613664429612255
"{'nu': 0.00033913119114004076, 'eta0': 0.04373163729906082, 'learning_rate': 'constant', 'kernel_type': 'sigmoid', 'gamma': 2.702548027038574}","{'f1_score': [0.2139406487232574, 0.4115248708888285, 0.13805185704274703], 'precision': [0.15609264853977844, 0.30935839803841436, 1.0], 'recall': [0.3399122807017544, 0.614448051948052, 0.07414377117049303], 'roc_auc': [0.3832520198671015, 0.7699976490946928, 0.07414377117049303], 'pr_auc': [0.3422086109642022, 0.6562887623856032, 0.5004547660398149], 'specificity': [0.8922602211365389, 0.7586403884604399, 1.0], 'fit_time': [0.05293130874633789, 0.10412311553955078, 0.12113690376281738], 'score_time': [0.05485415458679199, 0.05640602111816406, 0.05059456825256348]}",0.2545057922182777,0.11527075511043107,0.8836335365323262,0.09872328427166935,0.4884836821927309,0.36706884461426303,0.34283470127343313,0.22058797846231654,0.4091311467107625,0.2846699278816076,0.49965071312987347,0.12822394538471624,0.09273044268290202,0.028986727353531642,0.05395158131917318,0.002456857746504587
"{'nu': 0.0048514544032514095, 'eta0': 0.0539499968290329, 'learning_rate': 'adaptive', 'kernel_type': 'linear', 'gamma': 6.16536808013916}","{'f1_score': [0.0, 0.2704323919020245, 0.0], 'precision': [0.0, 0.15982274741506647, 0.0], 'recall': [0.0, 0.8782467532467533, 0.0], 'roc_auc': [0.0004939708489531854, 0.5033725289991356, 0.04861544331076866], 'pr_auc': [0.028277477755890058, 0.14526682749401715, 0.4765012967795407], 'specificity': [1.0, 0.18766066838046272, 1.0], 'fit_time': [0.055710792541503906, 0.190413236618042, 0.33318138122558594], 'score_time': [0.030928850173950195, 0.03848123550415039, 0.03953957557678223]}",0.09014413063400817,0.12748305211094635,0.7292202227934875,0.382940433341815,0.05327424913835549,0.07534116565670551,0.29274891774891776,0.4140094898505652,0.18416064771961915,0.2265702067652606,0.2166818673431493,0.18982663831774932,0.1931018034617106,0.11329284528726843,0.0363165537516276,0.00383410426810253
"{'nu': 0.00484924903139472, 'eta0': 0.0798352062702179, 'learning_rate': 'invscaling', 'kernel_type': 'rbf', 'gamma': 3.001615285873413}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.5271475326268873, 0.5846900885461297, 1.0], 'pr_auc': [0.05849509240562591, 0.17480136208853575, 1.0], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.05126500129699707, 0.10562944412231445, 0.1496109962463379], 'score_time': [0.18395113945007324, 0.1454768180847168, 0.11581563949584961]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.703945873724339,0.21065583416094216,0.41109881816472055,0.41911433489135164,0.10216848055521648,0.04022410042295147,0.14841453234354654,0.02789365772958554
"{'nu': 0.0041969832964241505, 'eta0': 0.06953179091215134, 'learning_rate': 'adaptive', 'kernel_type': 'sigmoid', 'gamma': 3.3727989196777344}","{'f1_score': [0.399197592778335, 0.33216132368148915, 0.19681031557516118], 'precision': [0.3678373382624769, 0.22286983069664168, 1.0], 'recall': [0.43640350877192985, 0.6517857142857143, 0.10914565299209635], 'roc_auc': [0.47039078958646297, 0.7672854138149768, 0.10914565299209635], 'pr_auc': [0.4544029993723152, 0.6992735381617036, 0.5304054554136068], 'specificity': [0.956029827719208, 0.6001142530705512, 1.0], 'fit_time': [0.3778047561645508, 2.050671100616455, 1.1975460052490234], 'score_time': [0.07562398910522461, 0.06346392631530762, 0.06549978256225586]}",0.3093897440116618,0.08417862406384434,0.8520480269299197,0.1790462022698205,0.5302357229863729,0.33740455591773355,0.39911162534991357,0.2230957529209619,0.44894061879784536,0.26911220530247876,0.5613606643158752,0.10233625590958674,1.2086739540100098,0.6829901536785089,0.06819589932759602,0.005317804432466605
"{'nu': 0.004893120378255844, 'eta0': 0.03313678875565529, 'learning_rate': 'adaptive', 'kernel_type': 'sigmoid', 'gamma': 3.262253761291504}","{'f1_score': [0.22632423756019263, 0.4008871638480732, 0.23689449236894491], 'precision': [0.17848101265822786, 0.3044210526315789, 1.0], 'recall': [0.3092105263157895, 0.5868506493506493, 0.13436206247647722], 'roc_auc': [0.3565341742115639, 0.7528578337543633, 0.13436206247647722], 'pr_auc': [0.3007792733894311, 0.644561603885297, 0.5510153873602438], 'specificity': [0.9165595268706609, 0.7640674093116252, 1.0], 'fit_time': [0.10142731666564941, 2.1175074577331543, 0.9425060749053955], 'score_time': [0.0763545036315918, 0.06568431854248047, 0.06770968437194824]}",0.2880352979257369,0.07991491434976417,0.8935423120607621,0.09768449542766351,0.49430068842993563,0.36126081871592447,0.3434744127143054,0.18630976132272134,0.4145846901474681,0.2558145833378482,0.49878542154499067,0.1451264958282695,1.0538136164347331,0.8268159047021578,0.06991616884867351,0.00462706838566967
"{'nu': 0.003596477210521698, 'eta0': 0.03068377450108528, 'learning_rate': 'optimal', 'kernel_type': 'poly', 'gamma': 6.365264415740967}","{'f1_score': [0.2631578947368421, 0.22873602168756355, 0.8436513981068436], 'precision': [0.9210526315789473, 0.14453961456102785, 1.0], 'recall': [0.15350877192982457, 0.5478896103896104, 0.7295822356040648], 'roc_auc': [0.31448941684372933, 0.3303374360572305, 0.7599342135790184], 'pr_auc': [0.29456327394482396, 0.10978565142054666, 0.9071201781585492], 'specificity': [0.999228593468758, 0.42944872893459013, 1.0], 'fit_time': [0.07480049133300781, 0.17464542388916016, 0.2837562561035156], 'score_time': [0.1486525535583496, 0.15779972076416016, 0.14460492134094238]}",0.44518177151041644,0.2821107924509769,0.8095591074677827,0.26877881075771126,0.6885307487133251,0.38600771777464016,0.4769935393078333,0.240464617714032,0.46825368882665935,0.20635073106744983,0.4371563678413066,0.3407689145666087,0.1777340571085612,0.08533378638843249,0.15035239855448404,0.005519226256937319
"{'nu': 0.0009094297420233488, 'eta0': 0.04792413115501404, 'learning_rate': 'constant', 'kernel_type': 'rbf', 'gamma': 7.476836204528809}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.5, 0.5823336189660098, 0.9996575342465753], 'pr_auc': [0.05538013116346854, 0.17408506429277942, 0.9996237772761475], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.06332778930664062, 0.0768582820892334, 0.3376762866973877], 'score_time': [0.7193572521209717, 0.11266374588012695, 0.28253889083862305]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6939970510708617,0.21873264416393218,0.4096963242441318,0.4199472309453013,0.1592874526977539,0.12626084278336025,0.3715199629465739,0.2555483985781855
"{'nu': 0.0008255288703367114, 'eta0': 0.0698641911149025, 'learning_rate': 'constant', 'kernel_type': 'rbf', 'gamma': 8.575480461120605}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.5, 0.580405598400457, 0.9994863013698629], 'pr_auc': [0.05538013116346854, 0.1734478389412924, 0.9994357720519089], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.045009613037109375, 0.11211013793945312, 0.21874570846557617], 'score_time': [0.4206252098083496, 0.17340850830078125, 0.1736290454864502]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.69329729992344,0.21898256173890815,0.4094212473855566,0.41997845214004625,0.1252884864807129,0.07153698048976032,0.25588758786519367,0.1164871243865667
"{'nu': 0.0009908984648063779, 'eta0': 0.05721382051706314, 'learning_rate': 'constant', 'kernel_type': 'linear', 'gamma': 0.5252708792686462}","{'f1_score': [0.0, 0.1957785255429795, 0.0018800526414739613], 'precision': [0.0, 0.15709376534118802, 1.0], 'recall': [0.0, 0.2597402597402597, 0.000940910801656003], 'roc_auc': [0.02754930686190921, 0.5069693677502161, 0.2487563865931811], 'pr_auc': [0.02865199380767392, 0.18172337006855288, 0.6340603965994218], 'specificity': [1.0, 0.7547843473293345, 1.0], 'fit_time': [0.026765823364257812, 0.07593226432800293, 0.10916709899902344], 'score_time': [0.047473907470703125, 0.049776554107666016, 0.051516056060791016]}",0.06588619272815115,0.09185095623723714,0.9182614491097781,0.11559576723767512,0.38569792178039597,0.4390860927395761,0.0868937235139719,0.1222215614975613,0.2610916870684355,0.19591668029019899,0.2814785868252162,0.2570254993774489,0.07062172889709473,0.03384911516796614,0.04958883921305338,0.001655529918652827
"{'nu': 0.0021088137291371822, 'eta0': 0.0902155339717865, 'learning_rate': 'invscaling', 'kernel_type': 'sigmoid', 'gamma': 6.435771942138672}","{'f1_score': [0.5475040257648953, 0.26905100589311115, 0.18603857313534733], 'precision': [0.43256997455470736, 0.17945242613174303, 1.0], 'recall': [0.7456140350877193, 0.5373376623376623, 0.10255927738050433], 'roc_auc': [0.820753147654428, 0.588298055843043, 0.10255927738050433], 'pr_auc': [0.7349636700662708, 0.3955798110098039, 0.5248989403094283], 'specificity': [0.9426587811776806, 0.5676949443016281, 1.0], 'fit_time': [0.24645209312438965, 0.16787385940551758, 0.5147049427032471], 'score_time': [0.054373979568481445, 0.050138235092163086, 0.04418039321899414]}",0.33419786826445125,0.15459065003807906,0.8367845751597697,0.19170972140284628,0.5373408002288168,0.34308140402300696,0.461836991601962,0.2678993826216934,0.5038701602926584,0.2992174916734864,0.5518141404618344,0.13985390459678038,0.3096769650777181,0.1484834186264698,0.049564202626546226,0.004181262617902246
"{'nu': 0.0009708114084787667, 'eta0': 0.08652577549219131, 'learning_rate': 'optimal', 'kernel_type': 'linear', 'gamma': 8.570257186889648}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.4618308837792604, 0.36717176354065817, 0.22152488129056871], 'pr_auc': [0.35535705203033513, 0.12107444420351879, 0.6130108284580696], 'specificity': [1.0, 0.9038846043987432, 1.0], 'fit_time': [0.025637149810791016, 0.06344294548034668, 0.09950590133666992], 'score_time': [0.04046201705932617, 0.030342817306518555, 0.03528714179992676]}",0.0,0.0,0.967961534799581,0.0453092320040509,0.0,0.0,0.0,0.0,0.35017584287016246,0.09883787970746881,0.36314744156397455,0.2009077220436863,0.06286199887593587,0.030159589267935903,0.035363992055257164,0.00413150338905131
"{'nu': 0.0021538531873375177, 'eta0': 0.078837551176548, 'learning_rate': 'optimal', 'kernel_type': 'linear', 'gamma': 7.550034999847412}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.3836160132266898, 0.3528583669971844, 0.4710111182144864], 'pr_auc': [0.3395995194382425, 0.1142403017419811, 0.7688416516342576], 'specificity': [1.0, 0.8863181948014853, 1.0], 'fit_time': [0.03153038024902344, 0.06899666786193848, 0.07746315002441406], 'score_time': [0.0404508113861084, 0.03953075408935547, 0.0346829891204834]}",0.0,0.0,0.9621060649338284,0.05359011690226523,0.0,0.0,0.0,0.0,0.4024951661461202,0.050048875886616,0.4075604909381603,0.2715262443492429,0.05933006604512533,0.019958911590621554,0.038221518198649086,0.0025301538010030367
"{'nu': 0.003067749785259366, 'eta0': 0.08483220636844635, 'learning_rate': 'constant', 'kernel_type': 'poly', 'gamma': 7.397948265075684}","{'f1_score': [0.39864864864864863, 0.22097569267380587, 0.8467881944444444], 'precision': [0.8676470588235294, 0.13975489142119973, 1.0], 'recall': [0.25877192982456143, 0.5275974025974026, 0.7342867896123447], 'roc_auc': [0.47403156902284, 0.3276360974786424, 0.8687852841550621], 'pr_auc': [0.2642552774162128, 0.10959272762584357, 0.9506474835532716], 'specificity': [0.9976857804062741, 0.4285918309054556, 1.0], 'fit_time': [0.04929375648498535, 0.16712403297424316, 0.21412873268127441], 'score_time': [0.1238870620727539, 0.24578857421875, 0.13907289505004883]}",0.4888041785889663,0.26332025688278143,0.8087592037705766,0.26882058756285504,0.6691339834149096,0.3782071676912705,0.5068853740114362,0.19467979961269433,0.5568176502188481,0.2285472409079892,0.44149849619844267,0.3655175732850159,0.14351550738016763,0.06933332149816751,0.16958284378051758,0.054241050841111
"{'nu': 0.0038183846045285463, 'eta0': 0.019781533628702164, 'learning_rate': 'adaptive', 'kernel_type': 'rbf', 'gamma': 5.965035915374756}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.49798252944652704, 0.584333047700657, 1.0], 'pr_auc': [0.05516533971090832, 0.17467744222316745, 1.0], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.12874150276184082, 0.23268699645996094, 0.49769163131713867], 'score_time': [0.4704422950744629, 0.15098237991333008, 0.12976527214050293]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6941051923823945,0.21915417403622203,0.40994759397802527,0.4200731420843805,0.2863733768463135,0.15533344760972292,0.2503966490427653,0.1558366798257956
"{'nu': 0.003303683130070567, 'eta0': 0.019473031163215637, 'learning_rate': 'optimal', 'kernel_type': 'linear', 'gamma': 8.181998252868652}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.0, 0.34929908708829016, 0.4710111182144864], 'pr_auc': [0.028276589142196537, 0.11486091793223319, 0.7688416516342576], 'specificity': [1.0, 0.8598971722365039, 1.0], 'fit_time': [0.023032665252685547, 0.07405853271484375, 0.08960103988647461], 'score_time': [0.040947675704956055, 0.039908647537231445, 0.043265581130981445]}",0.0,0.0,0.9532990574121679,0.06604510638331935,0.0,0.0,0.0,0.0,0.27343673510092553,0.19963164529904626,0.30399305290289574,0.3305927769980143,0.06223074595133463,0.028434246137810697,0.04137396812438965,0.0014032212247448684
"{'nu': 0.002133682370185852, 'eta0': 0.06266487389802933, 'learning_rate': 'invscaling', 'kernel_type': 'poly', 'gamma': 1.4797191619873047}","{'f1_score': [0.096, 0.18077524769685382, 0.2699006999837213], 'precision': [0.5454545454545454, 0.115018801150188, 1.0], 'recall': [0.05263157894736842, 0.42207792207792205, 0.1560030109145653], 'roc_auc': [0.3062311941463327, 0.2961905364700995, 0.20266451760921012], 'pr_auc': [0.21105484922529072, 0.10516076557196768, 0.6016810215656632], 'specificity': [0.9974286448958601, 0.4285918309054556, 1.0], 'fit_time': [0.16495394706726074, 0.1544656753540039, 0.3352231979370117], 'score_time': [0.11136198043823242, 0.10245919227600098, 0.10092616081237793]}",0.18222531589352506,0.07100206751467786,0.808673491933772,0.26876037003782244,0.5534911155349111,0.3613367500669379,0.21023750397995192,0.15562494506918292,0.2683620827418808,0.04663568912263049,0.30596554545430715,0.2135245830453232,0.2182142734527588,0.08284852550530186,0.10491577784220378,0.0046009196398763145
"{'nu': 0.0033815051428973675, 'eta0': 0.09130924940109253, 'learning_rate': 'optimal', 'kernel_type': 'sigmoid', 'gamma': 1.8616386651992798}","{'f1_score': [0.27848101265822783, 0.3728331912475135, 0.13576565514821962], 'precision': [0.21782178217821782, 0.28683865325754265, 1.0], 'recall': [0.38596491228070173, 0.5324675324675324, 0.07282649604817464], 'roc_auc': [0.3963433751516873, 0.637625798936853, 0.07282649604817464], 'pr_auc': [0.39862670412011025, 0.40532702376240126, 0.49929513478436005], 'specificity': [0.9187451787091797, 0.7670665524135961, 1.0], 'fit_time': [0.05658984184265137, 0.13360857963562012, 0.3570730686187744], 'score_time': [0.05923032760620117, 0.06461024284362793, 0.08012509346008301]}",0.262359953017987,0.09745142581816733,0.8952705770409253,0.0965325176429663,0.5015534784785868,0.3535793482242164,0.33041964693213627,0.19171407176165112,0.36893189004557164,0.2313915948814568,0.4344162875556239,0.04595775004736768,0.18242383003234863,0.12743557561089244,0.06798855463663737,0.008858425478989917
"{'nu': 0.0045844921842217445, 'eta0': 0.019406719133257866, 'learning_rate': 'invscaling', 'kernel_type': 'poly', 'gamma': 8.093938827514648}","{'f1_score': [0.21889055472263869, 0.2298928753613331, 0.7148730350665055], 'precision': [0.3459715639810427, 0.14540761454076145, 1.0], 'recall': [0.1600877192982456, 0.5487012987012987, 0.556266465939029], 'roc_auc': [0.3015917590324487, 0.33365096057898114, 0.5763025170008402], 'pr_auc': [0.1212331336169725, 0.11034179907441452, 0.8243439812667608], 'specificity': [0.9822576497814348, 0.43259068837475007, 1.0], 'fit_time': [0.9449427127838135, 2.3194761276245117, 0.49011826515197754], 'score_time': [0.12874603271484375, 0.18659758567810059, 0.13138484954833984]}",0.3878854883834924,0.2312587360932784,0.8049494460520616,0.26339701474145155,0.4971263928406014,0.36489073527737936,0.42168516131285777,0.18500310662306002,0.40384841220409,0.12264382521998861,0.3519729713193826,0.33404633767493896,1.2515123685201008,0.7776572778163996,0.14890948931376138,0.026671274113372407
"{'nu': 0.0009526122594252229, 'eta0': 0.04873320460319519, 'learning_rate': 'constant', 'kernel_type': 'sigmoid', 'gamma': 8.800844192504883}","{'f1_score': [0.4825538233110616, 0.25796886582653816, 0.1215977377165076], 'precision': [0.36475869809203143, 0.16714697406340057, 1.0], 'recall': [0.7127192982456141, 0.564935064935065, 0.064734663153933], 'roc_auc': [0.7980474054124769, 0.5212379023433007, 0.064734663153933], 'pr_auc': [0.7225039657955287, 0.1709805895984221, 0.4925910830930238], 'specificity': [0.9272306505528414, 0.50471293916024, 1.0], 'fit_time': [0.03430962562561035, 0.09248089790344238, 0.18361687660217285], 'score_time': [0.06998348236083984, 0.0682368278503418, 0.06430768966674805]}",0.2873734756180358,0.14881934739739192,0.8106478632376938,0.2183589978032334,0.5106352240518107,0.35531301817084054,0.44746300877820394,0.2772733726992374,0.46133999030323686,0.3023548846303582,0.4620252128289915,0.22619344662141447,0.1034691333770752,0.06144764594168794,0.06750933329264323,0.0023735475453684975
