params,fold_scores,mean_test_f1_score,std_test_f1_score,mean_test_specificity,std_test_specificity,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_roc_auc,std_test_roc_auc,mean_test_pr_auc,std_test_pr_auc,mean_fit_time,std_fit_time,mean_score_time,std_score_time
"{'nu': 0.0016495148884132504, 'eta0': 0.06992988288402557, 'learning_rate': 'adaptive', 'kernel_type': 'linear', 'gamma': 1.930875301361084}","{'f1_score': [0.0, 0.1910569105691057, 0.06022996897244023], 'precision': [0.0, 0.12744034707158353, 1.0], 'recall': [0.0, 0.3814935064935065, 0.0310500564546481], 'roc_auc': [0.9840550608328482, 0.4968718353197787, 0.03257375193982296], 'pr_auc': [0.9794821910955165, 0.2745605326970213, 0.46160417372683904], 'specificity': [1.0, 0.5404170237075121, 1.0], 'fit_time': [0.05089163780212402, 0.15260100364685059, 0.22814345359802246], 'score_time': [0.025620222091674805, 0.025261878967285156, 0.02474069595336914]}",0.08376229318051531,0.0797538441331755,0.8468056745691707,0.21664949270287634,0.37581344902386116,0.4444223954228285,0.13751452098271819,0.17298426812789325,0.5045002160308166,0.38847806839631716,0.5718822991731256,0.2981605661762147,0.14387869834899902,0.07262511277337187,0.0252075990041097,0.00036111059505592385
"{'nu': 0.0013567014830186963, 'eta0': 0.07456810027360916, 'learning_rate': 'adaptive', 'kernel_type': 'poly', 'gamma': 6.951584815979004}","{'f1_score': [0.36048526863084923, 0.2296195652173913, 0.44415166154296587], 'precision': [0.859504132231405, 0.14518900343642613, 1.0], 'recall': [0.22807017543859648, 0.5487012987012987, 0.2854723372224313], 'roc_auc': [0.4463043537101947, 0.3332570564254369, 0.3099551585112471], 'pr_auc': [0.2643401089919099, 0.11024773338687222, 0.675943548151766], 'specificity': [0.9978143481614811, 0.43159097400742646, 1.0], 'fit_time': [0.06830143928527832, 0.20690679550170898, 0.32318997383117676], 'score_time': [0.10986757278442383, 0.1186835765838623, 0.08773946762084961]}",0.34475216513040213,0.0882860993127013,0.8098017740563025,0.26743690997279834,0.6682310452226105,0.37426773422414067,0.3540812704541088,0.13959815803600256,0.3631721895489595,0.059548087851745174,0.3501771301768494,0.23878712188203266,0.19946606953938803,0.10419073715346511,0.10543020566304524,0.013016710800764771
"{'nu': 0.0002125493047060445, 'eta0': 0.052779704332351685, 'learning_rate': 'invscaling', 'kernel_type': 'poly', 'gamma': 2.2132339477539062}","{'f1_score': [0.10265486725663717, 0.22493638676844785, 0.36189889025893957], 'precision': [0.26605504587155965, 0.14218314389877762, 1.0], 'recall': [0.06359649122807018, 0.5381493506493507, 0.22092585622882951], 'roc_auc': [0.3025114695971093, 0.3272899533342978, 0.2881316347100706], 'pr_auc': [0.1336172067172183, 0.10935103408974622, 0.6594722615589221], 'specificity': [0.9897145795834404, 0.4287346472436447, 1.0], 'fit_time': [0.43123626708984375, 0.25303125381469727, 0.20468449592590332], 'score_time': [0.11315655708312988, 0.12053132057189941, 0.147613525390625]}",0.2298300480946749,0.105892482599054,0.806149742275695,0.26690580477867104,0.4694127299234458,0.3785746957559422,0.27422389936875013,0.1973670272160255,0.30597768588049257,0.0161731149517034,0.3008135007886289,0.2538034564926942,0.29631733894348145,0.09742241401481787,0.12710046768188477,0.014814090962107718
"{'nu': 0.002192100277170539, 'eta0': 0.09545350819826126, 'learning_rate': 'adaptive', 'kernel_type': 'rbf', 'gamma': 7.615840435028076}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.5008356904088455, 0.5832619251642388, 0.9998287671232876], 'pr_auc': [0.05546770465880063, 0.17438075017692853, 0.9998118532455316], 'specificity': [1.0, 0.9998571836618109, 1.0], 'fit_time': [0.12650179862976074, 0.1925046443939209, 0.3648262023925781], 'score_time': [0.815669059753418, 0.09109210968017578, 0.15582799911499023]}",0.0,0.0,0.9999523945539369,6.732426746517836e-05,0.0,0.0,0.0,0.0,0.6946421275654573,0.21840739420852734,0.40988676936042023,0.41995537980936404,0.22794421513875326,0.1004709003913043,0.35419638951619464,0.32737893729553824
"{'nu': 0.003665311960503459, 'eta0': 0.09603386372327805, 'learning_rate': 'invscaling', 'kernel_type': 'rbf', 'gamma': 8.690799713134766}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.5, 0.5821193944587261, 0.9996575342465753], 'pr_auc': [0.05538013116346854, 0.17403588077412063, 0.9996237772761475], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.04102587699890137, 0.0760648250579834, 0.15334177017211914], 'score_time': [0.2841503620147705, 0.1164102554321289, 0.11935257911682129]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6939256429017672,0.21876911844152375,0.4096799297379122,0.4199564296170726,0.09014415740966797,0.046921108713998586,0.17330439885457358,0.0783891360621278
"{'nu': 0.004342345986515284, 'eta0': 0.09096550941467285, 'learning_rate': 'constant', 'kernel_type': 'poly', 'gamma': 2.5031650066375732}","{'f1_score': [0.0255863539445629, 0.2318181818181818, 0.7576855639976622], 'precision': [0.46153846153846156, 0.15548780487804878, 1.0], 'recall': [0.013157894736842105, 0.45535714285714285, 0.6098983816334211], 'roc_auc': [0.8255676717507319, 0.3989878123875553, 0.6245154309371472], 'pr_auc': [0.4124236003758374, 0.1237481698177848, 0.8475095395759308], 'specificity': [0.999100025713551, 0.5648386175378464, 1.0], 'fit_time': [0.04472804069519043, 0.09224629402160645, 0.1989130973815918], 'score_time': [0.10227298736572266, 0.09573531150817871, 0.10676169395446777]}",0.33836336658680227,0.30822742754674687,0.8546462144171324,0.20492524636256865,0.5390087554721701,0.34909544708102924,0.35947113974246864,0.2528773040697432,0.6163569716918115,0.17424602232957903,0.4612271032565176,0.2974827350829124,0.11196247736612956,0.06447120204971797,0.10158999760945638,0.004527334294286311
"{'nu': 0.00396835757419467, 'eta0': 0.03780036047101021, 'learning_rate': 'invscaling', 'kernel_type': 'rbf', 'gamma': 7.045233249664307}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.5001928516328105, 0.5834047415024279, 0.9998287671232876], 'pr_auc': [0.05540031587899405, 0.17435607132748374, 0.9998118532455316], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.07838916778564453, 0.06745767593383789, 0.21028375625610352], 'score_time': [0.7414064407348633, 0.09436559677124023, 0.303882360458374]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6944754534195087,0.21857346483707663,0.4098560801506698,0.4199789507380477,0.11871019999186198,0.06490588845236712,0.3798847993214925,0.2695647621310396
"{'nu': 0.0003954084822908044, 'eta0': 0.09290499240159988, 'learning_rate': 'invscaling', 'kernel_type': 'linear', 'gamma': 4.739690780639648}","{'f1_score': [0.0, 0.17088449010273116, 0.5183326362749199], 'precision': [0.0, 0.12359550561797752, 1.0], 'recall': [0.0, 0.2767857142857143, 0.3498306360557019], 'roc_auc': [0.0015385838600100116, 0.3379892386961796, 0.4054809987574822], 'pr_auc': [0.02828134136141722, 0.11184477528823676, 0.7287903254874586], 'specificity': [0.33761892517356645, 0.6546700942587832, 1.0], 'fit_time': [0.017990827560424805, 0.0616307258605957, 0.09192705154418945], 'score_time': [0.02599191665649414, 0.04422307014465332, 0.028151750564575195]}",0.22973904212588367,0.2156618868774477,0.6640963398107832,0.2704980747324711,0.37453183520599254,0.4451417610382328,0.20887211678047204,0.15067528225815557,0.24833627377122394,0.17667410530536518,0.2896388140457042,0.31239531513089147,0.057182868321736656,0.03034774985353217,0.03278891245524088,0.008133108965923848
"{'nu': 0.0027342557441443205, 'eta0': 0.021743929013609886, 'learning_rate': 'adaptive', 'kernel_type': 'rbf', 'gamma': 0.36029571294784546}","{'f1_score': [0.19007292401787815, 0.0, 0.0], 'precision': [0.10645586297760211, 0.0, 0.0], 'recall': [0.8859649122807017, 0.0, 0.0], 'roc_auc': [0.8450929127588835, 0.7142959154527277, 1.0], 'pr_auc': [0.33599670046751584, 0.2354290082170839, 1.0], 'specificity': [0.564026742093083, 1.0, 1.0], 'fit_time': [0.055426836013793945, 0.16193246841430664, 0.24253034591674805], 'score_time': [0.059828996658325195, 0.07757353782653809, 0.22416114807128906]}",0.06335764133929271,0.08960123566199804,0.8546755806976943,0.20551976472131508,0.035485287659200705,0.05018377507235225,0.2953216374269006,0.41764786491135264,0.8531296094038705,0.11677655972403417,0.5238085695615332,0.339212002537665,0.15329655011494955,0.07662838972668067,0.12052122751871745,0.07364166408777537
"{'nu': 0.00411783205345273, 'eta0': 0.06063562631607056, 'learning_rate': 'constant', 'kernel_type': 'rbf', 'gamma': 2.2191715240478516}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.5872225079283449, 0.5850471293916024, 1.0], 'pr_auc': [0.06688090528047526, 0.17492545790146244, 1.0], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.030770540237426758, 0.07218575477600098, 0.10631275177001953], 'score_time': [0.0631110668182373, 0.09198451042175293, 0.08287405967712402]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.724089879106649,0.19509993879459517,0.4139354543939793,0.4167510408305827,0.06975634892781575,0.030887785508084426,0.07932321230570476,0.012051979759156742
"{'nu': 0.0009424781310372055, 'eta0': 0.04836086183786392, 'learning_rate': 'constant', 'kernel_type': 'poly', 'gamma': 2.0971643924713135}","{'f1_score': [0.07975460122699386, 0.29386503067484665, 0.971749226006192], 'precision': [0.1326530612244898, 0.2361932938856016, 1.0], 'recall': [0.05701754385964912, 0.3887987012987013, 0.9450508091832894], 'roc_auc': [0.2958157962404082, 0.5704181922048246, 0.9628034115105614], 'pr_auc': [0.08636192568714607, 0.3813478120117547, 0.9866370111272983], 'specificity': [0.978143481614811, 0.7787774921451014, 1.0], 'fit_time': [0.05271291732788086, 0.13071274757385254, 0.23262906074523926], 'score_time': [0.11957240104675293, 0.09639811515808105, 0.1071782112121582]}",0.44845628596934417,0.3802082278777354,0.9189736579199708,0.09953441790811701,0.45628211837003047,0.38678331233221136,0.4636223514472133,0.36637840551948647,0.6096791333185981,0.27370809981169825,0.484782249608733,0.3747424177812637,0.13868490854899088,0.0736664608375888,0.10771624247233073,0.009468508852688693
"{'nu': 0.0029232422821223736, 'eta0': 0.07867863029241562, 'learning_rate': 'adaptive', 'kernel_type': 'rbf', 'gamma': 9.217529296875}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.500257135510414, 0.5834761496715224, 0.9998287671232876], 'pr_auc': [0.055407047387606316, 0.17438075017692853, 0.9998118532455316], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.0814054012298584, 0.18223929405212402, 0.35578131675720215], 'score_time': [0.16211438179016113, 0.11431694030761719, 0.14789128303527832]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6945206841017413,0.21854232274810487,0.4098665502700221,0.41997244422779273,0.20647533734639487,0.11331688635941349,0.14144086837768555,0.020039207236655993
"{'nu': 0.0018151038093492389, 'eta0': 0.03228137642145157, 'learning_rate': 'optimal', 'kernel_type': 'rbf', 'gamma': 3.7255847454071045}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.5036836353547793, 0.584333047700657, 1.0], 'pr_auc': [0.05577527001914258, 0.17467744222316745, 1.0], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.04342508316040039, 0.06476759910583496, 0.25981926918029785], 'score_time': [0.0937197208404541, 0.10486316680908203, 0.10714077949523926]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6960055610184788,0.21746347758754223,0.41015090408077004,0.41990149527895915,0.12267065048217773,0.09736934306998975,0.10190788904825847,0.005864097193175301
"{'nu': 0.0008612068486399949, 'eta0': 0.06910634785890579, 'learning_rate': 'optimal', 'kernel_type': 'rbf', 'gamma': 4.640157699584961}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.5017999485728979, 0.5821193944587261, 1.0], 'pr_auc': [0.055623322761649184, 0.17420814479638008, 1.0], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.02776312828063965, 0.05947470664978027, 0.09949207305908203], 'score_time': [0.1343841552734375, 0.15268754959106445, 0.10107278823852539]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6946397810105412,0.2183978798017039,0.4099438225193431,0.4200319904019737,0.06224330266316732,0.029348585686210005,0.12938149770100912,0.02136649767681672
"{'nu': 0.0019529241835698485, 'eta0': 0.047625064849853516, 'learning_rate': 'invscaling', 'kernel_type': 'linear', 'gamma': 9.93010139465332}","{'f1_score': [0.0, 0.17020214624407287, 0.5037308179642405], 'precision': [0.0, 0.12288288288288288, 1.0], 'recall': [0.0, 0.2767857142857143, 0.33665788483251785], 'roc_auc': [0.0014723263545853573, 0.3354857795731832, 0.41201607539660035], 'pr_auc': [0.028280905605607032, 0.11140587381087501, 0.7329005243234684], 'specificity': [0.2306505528413474, 0.6523850328477577, 1.0], 'fit_time': [0.024394989013671875, 0.04961872100830078, 0.07232451438903809], 'score_time': [0.028551101684570312, 0.02884078025817871, 0.033989667892456055]}",0.22464432140277113,0.2092194176277439,0.6276785285630351,0.31457108521107424,0.37429429429429434,0.44527577472910607,0.20448119970607737,0.14664149020979458,0.2496580604414563,0.17825326644577782,0.2908624345799835,0.31440493494094907,0.04877940813700358,0.019576145096331102,0.030460516611735027,0.0024982874121636614
"{'nu': 0.0039279889315366745, 'eta0': 0.018779734149575233, 'learning_rate': 'constant', 'kernel_type': 'poly', 'gamma': 8.65899658203125}","{'f1_score': [0.37755102040816324, 0.22982635342185903, 0.5302171207301895], 'precision': [0.8409090909090909, 0.14541146057733736, 1.0], 'recall': [0.24342105263157895, 0.5478896103896104, 0.36074520135491156], 'roc_auc': [0.4210571427282529, 0.3343690995522615, 0.4760518222735498], 'pr_auc': [0.2518179311512863, 0.11046727005521559, 0.7718283281299744], 'specificity': [0.9973000771406532, 0.4334475864038846, 1.0], 'fit_time': [0.06275391578674316, 0.10806155204772949, 0.15587806701660156], 'score_time': [0.24742531776428223, 0.08573031425476074, 0.08713150024414062]}",0.37919816485340396,0.12263954795698244,0.8102492211815125,0.2664412710450858,0.662106850495476,0.3710867587782638,0.3840186214587003,0.12538345113639598,0.41049268818468815,0.05832211847022049,0.3780378431121587,0.28436855418745927,0.10889784495035808,0.038022374333494965,0.14009571075439453,0.07589564869484464
"{'nu': 0.0005492781056091189, 'eta0': 0.06983727216720581, 'learning_rate': 'constant', 'kernel_type': 'rbf', 'gamma': 1.7723952531814575}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.677746472281243, 0.5849043130534133, 1.0], 'pr_auc': [0.08435037329695101, 0.17492545790146244, 1.0000000000000002], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.02332139015197754, 0.06570982933044434, 0.08918499946594238], 'score_time': [0.04795360565185547, 0.08024930953979492, 0.08838534355163574]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7542169284448854,0.17787993203248334,0.41975861039947127,0.41195551065775965,0.05940540631612142,0.027255740314330024,0.07219608624776204,0.017460854531258157
"{'nu': 0.004048073664307594, 'eta0': 0.057759493589401245, 'learning_rate': 'constant', 'kernel_type': 'poly', 'gamma': 3.149066686630249}","{'f1_score': [0.2691588785046729, 0.21524816646767866, 0.7459587020648968], 'precision': [0.9113924050632911, 0.13625566832217664, 1.0], 'recall': [0.15789473684210525, 0.5121753246753247, 0.5948438088069251], 'roc_auc': [0.7224537945532383, 0.317058994276218, 0.653807273111605], 'pr_auc': [0.3447113333927381, 0.10853782275025992, 0.8610099860330716], 'specificity': [0.999100025713551, 0.4287346472436447, 1.0], 'fit_time': [0.05185222625732422, 0.09368467330932617, 0.1944746971130371], 'score_time': [0.11259198188781738, 0.09477114677429199, 0.08752012252807617]}",0.4101219156790828,0.2384901836352279,0.8092782243190652,0.2690851947227203,0.682549357795156,0.3879780258714119,0.42163795677478505,0.1895237612411657,0.5644400206470204,0.1771555162048549,0.4380863807253565,0.3142109309865536,0.11333719889322917,0.05986071956142102,0.09829441706339519,0.010534375731740306
"{'nu': 0.003301566932350397, 'eta0': 0.01880146749317646, 'learning_rate': 'optimal', 'kernel_type': 'rbf', 'gamma': 1.407715916633606}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.7405241899103634, 0.5854041702370751, 1.0], 'pr_auc': [0.1109898388467254, 0.17504973003694232, 1.0], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.03074359893798828, 0.06243562698364258, 0.2242581844329834], 'score_time': [0.04389548301696777, 0.09737801551818848, 0.08443188667297363]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7753094533824795,0.171035934684928,0.4286798562945559,0.4048299621384535,0.10581247011820476,0.08474721859768321,0.07523512840270996,0.02278201911884721
"{'nu': 0.003980537876486778, 'eta0': 0.07126399874687195, 'learning_rate': 'constant', 'kernel_type': 'rbf', 'gamma': 0.34794339537620544}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.6545515522864761, 0.7142959154527277, 1.0], 'pr_auc': [0.07849208876616329, 0.2354290082170839, 1.0], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.02335500717163086, 0.06710624694824219, 0.0873422622680664], 'score_time': [0.06084465980529785, 0.08059430122375488, 0.19550871849060059]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7896158225797346,0.1507502875931729,0.4379736989944158,0.40254396980388024,0.05926783879597982,0.026704215465792026,0.11231589317321777,0.05937618334122325
"{'nu': 0.0004638840619008988, 'eta0': 0.02492736279964447, 'learning_rate': 'constant', 'kernel_type': 'rbf', 'gamma': 8.057469367980957}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.5, 0.5759782919165952, 0.4190068493150685], 'pr_auc': [0.05538013116346854, 0.17296083111048716, 0.6453728443041049], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.046022653579711914, 0.07744598388671875, 0.12991023063659668], 'score_time': [0.548724889755249, 0.09447121620178223, 0.1149899959564209]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.49832838041055455,0.06409422325576601,0.29123793552602023,0.25497052831187433,0.08445962270100911,0.034604188023818594,0.2527287006378174,0.2094684750500444
"{'nu': 0.0004136926436331123, 'eta0': 0.03286981210112572, 'learning_rate': 'invscaling', 'kernel_type': 'rbf', 'gamma': 5.092010974884033}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.5, 0.5195658383319052, 0.5], 'pr_auc': [0.05538013116346854, 0.1633518960487934, 0.6453728443041049], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.039803266525268555, 0.0661325454711914, 0.12867951393127441], 'score_time': [0.15713262557983398, 0.1413407325744629, 0.1165306568145752]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5065219461106351,0.009223424642726557,0.2880349571721223,0.25649203975702006,0.07820510864257812,0.03727427105827587,0.13833467165629068,0.01671141862293732
"{'nu': 0.0012106552021577954, 'eta0': 0.036338090896606445, 'learning_rate': 'constant', 'kernel_type': 'linear', 'gamma': 5.2107253074646}","{'f1_score': [0.0, 0.18396564065855406, 0.058812785388127856], 'precision': [0.0, 0.1179981634527089, 1.0], 'recall': [0.0, 0.4172077922077922, 0.030297327813323296], 'roc_auc': [0.20343591686854057, 0.2712108924351855, 0.06760121880171788], 'pr_auc': [0.1712210896771913, 0.09970815359466012, 0.479802648060813], 'specificity': [1.0, 0.4512996286775207, 1.0], 'fit_time': [0.020346879959106445, 0.047857046127319336, 0.09265971183776855], 'score_time': [0.028834104537963867, 0.03410196304321289, 0.03781390190124512]}",0.08092614201556064,0.07671414316246637,0.8170998762258402,0.2586598356011345,0.37266605448423634,0.4462001053651709,0.14916837334037183,0.18993565501373583,0.18074934270181464,0.08465709375611932,0.2502439637775548,0.16492708925296154,0.05362121264139811,0.029801628873597195,0.03358332316080729,0.0036842847037215146
"{'nu': 0.0007875084411352873, 'eta0': 0.04415139555931091, 'learning_rate': 'adaptive', 'kernel_type': 'poly', 'gamma': 1.731238603591919}","{'f1_score': [0.06872852233676977, 0.20811855670103094, 0.9823822290310226], 'precision': [0.15873015873015872, 0.17254273504273504, 1.0], 'recall': [0.043859649122807015, 0.2621753246753247, 0.9653744824990591], 'roc_auc': [0.29937481109562286, 0.5179336516097441, 0.9823374286583385], 'pr_auc': [0.10708628626327407, 0.365939476763925, 0.993694409476738], 'specificity': [0.9863718179480586, 0.7787774921451014, 1.0], 'fit_time': [0.1732628345489502, 0.2105271816253662, 0.3130033016204834], 'score_time': [0.0914759635925293, 0.08456110954284668, 0.08541178703308105]}",0.41974310268960774,0.40189508190379764,0.9217164366977201,0.10122611072535467,0.44375763125763124,0.3933631709622281,0.42380315209906366,0.3931836407086845,0.5998819637879018,0.2847760858975178,0.48890672416797903,0.3722536760397158,0.23226443926493326,0.0590831663087959,0.08714962005615234,0.003078836289266974
"{'nu': 0.003452001139521599, 'eta0': 0.08885283768177032, 'learning_rate': 'optimal', 'kernel_type': 'linear', 'gamma': 7.472903728485107}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.0, 0.34929908708829016, 0.4710111182144864], 'pr_auc': [0.028276589142196537, 0.11486091793223319, 0.7688416516342576], 'specificity': [1.0, 0.860039988574693, 1.0], 'fit_time': [0.01840806007385254, 0.05227184295654297, 0.07548832893371582], 'score_time': [0.02595067024230957, 0.031111955642700195, 0.024364471435546875]}",0.0,0.0,0.9533466628582309,0.06597778211585417,0.0,0.0,0.0,0.0,0.27343673510092553,0.19963164529904626,0.30399305290289574,0.3305927769980143,0.04872274398803711,0.02343766698990831,0.02714236577351888,0.002880652641419307
"{'nu': 0.0026897513307631016, 'eta0': 0.028011830523610115, 'learning_rate': 'adaptive', 'kernel_type': 'rbf', 'gamma': 6.860404014587402}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.5035998971457958, 0.5840474150242787, 1.0], 'pr_auc': [0.05575935436537051, 0.1745784327617968, 1.0], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.10440945625305176, 0.15907669067382812, 0.4746851921081543], 'score_time': [0.600576639175415, 0.09741091728210449, 0.22812318801879883]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6958824373900248,0.21753707683837306,0.4101125957090557,0.41992448182466885,0.24605711301167807,0.16319768287430322,0.30870358149210614,0.2131725995233891
"{'nu': 0.0026928058359771967, 'eta0': 0.03863760828971863, 'learning_rate': 'adaptive', 'kernel_type': 'rbf', 'gamma': 9.801859855651855}","{'f1_score': [0.0, 0.0, 0.0], 'precision': [0.0, 0.0, 0.0], 'recall': [0.0, 0.0, 0.0], 'roc_auc': [0.5, 0.5833333333333333, 0.9996575342465753], 'pr_auc': [0.05538013116346854, 0.1743313994622895, 0.9996237772761475], 'specificity': [1.0, 1.0, 1.0], 'fit_time': [0.06769609451293945, 0.23611950874328613, 0.3195204734802246], 'score_time': [0.12905240058898926, 0.09345364570617676, 0.11866641044616699]}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6943302891933029,0.21856296734194922,0.40977843596730185,0.4199011757189906,0.2077786922454834,0.10474184413877231,0.11372415224711101,0.014947402770631956
"{'nu': 0.003253654344007373, 'eta0': 0.06034167855978012, 'learning_rate': 'invscaling', 'kernel_type': 'poly', 'gamma': 0.3080902099609375}","{'f1_score': [0.0, 0.2646327308903996, 0.0], 'precision': [0.0, 0.16628464263388207, 0.0], 'recall': [0.0, 0.6477272727272727, 0.0], 'roc_auc': [0.31092899225435666, 0.4040800494849338, 0.11773977758415352], 'pr_auc': [0.33050160523611416, 0.12496127693444825, 0.5275631019017175], 'specificity': [1.0, 0.4285918309054556, 1.0], 'fit_time': [0.04081535339355469, 0.11338543891906738, 0.17166709899902344], 'score_time': [0.13381505012512207, 0.10072207450866699, 0.12567996978759766]}",0.08821091029679988,0.12474906569101087,0.8095306103018185,0.2693643941280945,0.05542821421129402,0.07838733227573313,0.2159090909090909,0.3053415646032818,0.27758293977448134,0.11925227388480872,0.3276753280240933,0.1643736561393042,0.10862263043721516,0.053526056523751,0.1200723648071289,0.014080013825763951
"{'nu': 0.0046953363344073296, 'eta0': 0.07917897403240204, 'learning_rate': 'constant', 'kernel_type': 'linear', 'gamma': 1.3430383205413818}","{'f1_score': [0.034482758620689655, 0.20638503708481135, 0.1919020074855393], 'precision': [1.0, 0.17121455323702514, 1.0], 'recall': [0.017543859649122806, 0.2597402597402597, 0.10613473842679715], 'roc_auc': [0.982165735114335, 0.5160193098817777, 0.34695724913771325], 'pr_auc': [0.9715227680671403, 0.3655470212689249, 0.6952437710182789], 'specificity': [1.0, 0.7787774921451014, 1.0], 'fit_time': [0.024816036224365234, 0.06557965278625488, 0.09127092361450195], 'score_time': [0.03824782371520996, 0.04169893264770508, 0.03178906440734863]}",0.1442566010636801,0.07784669507057751,0.9262591640483672,0.10428529030352872,0.7237381844123417,0.39069320636988125,0.12780628593872656,0.1000567040330894,0.615047431377942,0.2686104760918957,0.677437853451448,0.2477087529771086,0.06055553754170736,0.027361704564370124,0.03724527359008789,0.0041073269653423864
"{'nu': 0.004010338336229324, 'eta0': 0.027752697467803955, 'learning_rate': 'optimal', 'kernel_type': 'sigmoid', 'gamma': 0.4368780851364136}","{'f1_score': [0.2072936660268714, 0.3957662218131615, 0.143256464011181], 'precision': [0.8307692307692308, 0.4569606801275239, 1.0], 'recall': [0.11842105263157894, 0.349025974025974, 0.07715468573579225], 'roc_auc': [0.6061620043938594, 0.7095727751254743, 0.23692030872185643], 'pr_auc': [0.39960630100978645, 0.325939536020573, 0.6276870047831182], 'specificity': [0.998585754692723, 0.9270208511853756, 1.0], 'fit_time': [0.03493213653564453, 0.07489681243896484, 0.10080432891845703], 'score_time': [0.06321191787719727, 0.045140743255615234, 0.04544258117675781]}",0.24877211728373796,0.10717786116328598,0.9752022019593661,0.034074251708604786,0.7625766369655849,0.2268782318324702,0.18153390413111506,0.1196269851592654,0.5175516960803966,0.202877514038908,0.4510776139378259,0.12845195150211594,0.07021109263102214,0.027095552032495116,0.05126508076985677,0.008448588212818194
