trial,roc_auc_mean,roc_auc_std,value,n_neighbors,contamination
0,0.6758471977727725,0.24587689899385823,42.99702987789142,25,0.0028855024910298226
1,0.560133198351857,0.15725923898340932,40.287395936844774,12,0.0011240238058523586
2,0.6661916836576042,0.2507632208165376,41.54284628410665,17,0.0011722979435650832
3,0.5888301198573693,0.2638430475817503,32.4987072275619,4,0.0007538186350199892
4,0.6731817938282628,0.24871462002298178,42.446717380528106,21,0.001774326162765311
5,0.6617546120106174,0.2473452652492383,41.44093467613791,16,0.0015386228552904757
6,0.6544099120567439,0.2441900214193649,41.0219890637379,15,0.004285709242398468
7,0.6661916836576042,0.2507632208165376,41.54284628410665,17,0.0002531227895333354
8,0.618618963457871,0.2370343763524864,38.15845871053847,11,0.001985245077032878
9,0.6252479168532497,0.26648436711856405,35.87635497346856,7,0.004963672019181294
10,0.6758471977727725,0.24587689899385823,42.99702987789142,25,0.003286618469324966
11,0.6758471977727725,0.24587689899385823,42.99702987789142,25,0.0032644291318212515
12,0.6758471977727725,0.24587689899385823,42.99702987789142,25,0.0030333466183430206
13,0.6740427246602305,0.24794490962240917,42.60978150378214,22,0.00363897749021357
14,0.6731817938282628,0.24871462002298178,42.446717380528106,21,0.002604685652627323
15,0.6749840236845467,0.24706712321785682,42.79169004666898,23,0.0039057042120887353
16,0.6704922536117195,0.2505959891777608,41.98962644339586,19,0.002395833571626651
17,0.6758471977727725,0.24587689899385823,42.99702987789142,25,0.002800602303753821
18,0.6719458271409132,0.24971219942146564,42.223362771944764,20,0.004472517664360588
19,0.618618963457871,0.2370343763524864,38.15845871053847,11,0.0034958813134972778
20,0.6749840236845467,0.24706712321785682,42.79169004666898,23,0.0023440706234747967
21,0.6758471977727725,0.24587689899385823,42.99702987789142,25,0.003224064251727013
22,0.6749840236845467,0.24706712321785682,42.79169004666898,23,0.003149350856441265
23,0.6704922536117195,0.2505959891777608,41.98962644339586,19,0.003982048992331701
24,0.6758471977727725,0.24587689899385823,42.99702987789142,25,0.00345705361618229
25,0.6749840236845467,0.24706712321785682,42.79169004666898,23,0.0022068984541232144
26,0.6704922536117195,0.2505959891777608,41.98962644339586,19,0.0030585688936214757
27,0.6252479168532495,0.266484367118564,35.87635497346856,7,0.0028084827119314788
