trial,roc_auc_mean,roc_auc_std,value,kernel,nu,gamma
118,0.8465811834145609,0.13119491147030124,71.53862719442597,rbf,0.002277168921278111,0.04430974553346597
119,0.8545609850554202,0.12105554353248969,73.35054415229305,rbf,0.0027476242804997707,0.0477307746154769
120,0.4078561747505723,0.29130720803187254,11.654896671869974,linear,0.001749991553802618,0.041098510945893695
121,0.8579242562485471,0.11664337072157267,74.12808855269743,rbf,0.002616539193492725,0.049454106720634675
122,0.8576490761409111,0.116640357054623,74.10087190862882,rbf,0.0031799795082725372,0.05568963851771886
123,0.8578316837055069,0.11664221198574837,74.11894717197585,rbf,0.0024031667727996663,0.05196706261535441
124,0.8579998179994144,0.11664442544051881,74.13553925588955,rbf,0.0025118532459374654,0.048910273162448004
125,0.8503103760010008,0.12638832565132577,72.3922050349675,rbf,0.0021312664422641144,0.04660161950952529
126,0.8578604422823295,0.11664255622620814,74.12178860561214,rbf,0.002504491754208734,0.0518883526427554
127,0.8465532706782329,0.13119201283954565,71.53612578386873,rbf,0.002033606751901085,0.042699981717317884
128,0.8465558081997173,0.13119227586327145,71.53635323364459,rbf,0.0022201144767392206,0.04500729950617799
129,0.8023533225529302,0.17917621065754508,62.317711189538514,poly,0.0029246462711349924,0.05067257691628516
130,0.8575791533266757,0.11663979815564927,74.09393551710264,rbf,0.002686458376474463,0.058001973779118185
131,0.8580742519629553,0.1166455601234982,74.1428691839457,rbf,0.002521245974662838,0.048791750292781245
132,0.8577788172775408,0.11693041786505964,74.08483994124812,rbf,0.002537873363643262,0.048322013904060615
133,0.8578341272447142,0.11664224068370332,74.11918865610109,rbf,0.0023544437131308403,0.05375382514776227
134,0.852426587975732,0.12366274542419965,72.87638425515324,rbf,0.0013220120743470277,0.04729966948022217
135,0.8579384475724039,0.11664356134349009,74.12948862289139,rbf,0.0009791326617849853,0.05036996024800654
136,0.8465527067845698,0.1311919544030878,71.5360752381482,rbf,0.002828764966193846,0.04527566516465719
137,0.8576510497687323,0.11664037404649102,74.10106757222412,rbf,0.0025490775146386033,0.056047493339551946
138,0.8577621368203804,0.11664143811878437,74.1120698701596,rbf,0.0022668612651139545,0.052755610147004035
139,0.3173764701715955,0.16867025339058897,14.870621678100651,sigmoid,0.0027578556358082264,0.039478399608288126
140,0.8580673912567197,0.1166454515638421,74.14219396928776,rbf,0.0019023825086710321,0.04906782978745187
141,0.8580370349811847,0.11664498090886392,74.13920540723208,rbf,0.0018869507218187969,0.04928630344386428
142,0.8538042351026135,0.12202126241093908,73.17829726916744,rbf,0.0019232162328694177,0.04711059462295856
143,0.8465253579419052,0.13118912602257185,71.53362319193334,rbf,0.0015825083559146496,0.04380245426473278
144,0.8579653265036827,0.11664393185217746,74.13213946515053,rbf,0.0021744935936813545,0.048915889455139784
145,0.8576074419921124,0.11664001417215315,74.09674278199591,rbf,0.0017029319061848468,0.054488589193359624
146,0.8579216247447855,0.11664333575395526,74.12782889908303,rbf,0.001866774259540348,0.05141037758007571
147,0.8466169441367155,0.13109219273992936,71.55247513967862,rbf,0.0023935681082484237,0.04592732255135416
148,0.8465809954500066,0.1311948919113948,71.53861035386119,rbf,0.002022608104072402,0.04227368393911085
149,0.3448872432944292,0.24958023325772147,9.530701003670774,linear,0.001772644367409678,0.049457368908111504
150,0.8578930541325173,0.11664296374753204,74.12500903849852,rbf,0.002495789795441924,0.052417588668579304
151,0.8578837498870747,0.1166428456216097,74.1240904265465,rbf,0.0023071775528945935,0.04983846263313263
152,0.8546106551546003,0.12095794450434054,73.36527106502598,rbf,0.002079917316717868,0.04733314349075193
153,0.8579365679268601,0.11664353589717606,74.12930320296842,rbf,0.0026514003991761972,0.05076344754206159
154,0.8465808074854522,0.131194872353024,71.53859351324282,rbf,0.002446822759412178,0.044695410038654
155,0.8576664628621927,0.11664050904231732,74.10259538198754,rbf,0.001467500399024488,0.05417896824741637
156,0.8581648508781742,0.11664706939252073,74.15177814856536,rbf,0.0007232427687430394,0.048809303584794024
157,0.85801203569545,0.11664460517303177,74.13674305224183,rbf,0.0006757536889571654,0.048468062668767894
158,0.85269979631827,0.12327311872563984,72.94266775926302,rbf,0.0007504957556793937,0.04756487510397363
159,0.8465017683903285,0.13118669553347162,71.53150728568569,rbf,0.00038715841129035645,0.04546347108870833
160,0.8094906448821382,0.1685996446550407,64.08910002270974,poly,0.0007072473541903622,0.041317668327463246
161,0.8581499076960997,0.1166468107664451,74.15030969296545,rbf,0.0005762374038987523,0.04873228607711602
162,0.8580669213453338,0.11664544415777725,74.14214771875565,rbf,0.000583207069589818,0.04863658280916466
163,0.8573870963520944,0.11750427195386623,73.98828243982281,rbf,0.0006111947434176811,0.048023128186457834
164,0.8463029958740546,0.13116655069968602,71.51364451743684,rbf,0.0004091659482032342,0.0434888079872565
165,0.8521359463864545,0.12394998917823832,72.81859572082162,rbf,0.0009259194317304233,0.04674382996778461
166,0.8578067784020494,0.11664192532646471,74.11648530755848,rbf,0.000524632810375846,0.05101832810462459
167,0.8578368043425719,0.11693141732657658,74.09053870159954,rbf,0.00031570145859212905,0.048297682109833234
168,0.857941830934383,0.1166436072995,74.1298223634883,rbf,0.000679063609082919,0.052740360962448544
169,0.8464382363709425,0.13118019164437045,71.5258044726572,rbf,0.000881055268463264,0.045160950882989465
170,0.8582158832546928,0.11664798148432429,74.15679017703684,rbf,0.0005082993972165473,0.049045275446311626
171,0.8581607156579775,0.11664699743994802,74.15137182180295,rbf,0.0004623627977992751,0.049216153384326326
172,0.8579985962298107,0.1166444076080214,74.13541886217892,rbf,0.0004663709887701254,0.050829969826652235
173,0.8502815215791778,0.12680139001773383,72.3480131561444,rbf,0.0002572729349375537,0.04648409153153059
174,0.8581208671724454,0.11664631910214612,74.14745480702993,rbf,0.0006350846770765726,0.04909585026519564
175,0.8577906134503713,0.11664174495976279,74.11488684906085,rbf,0.000615698419277776,0.05330962582797935
176,0.857668060560905,0.11664052326878573,74.10275372921194,rbf,0.0010648716484700357,0.05545168550992027
177,0.23614830759450509,0.09736871532851966,13.877959226598541,sigmoid,0.0007754142951758962,0.043630973219008565
178,0.8580980294790864,0.1166459426091186,74.14520868699678,rbf,0.0005017939022991234,0.050610837945476765
179,0.856153160234749,0.11664668833103577,73.95064719037133,rbf,0.00044005809251418886,0.08442691880427905
180,0.8579508532329941,0.11664373080833913,74.1307122424655,rbf,0.0006712534438645557,0.05080655185969298
181,0.8582068609560817,0.11664781698171192,74.15590439743698,rbf,0.0004819575368111531,0.048448115177773914
182,0.8513385942271751,0.12532973614523402,72.6008858081941,rbf,0.0005161280919666042,0.04666941788238356
183,0.8589962181022686,0.11666748813329884,74.23287299689697,rbf,0.00026110693279391214,0.049311635094347196
184,0.8579687098656618,0.11664397936733585,74.1324730498326,rbf,0.00031658779351584977,0.05215999037089184
185,0.8579953068501088,0.11664435972465266,74.13509471254561,rbf,0.000540214147610912,0.04988211159983143
186,0.8465102267952763,0.13118756605317486,71.53226607421016,rbf,0.00010446388054660992,0.046115837499236007
187,0.33435303707488817,0.2061017072372054,12.825132983768277,linear,0.00028019475527168406,0.054208253675112054
188,0.8576785865759513,0.11664061809014549,74.10379684858059,rbf,0.00039006339194897795,0.051058978856422216
189,0.8579829933090727,0.11703131529097655,74.09516780180961,rbf,0.00024013776460110695,0.04783316942781325
190,0.8579906077362489,0.11664429164162929,74.13463160946196,rbf,0.00047864858365154157,0.04968197516890045
191,0.8577588455779553,0.11702676922042315,74.07320763575322,rbf,0.0006280890466235136,0.04824790381632206
192,0.8464226353129277,0.1311786038974824,71.52440314154454,rbf,0.0008338388767706109,0.04551977159109025
193,0.8580722783351341,0.11664552881132968,74.14267495238043,rbf,0.0005879912770618333,0.049252972577263306
194,0.8580390086090061,0.1166450110285479,74.13939975804583,rbf,0.00035114526750533285,0.05250825261983236
195,0.8577409908080108,0.11664121926219308,74.10997715458177,rbf,0.0005751766655153158,0.05305010026834794
196,0.8581829894576734,0.1166473884657037,74.15356009919697,rbf,0.0003464316439893643,0.05179247480624836
197,0.8580810186869136,0.11664566798647669,74.14353507004368,rbf,0.0003778901033856334,0.05618601526120461
198,0.8576929658643625,0.11664075069305804,74.10522151713045,rbf,0.000354953922500423,0.056893059798571184
199,0.8425600602594406,0.19955392323195711,64.30061370274835,poly,0.00022200340912288056,0.05820946926013101
200,0.8580562073657333,0.11664527632662189,74.14109310391113,rbf,0.0003343670874499913,0.05510971778585745
201,0.8575547179346041,0.11663962260841367,74.09150953261904,rbf,0.0004864038483555035,0.055709226868527625
202,0.8576423094169527,0.11664029930383034,74.10020101131224,rbf,0.00041735933067924263,0.05984373590114467
203,0.8585605162651783,0.1166553097709243,74.1905206494254,rbf,0.00018718112529726168,0.052170440900405124
204,0.8587277107363137,0.11665959837769047,74.20681123586232,rbf,0.0001599583589738022,0.05450173417442311
205,0.8583797883461263,0.116651212886325,74.17285754598014,rbf,0.000227863635193692,0.05487887096586367
206,0.8593026943082115,0.1166780032138597,74.26246910943519,rbf,0.00017495180857861244,0.05505671328579821
207,0.8579582778328927,0.11664383349259934,74.13144443402933,rbf,0.00018421324972934814,0.056591946977130894
208,0.856375146373491,0.11664332440938663,73.97318219641043,rbf,0.00010443769125192024,0.05898902231072687
209,0.8583188878305018,0.11664995846170158,74.16689293688002,rbf,0.0002479631755778229,0.054769019487065175
210,0.8574589499941393,0.11663903329023428,74.08199167039051,rbf,0.00024692156798363066,0.06150853122547095
211,0.8587452854221497,0.11666007700166581,74.20852084204839,rbf,0.00015597949512748582,0.054857209454401756
212,0.858936257409416,0.11666561912582456,74.22706382835915,rbf,0.000160302050258006,0.05416749709244935
213,0.8569644152515229,0.11663849291798693,74.0325922333536,rbf,0.00018694367715650854,0.05755655255798098
214,0.8583203915469371,0.1166499886696368,74.16704028773002,rbf,0.00017585214752725988,0.05427105086135664
215,0.8590477203901731,0.11666914266787408,74.2378577722299,rbf,0.0001663312786702376,0.05465590398471708
216,0.8584939768129219,0.11665373628504963,74.18402405278724,rbf,0.0001755632954314285,0.05419475545869615
217,0.8589688692596038,0.11666662801385373,74.230224124575,rbf,0.00016146092881128373,0.055328584108651054
218,0.8589349416575353,0.11666557880386005,74.22693628536751,rbf,0.0001013496214636983,0.05525805545474903
219,0.24636672472040036,0.15893312194821294,8.743360277218743,sigmoid,0.00012037782191449297,0.05932802518175245
220,0.8592021332716095,0.11667437563081501,74.25277576407944,rbf,0.00020911159121815323,0.05480841395803887
221,0.8587191583490886,0.1166593673791044,74.20597909699842,rbf,0.0001830808921518059,0.054503089655768104
222,0.8593601174795795,0.11668015236554434,74.26799651140352,rbf,0.0001912462114354648,0.055184528619728564
223,0.8591366276244025,0.11667210579408378,74.24645218303186,rbf,0.00010273310763295473,0.054358051153695346
224,0.8590826817972909,0.11667029171541655,74.24123900818743,rbf,0.00018959622788453364,0.0547440207147129
225,0.8585577907791394,0.11665524382972481,74.19025469494146,rbf,0.00021419855977534137,0.05494193424841302
226,0.8567953411348436,0.11663927010840036,74.01560710264432,rbf,0.00017934260009608627,0.05726235002850614
227,0.8592889728957406,0.11667749802944075,74.26114748662998,rbf,0.00020056920642940604,0.054963637923734765
228,0.8591361577130164,0.11667208977674566,74.24640679362707,rbf,0.00011709296092116479,0.05434014781075623
229,0.8578950277603384,0.11664298899535486,74.12520387649836,rbf,0.00010230656858754202,0.06293288642437095
230,0.8575003961783837,0.1166392690315919,74.08611271467917,rbf,0.00020546352037254006,0.06021852097332802
231,0.8584044117027521,0.11665173812545063,74.17526735773015,rbf,0.00026445852650758625,0.05484567128249484
232,0.8586783700407846,0.11665828293868984,74.20200871020948,rbf,0.0002126800693788328,0.05489350326653042
233,0.8577648623064191,0.1166414668847273,74.11233954216918,rbf,0.00023405142545093277,0.05493214926339232
234,0.8592874691793054,0.11667744286285026,74.26100263164552,rbf,0.00017137482961334454,0.05496807575055757
235,0.8591058954197587,0.11667106622689954,74.24348291928591,rbf,0.00010370232656441329,0.05480626601909607
236,0.8583041326129818,0.1166496641025427,74.16544685104391,rbf,0.00010061404159202176,0.05711287383127227
237,0.42564939673945873,0.28881416261096243,13.68352341284963,linear,0.0001831865826117075,0.05464344506215612
238,0.8582444538669609,0.11664851161533024,74.15959422516308,rbf,0.00027683344710440193,0.056707405495027084
239,0.856929829773514,0.1166386120206631,74.02912177528509,rbf,0.00017143506171024195,0.05862424177131098
240,0.8590528894154189,0.11666931123469908,74.23835781807199,rbf,0.00011848097054373069,0.05453196364641229
241,0.8591357817839077,0.11667207696559896,74.24637048183087,rbf,0.00010057258443377976,0.05426250513251643
242,0.8579186173119152,0.1166432959363407,74.12753213755745,rbf,0.00027977377238817564,0.05607752997872451
243,0.8590496000357172,0.11666920391193468,74.23803961237824,rbf,0.00010281228539199899,0.0546234813161493
244,0.8589283628981316,0.11666537763899991,74.22629852591317,rbf,0.00010119454120731309,0.05371850934139262
245,0.8590997865717408,0.11667086151298635,74.24289250587545,rbf,0.00010104492694420412,0.05326864692941
246,0.8572064196153081,0.11663823339747591,74.05681862178322,rbf,0.00010254318825384899,0.058048467074583526
247,0.8590994106426321,0.11667084893609017,74.24285617065419,rbf,0.00010291262390911576,0.05330342376195273
248,0.8592407599875379,0.11667574853887974,74.25650114486582,rbf,0.00012141803501561676,0.053074903983555216
249,0.8588476321220183,0.1166629694487571,74.21846626732612,rbf,0.00010227362997019808,0.053402844133518854
250,0.845982549903927,0.19479871307148108,65.11838368324459,poly,0.00010505950829899381,0.053285314378310016
251,0.857647666406753,0.11664034495846479,74.10073214482883,rbf,0.00010237833648569131,0.05755555078223723
252,0.8577869481415606,0.11664170468576227,74.11452434557984,rbf,0.0003103634584949677,0.05306766072722344
253,0.8573405323248697,0.11663852204332464,74.07020102815451,rbf,0.00010043087102288762,0.05651606145492213
254,0.8576554669357606,0.11664041231792004,74.10150546178406,rbf,0.00030045234889859376,0.06009012011542453
255,0.8584742405347102,0.11665328416583298,74.18209563688772,rbf,0.0001009339476421843,0.05339846193201926
256,0.8576146786274567,0.11664007163620134,74.09746069912553,rbf,0.0002786544036609107,0.05710101227795755
257,0.858495950440743,0.11665378186417784,74.18421685765651,rbf,0.0001817935661479132,0.053175646624032354
258,0.8587918066493628,0.1166613694976295,74.21304371517333,rbf,0.0001005493242320745,0.05617180320154672
259,0.17101470161265564,0.059824320466526686,11.119038114612895,sigmoid,0.00010005303414943554,0.05935339404961527
260,0.8580924845247315,0.11664585254626424,74.14466319784673,rbf,0.00030939154854569845,0.05713144855613062
261,0.8590741294100658,0.11667000869636265,74.24041207137032,rbf,0.00021821833797278046,0.05626255147720997
262,0.8580042351664426,0.11664449012537165,74.1359745041071,rbf,0.0002924331403251414,0.05672414815115919
263,0.8580636319656318,0.11664539242132141,74.14182395443105,rbf,0.0002252796426915701,0.055956038192566546
264,0.8582513145731965,0.11664864100006503,74.16026735731315,rbf,0.00010227566309030852,0.061438574518532005
265,0.8579359100509197,0.11664352700527661,74.12923830456431,rbf,0.0003712245025269038,0.05267065937895821
266,0.32879858435987047,0.19962994926267275,12.916863509719773,linear,0.00022518880666630675,0.05304067306431001
267,0.8577442801877128,0.11664125280300691,74.1103027384706,rbf,0.0003165523439822756,0.055926798195182245
268,0.8576963492263417,0.11664078240895696,74.10555668173848,rbf,0.00018861774227975847,0.05976590408025127
269,0.8581434229189729,0.11664669972356073,74.14967231954121,rbf,0.00010346755003600195,0.05847715245936014
270,0.8588492298207306,0.11666301602469092,74.21862137960397,rbf,0.00025866600806671055,0.05216804506085149
271,0.8577616669089944,0.11664143317201156,74.11202337369828,rbf,0.0003678638032910095,0.052581305990530874
272,0.8581110930156169,0.11664615687484074,74.14649361407763,rbf,0.00028490475204995865,0.05161894638775187
273,0.854439300179787,0.13295317915635885,72.14861210234281,rbf,0.00023024763995316627,0.02115756629349853
