params,fold_scores,mean_test_f1_score,std_test_f1_score,mean_test_specificity,std_test_specificity,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_roc_auc,std_test_roc_auc,mean_test_pr_auc,std_test_pr_auc,mean_fit_time,std_fit_time,mean_score_time,std_score_time,roc_auc_adjusted
"{'n_estimators': 251.7012939453125, 'contamination': 0.0007844786741770804, 'max_samples': 0.8781124353408813, 'max_features': 0.3157523572444916}","{'f1_score': [0.11483253588516747, 0.2981246218995765, 0.8651722432833361], 'precision': [0.06091370558375635, 0.17517417887103653, 0.7696480938416422], 'recall': [1.0, 1.0, 0.987768159578472], 'roc_auc': [0.6711690756203958, 0.626244890142705, 0.9813815663973684], 'pr_auc': [0.0982758058915873, 0.17453875433866517, 0.9917189785578635], 'specificity': [0.09616868089483158, 0.1715224221650957, 0.461986301369863], 'fit_time': [1.2507460117340088, 2.9303903579711914, 3.227297782897949], 'score_time': [0.39975929260253906, 0.3853621482849121, 0.4078211784362793]}",0.42604313368936,0.3194002487668381,0.24322580147659675,0.15771633569168897,0.3352453260988117,0.3106908296103293,0.9959227198594908,0.005766144872302792,0.7595985107201564,0.15789308291657253,0.4215111795960387,0.40439807930975397,2.4694780508677163,0.8702564151453347,0.39764753977457684,0.00928965854556596,0.6017054278035838
"{'n_estimators': 255.99996948242188, 'contamination': 0.0009919817093759775, 'max_samples': 0.8448532819747925, 'max_features': 0.9995879530906677}","{'f1_score': [0.11205307777368227, 0.2981246218995765, 0.8662925057774843], 'precision': [0.05935181569699336, 0.17517417887103653, 0.7715377830049985], 'recall': [1.0, 1.0, 0.9875799774181407], 'roc_auc': [0.7047292069850635, 0.6188081234675066, 0.9813965178566826], 'pr_auc': [0.12714105228035621, 0.17312516170601733, 0.991755259078325], 'specificity': [0.07084083311905374, 0.1715224221650957, 0.4678082191780822], 'fit_time': [1.0031824111938477, 2.1672184467315674, 3.0552964210510254], 'score_time': [0.2997398376464844, 0.28492021560668945, 0.3792915344238281]}",0.425490068483581,0.32081744178118166,0.23672382482074386,0.1684917279469676,0.3353545925243428,0.3120315547037062,0.9958599924727136,0.005854854793415156,0.7683112827697509,0.15470314844296149,0.43067382435489954,0.3971883825704464,2.07523242632548,0.8402932219670457,0.321317195892334,0.04143809234246358,0.6136081343267894
"{'n_estimators': 240.24081420898438, 'contamination': 0.0009624389931559563, 'max_samples': 0.6275522708892822, 'max_features': 0.40034154057502747}","{'f1_score': [0.1260935981113734, 0.29816069699903197, 0.8622398414271556], 'precision': [0.06730911786508526, 0.1751990898748578, 0.7683249926405652], 'recall': [0.9956140350877193, 1.0, 0.9823108769288671], 'roc_auc': [0.7244964993481389, 0.6420755943570853, 0.9790929619872037], 'pr_auc': [0.13894880693875994, 0.18377197988815014, 0.9908867744043245], 'specificity': [0.1911802519928002, 0.17166523850328477, 0.46095890410958906], 'fit_time': [0.8904314041137695, 2.221445083618164, 2.1114487648010254], 'score_time': [0.24161720275878906, 0.32329440116882324, 0.32610201835632324]}",0.4288313788458537,0.3144136799480579,0.274601464868558,0.13201522717280237,0.3369444001268361,0.30819579622180593,0.9926416373388621,0.007521198044614964,0.781888351897476,0.14344695901358392,0.43786918707707817,0.39147040597236216,1.7411084175109863,0.6031933539532947,0.29700454076131183,0.039181531251531974,0.638441392883892
"{'n_estimators': 255.52732849121094, 'contamination': 0.0005530655616894364, 'max_samples': 0.9849691390991211, 'max_features': 0.9999904632568359}","{'f1_score': [0.11352295409181637, 0.2981246218995765, 0.8806770571476454], 'precision': [0.06018518518518518, 0.17517417887103653, 0.7938066465256798], 'recall': [0.9978070175438597, 1.0, 0.9888972525404591], 'roc_auc': [0.671973751877766, 0.6225684127355078, 0.9836269275782245], 'pr_auc': [0.11528111878566548, 0.17131718947734415, 0.9925349642851781], 'specificity': [0.08652609925430702, 0.1715224221650957, 0.5325342465753424], 'fit_time': [1.6601526737213135, 2.117842435836792, 2.789604425430298], 'score_time': [0.33014798164367676, 0.3858070373535156, 0.3897132873535156]}",0.43077487771301276,0.3269336550783925,0.2635275893315817,0.19335551015023317,0.3430553368606339,0.3221678388053726,0.9955680900281063,0.004801204543527501,0.759389697397166,0.1598373619931525,0.42637775751606255,0.4009866975242412,2.1891998449961343,0.46384927490229244,0.36855610211690265,0.02720542208188166,0.5995523354040135
"{'n_estimators': 256.0, 'contamination': 0.00046765932347625494, 'max_samples': 0.8736242055892944, 'max_features': 0.30000028014183044}","{'f1_score': [0.11300136595057743, 0.2981246218995765, 0.8824574765168824], 'precision': [0.0598920626563117, 0.17517417887103653, 0.8017837920959557], 'recall': [0.9978070175438597, 1.0, 0.9811817839668799], 'roc_auc': [0.6567785093358234, 0.6299886025143095, 0.9837370012528291], 'pr_auc': [0.09352171459345303, 0.17798753084384739, 0.9926843676006611], 'specificity': [0.08176909231164824, 0.1715224221650957, 0.5585616438356165], 'fit_time': [1.28173828125, 1.839461326599121, 2.9138522148132324], 'score_time': [0.2713348865509033, 0.4315164089202881, 0.34151315689086914]}",0.43119448812234545,0.3279190636873329,0.27061771943745344,0.20687789112309174,0.3456166778744347,0.32597425118417866,0.9929962671702466,0.008401936405186943,0.756834704367654,0.1608164875993803,0.42139787101265386,0.40542966049740436,2.011683940887451,0.6773450350139344,0.34812148412068683,0.06556057005408912,0.5960182167682737
"{'n_estimators': 5.336639881134033, 'contamination': 0.00042795742047019303, 'max_samples': 0.3269224166870117, 'max_features': 0.30000004172325134}","{'f1_score': [0.0, 0.0, 0.7313521899988066], 'precision': [0.0, 0.0, 0.999673735725938], 'recall': [0.0, 0.0, 0.5765901392547986], 'roc_auc': [0.2623690075020413, 0.662902493999859, 0.8282673127587505], 'pr_auc': [0.035131001285707605, 0.21278516089379185, 0.9227091769523798], 'specificity': [0.978400617125225, 1.0, 0.9996575342465753], 'fit_time': [0.048868656158447266, 0.06384539604187012, 0.059834957122802734], 'score_time': [0.021941184997558594, 0.0169522762298584, 0.012963533401489258]}",0.24378406333293554,0.344762728655859,0.9926860504572668,0.010102294287643287,0.3332245785753127,0.47125071833726623,0.19219671308493289,0.27180719828824257,0.5845129380868835,0.23758354997807832,0.3902084463772931,0.38345623057811473,0.05751633644104004,0.006330228315174236,0.017285664876302082,0.0036726845800934896,0.34692938810880525
"{'n_estimators': 5.013614177703857, 'contamination': 0.00011261614417890087, 'max_samples': 0.36939263343811035, 'max_features': 0.30000001192092896}","{'f1_score': [0.0, 0.0, 0.718282682103232], 'precision': [0.0, 0.0, 1.0], 'recall': [0.0, 0.0, 0.5604064734663154], 'roc_auc': [0.3035913259621153, 0.5879886590844174, 0.8803760485355303], 'pr_auc': [0.03713738397787657, 0.16706610993969084, 0.9449965942673015], 'specificity': [0.9970429416302391, 1.0, 1.0], 'fit_time': [0.03789687156677246, 0.06582331657409668, 0.057845115661621094], 'score_time': [0.01928567886352539, 0.016956567764282227, 0.01894998550415039]}",0.23942756070107732,0.338601703549371,0.9990143138767463,0.0013939706837482468,0.3333333333333333,0.4714045207910317,0.18680215782210516,0.2641781450725804,0.590652011194021,0.2354789079470001,0.38306669606162297,0.40086928570345576,0.05385510126749674,0.011744835569610033,0.018397410710652668,0.0010280057733175146,0.3551731032470209
"{'n_estimators': 255.9871063232422, 'contamination': 0.0009406487224623561, 'max_samples': 0.45484912395477295, 'max_features': 0.9999670386314392}","{'f1_score': [0.13278008298755187, 0.2988589463462005, 0.857593622851449], 'precision': [0.0712015257469803, 0.17570653725378246, 0.7674245801753604], 'recall': [0.9824561403508771, 0.9991883116883117, 0.9717726759503199], 'roc_auc': [0.714440019758834, 0.6259424487252251, 0.9739185970375488], 'pr_auc': [0.10999446804549788, 0.17747018717701557, 0.9891076221901627], 'specificity': [0.24865003857032655, 0.175235646958012, 0.464041095890411], 'fit_time': [1.22821044921875, 1.4887614250183105, 2.39575457572937], 'score_time': [0.29048633575439453, 0.2610750198364258, 0.28795909881591797]}",0.4297442173950672,0.3100396560932808,0.2959755938062498,0.12256135325365945,0.33811088105870774,0.3065539795255501,0.984472375996503,0.01128282397758002,0.7714336885072027,0.1476664228514597,0.42552409247089207,0.39946467461358237,1.7042421499888103,0.5004090186788676,0.2798401514689128,0.013309003356731179,0.623767265655743
"{'n_estimators': 5.000044822692871, 'contamination': 0.0001922284282045439, 'max_samples': 0.7683437466621399, 'max_features': 1.0}","{'f1_score': [0.0, 0.0, 0.7126074845585564], 'precision': [0.0, 0.0, 0.9996602106693849], 'recall': [0.0, 0.0, 0.5536319156943922], 'roc_auc': [0.3182002600677575, 0.4953909852287102, 0.8487615422688066], 'pr_auc': [0.0380852776721882, 0.14204421365700765, 0.9321797632850127], 'specificity': [0.9921573669323733, 0.9994287346472437, 0.9996575342465753], 'fit_time': [0.033418893814086914, 0.07480001449584961, 0.09186720848083496], 'score_time': [0.014967203140258789, 0.018949270248413086, 0.014960050582885742]}",0.23753582818618546,0.33592638977042877,0.9970812119420641,0.0034829369382516073,0.33322007022312833,0.4712443425644632,0.18454397189813074,0.26098458791253576,0.5541175958550915,0.22054542939335992,0.3707697515380695,0.39923908130346414,0.0666953722635905,0.02453997135464896,0.01629217465718587,0.0018788525798934777,0.33357216646173155
"{'n_estimators': 8.879243850708008, 'contamination': 0.000912094721570611, 'max_samples': 0.5337047576904297, 'max_features': 0.30000001192092896}","{'f1_score': [0.006683375104427736, 0.12236503856041131, 0.9141179812517753], 'precision': [0.005398110661268556, 0.16690042075736325, 0.9199542595769011], 'recall': [0.008771929824561403, 0.09659090909090909, 0.9083552879187053], 'roc_auc': [0.23528040176295714, 0.6139253000997859, 0.9406016544563082], 'pr_auc': [0.03384106638943752, 0.1840880250898323, 0.973588261647022], 'specificity': [0.9052455644124454, 0.9151670951156813, 0.8561643835616438], 'fit_time': [0.04697251319885254, 0.07197999954223633, 0.08509540557861328], 'score_time': [0.01765727996826172, 0.01497030258178711, 0.014959573745727539]}",0.34772213163887145,0.40327720462813854,0.8921923476965902,0.02579560482789718,0.3640842636651776,0.3985509907216126,0.33790604227805865,0.40495868074725266,0.5966024521063504,0.2882066135861357,0.39717245104209725,0.41217708749693077,0.06801597277323405,0.015813999325886962,0.015862385431925457,0.0012691896560162903,0.30839583852021474
"{'n_estimators': 255.9999542236328, 'contamination': 0.00033411578624509275, 'max_samples': 0.8760853409767151, 'max_features': 0.3022814691066742}","{'f1_score': [0.11779968863518422, 0.297954737988624, 0.8845826959034506], 'precision': [0.0626034197462769, 0.17508178068553548, 0.8065716057036578], 'recall': [0.9956140350877193, 0.9991883116883117, 0.979299962363568], 'roc_auc': [0.6263025943619656, 0.6311870077936916, 0.9827754033027258], 'pr_auc': [0.0752591033389407, 0.17827082206108108, 0.9922594675714568], 'specificity': [0.1259964001028542, 0.17166523850328477, 0.5726027397260274], 'fit_time': [1.2570302486419678, 1.9121878147125244, 2.9408438205718994], 'score_time': [0.44710397720336914, 0.2177143096923828, 0.2543678283691406]}",0.4334457075090863,0.3273707349728925,0.29008812611072216,0.20063613978188655,0.34808560204515676,0.32743437722486507,0.9913674363798664,0.008656858943632008,0.746755001819461,0.1669035386301204,0.41526313099049283,0.4101596704288157,2.0366872946421304,0.6930281988639498,0.3063953717549642,0.10061495529417427,0.5798514631893406
"{'n_estimators': 238.37355041503906, 'contamination': 0.0008570749778300524, 'max_samples': 0.43943554162979126, 'max_features': 1.0}","{'f1_score': [0.13248745942755974, 0.29871390439213785, 0.8529436049872017], 'precision': [0.07102182853527365, 0.17560627674750356, 0.7598940709136384], 'recall': [0.9846491228070176, 0.9991883116883117, 0.9719608581106511], 'roc_auc': [0.7224433625204693, 0.6311845734242907, 0.9729633147900867], 'pr_auc': [0.13221405711866346, 0.18170394824440222, 0.9888371065745071], 'specificity': [0.24492157366932374, 0.17466438160525563, 0.4410958904109589], 'fit_time': [0.6215181350708008, 1.2760226726531982, 1.5258381366729736], 'score_time': [0.18285465240478516, 0.16761374473571777, 0.2054123878479004]}",0.4280483229356331,0.308014943667405,0.2868939485618461,0.11274661092233834,0.33550739206547187,0.303108909568598,0.9852660975353268,0.011124119454064494,0.7755304169116156,0.14449187640450775,0.43425170397919094,0.392671227118197,1.141126314798991,0.38131040447924336,0.18529359499613443,0.015527302534642237,0.6310385405071078
"{'n_estimators': 255.9993438720703, 'contamination': 0.0002154082467313856, 'max_samples': 0.5715832710266113, 'max_features': 0.3000001907348633}","{'f1_score': [0.125862311699282, 0.29855810008481765, 0.8952263952263952], 'precision': [0.0672483827290507, 0.17547357926221335, 0.8387043735613285], 'recall': [0.9802631578947368, 1.0, 0.9599171998494542], 'roc_auc': [0.6581315721806444, 0.6283511992862892, 0.9753645062667238], 'pr_auc': [0.08893500225773984, 0.17598660634688856, 0.9895940252090402], 'specificity': [0.20287991771663666, 0.17323621822336474, 0.6640410958904109], 'fit_time': [0.7313263416290283, 1.1710097789764404, 1.7267627716064453], 'score_time': [0.2680482864379883, 0.18010616302490234, 0.2778327465057373]}",0.4398822690034983,0.3296054851847337,0.3467190772768041,0.2247066752497168,0.36047544518419755,0.34103309149671945,0.9800601192480637,0.01636436444424653,0.7539490925778859,0.15703567899616772,0.41817187793788957,0.40561636081203867,1.2096996307373047,0.4073050453926839,0.24199573198954263,0.04394445717551547,0.5969134135817182
"{'n_estimators': 253.892333984375, 'contamination': 0.00022587500279769301, 'max_samples': 0.8978548645973206, 'max_features': 0.3099883198738098}","{'f1_score': [0.11755567063697565, 0.2981246218995765, 0.8851842352740019], 'precision': [0.06246560264171712, 0.17517417887103653, 0.8110606297979007], 'recall': [0.9956140350877193, 1.0, 0.9742190440346256], 'roc_auc': [0.6784159550328637, 0.637074240384009, 0.9812722660741078], 'pr_auc': [0.09442580057596292, 0.1801500614263621, 0.9917556665720602], 'specificity': [0.12393931601954229, 0.1715224221650957, 0.586986301369863], 'fit_time': [0.95448899269104, 1.7256553173065186, 2.1780197620391846], 'score_time': [0.2746567726135254, 0.19898605346679688, 0.2765014171600342]}",0.4336215092701847,0.3277020579500204,0.294149346518167,0.20797619990874824,0.34956680377021815,0.3295534548295737,0.9899443597074482,0.011262721305569165,0.7655874871636601,0.15344320824062418,0.42211050952479506,0.40431742145261673,1.6193880240122478,0.5051246968841678,0.25004808108011883,0.0361141585933964,0.6121442789230359
"{'n_estimators': 256.0, 'contamination': 0.0009626386454328895, 'max_samples': 0.9993526339530945, 'max_features': 0.9999402761459351}","{'f1_score': [0.1089735930218664, 0.2981246218995765, 0.8729016786570744], 'precision': [0.057626690256539874, 0.17517417887103653, 0.7785809116388848], 'recall': [1.0, 1.0, 0.9932254422280767], 'roc_auc': [0.5862788318829989, 0.6270360601980141, 0.983876204494718], 'pr_auc': [0.07230625256182617, 0.17378923205336183, 0.9926989116510945], 'specificity': [0.0412702494214451, 0.1715224221650957, 0.48595890410958903], 'fit_time': [0.8209347724914551, 1.5514979362487793, 2.177077531814575], 'score_time': [0.2120354175567627, 0.20260953903198242, 0.29772329330444336]}",0.4266666311928391,0.3248474679193609,0.23291719189870994,0.18666188365610956,0.33712726025548706,0.31582204668631,0.9977418140760256,0.0031935571600446443,0.7323970321919103,0.17859939994591154,0.41293146542209413,0.41204564274830235,1.5165034135182698,0.5541956684433057,0.2374560832977295,0.042788738767624304,0.5537976322459988
"{'n_estimators': 5.015088081359863, 'contamination': 0.0006961424951441586, 'max_samples': 0.48724281787872314, 'max_features': 0.30000215768814087}","{'f1_score': [0.0, 0.0, 0.7419507575757576], 'precision': [0.0, 0.0, 1.0], 'recall': [0.0, 0.0, 0.5897628904779827], 'roc_auc': [0.4457066264272149, 0.6124853126379476, 0.9089484806223933], 'pr_auc': [0.048320954698095636, 0.17813316509124716, 0.9577002293435606], 'specificity': [0.9748007199794292, 0.9995715509854327, 1.0], 'fit_time': [0.027283668518066406, 0.04145526885986328, 0.050864219665527344], 'score_time': [0.015979766845703125, 0.012963294982910156, 0.009973764419555664]}",0.2473169191919192,0.3497589413255429,0.9914574236549539,0.011779366851694575,0.3333333333333333,0.4714045207910317,0.19658763015932756,0.27801689276610714,0.6557134732291853,0.191572021740516,0.3947181163776345,0.40160050392686925,0.03986771901448568,0.00969194971744331,0.012972275416056315,0.002451948445876859,0.46414145148866925
"{'n_estimators': 255.98106384277344, 'contamination': 0.00022000278113409877, 'max_samples': 0.8306260108947754, 'max_features': 0.30051010847091675}","{'f1_score': [0.1192468619246862, 0.2984242424242424, 0.9039538138558433], 'precision': [0.06340378197997776, 0.17540609860359077, 0.8445570447858778], 'recall': [1.0, 0.9991883116883117, 0.9723372224313135], 'roc_auc': [0.7126538865806842, 0.6309313990065919, 0.9824563958733973], 'pr_auc': [0.12846634382417838, 0.18037355613912728, 0.99227485220293], 'specificity': [0.13396760092568782, 0.17352185089974292, 0.6743150684931507], 'fit_time': [0.7256691455841064, 2.1712541580200195, 2.159126043319702], 'score_time': [0.3590695858001709, 0.24522185325622559, 0.34740543365478516]}",0.44054163940159063,0.3357471925869073,0.32726817343952713,0.2459299293125627,0.3611223084564821,0.3448845100896514,0.9905085113732084,0.012853313861574294,0.7753472271535577,0.1502005261191221,0.4337049173887452,0.39553665547061445,1.6853497823079426,0.6786147489155374,0.31723229090372723,0.05114124531762477,0.6251467010344356
"{'n_estimators': 255.99949645996094, 'contamination': 0.0004774571571033448, 'max_samples': 0.6937726736068726, 'max_features': 0.3000049889087677}","{'f1_score': [0.11801242236024845, 0.2983050847457627, 0.8702711750920656], 'precision': [0.0627062706270627, 0.1752988047808765, 0.7836900813988544], 'recall': [1.0, 1.0, 0.9783590515619119], 'roc_auc': [0.6886241220175664, 0.6198623213404704, 0.9788752635839164], 'pr_auc': [0.1000026860872418, 0.17869819869074677, 0.9907926526038873], 'specificity': [0.12368218050912831, 0.17223650385604114, 0.5085616438356164], 'fit_time': [1.1698837280273438, 1.8879008293151855, 1.8043992519378662], 'score_time': [0.4452066421508789, 0.19572687149047852, 0.24210500717163086]}",0.42886289406602557,0.32068397106423113,0.26816010940026197,0.17114137216167968,0.3405650522689312,0.3166902937864699,0.9927863505206372,0.010201640927920327,0.7624539023139844,0.15558641868435902,0.4231645124606253,0.40265744335837633,1.6207279364267986,0.32061243845867177,0.2943461736043294,0.10834172355677252,0.6068674836296253
"{'n_estimators': 255.0423583984375, 'contamination': 0.0008983851294033229, 'max_samples': 0.30830588936805725, 'max_features': 1.0}","{'f1_score': [0.16034359341445956, 0.3069060084766891, 0.8600252206809584], 'precision': [0.08729540140296181, 0.1812960235640648, 0.7772375018994074], 'recall': [0.9824561403508771, 0.9991883116883117, 0.9625517500940911], 'roc_auc': [0.8606999386483696, 0.6166520836347315, 0.9670183696722536], 'pr_auc': [0.2911319775017526, 0.17878461509689947, 0.9870082072237508], 'specificity': [0.39778863461043973, 0.20608397600685519, 0.49794520547945204], 'fit_time': [0.6964011192321777, 1.075073003768921, 1.9018197059631348], 'score_time': [0.1911025047302246, 0.26608800888061523, 0.30118441581726074]}",0.442424940857369,0.30128904245897986,0.3672726053655823,0.12108995374780604,0.34860964228881136,0.30550549451408043,0.9813987340444267,0.01497549091982119,0.8147901306517848,0.14667405235338243,0.48564159994080097,0.357474324144307,1.2244312763214111,0.5033152838887454,0.2527916431427002,0.045913700159617085,0.6681160782984024
"{'n_estimators': 252.4688720703125, 'contamination': 0.0008762520155869424, 'max_samples': 0.7392047047615051, 'max_features': 0.9999882578849792}","{'f1_score': [0.11537001897533207, 0.2981246218995765, 0.8776722090261283], 'precision': [0.06121627064035441, 0.17517417887103653, 0.7990423231387087], 'recall': [1.0, 1.0, 0.9734663153933008], 'roc_auc': [0.7100444686542791, 0.6379055195732575, 0.9806367001613727], 'pr_auc': [0.14363392846333234, 0.1826776164756801, 0.9915080755224842], 'specificity': [0.10092568783749035, 0.1715224221650957, 0.5544520547945205], 'fit_time': [1.8309557437896729, 1.653008222579956, 2.156903028488159], 'score_time': [0.3518030643463135, 0.1964561939239502, 0.31426000595092773]}",0.4303889499670123,0.32495799379653956,0.2756333882657022,0.19925002940712777,0.3451442575500332,0.3243086921138915,0.9911554384644337,0.012508098876841433,0.776195562796303,0.14753110627699503,0.4392732068204989,0.39081420568783976,1.8802889982859294,0.20865093873853965,0.2875064214070638,0.0661814588937863,0.6286644565193079
"{'n_estimators': 5.312896728515625, 'contamination': 0.0007320561562664807, 'max_samples': 0.5425044298171997, 'max_features': 1.0}","{'f1_score': [0.0, 0.0, 0.7416528534217381], 'precision': [0.0, 0.0, 1.0], 'recall': [0.0, 0.0, 0.5893865261573202], 'roc_auc': [0.3252755748332003, 0.6279317922152112, 0.8733782500090225], 'pr_auc': [0.03839298663457355, 0.1836104527279271, 0.9433736379068309], 'specificity': [0.9845718693751607, 0.99842902027992, 1.0], 'fit_time': [0.01980423927307129, 0.05423331260681152, 0.06965184211730957], 'score_time': [0.011967897415161133, 0.014470100402832031, 0.01795196533203125]}",0.24721761780724605,0.34961850796057575,0.9943336298850269,0.0069323382543560646,0.3333333333333333,0.4714045207910317,0.1964621753857734,0.2778394729238824,0.608861872352478,0.2241679162538676,0.3884590257564438,0.39683724472227866,0.0478964646657308,0.020837667954940197,0.01479665438334147,0.0024538738537352844,0.38469395609861046
"{'n_estimators': 252.32479858398438, 'contamination': 0.00094658910529688, 'max_samples': 0.8052690625190735, 'max_features': 0.3102504014968872}","{'f1_score': [0.1085326669046769, 0.2981246218995765, 0.8500081606006202], 'precision': [0.05738014345035863, 0.17517417887103653, 0.7504322766570605], 'recall': [1.0, 1.0, 0.9800526910048928], 'roc_auc': [0.6064924460804879, 0.6380898361136149, 0.9761291574079325], 'pr_auc': [0.07048837206659317, 0.18156920946382366, 0.9898419161232248], 'specificity': [0.0368989457444073, 0.1715224221650957, 0.40684931506849314], 'fit_time': [0.7901411056518555, 2.1541502475738525, 2.382784366607666], 'score_time': [0.28766727447509766, 0.198744535446167, 0.3077735900878906]}",0.4188884831349579,0.31452017378144925,0.20509022765933205,0.152885397417,0.32766219965948523,0.30278679209258097,0.993350897001631,0.009403251637909152,0.7402371465340117,0.16729889292288186,0.4139664992178805,0.4097227598886395,1.7756919066111247,0.7031126870567215,0.26472846666971844,0.047374222010611665,0.5729382536111298
"{'n_estimators': 255.99996948242188, 'contamination': 0.00037672300823032856, 'max_samples': 0.6413830518722534, 'max_features': 0.9999985694885254}","{'f1_score': [0.12731122088920255, 0.29813514168079436, 0.9131667552720184], 'precision': [0.06803439432795294, 0.17520637631653857, 0.8628600133958473], 'recall': [0.9890350877192983, 0.9991883116883117, 0.9697026721866767], 'roc_auc': [0.7014552403765908, 0.6334588540565403, 0.9836106227540587], 'pr_auc': [0.12148260289561003, 0.17869902981506847, 0.9926924932059705], 'specificity': [0.20570840833119053, 0.17237932019423022, 0.7195205479452055], 'fit_time': [1.1493637561798096, 1.4203600883483887, 2.112144947052002], 'score_time': [0.2310030460357666, 0.26178860664367676, 0.24641966819763184]}",0.4462043726140051,0.3374765207555331,0.3658694254902087,0.2504390069980708,0.3687002613467796,0.3521522907680118,0.9859753571980955,0.012230350154482594,0.7728415723957299,0.1515994098050521,0.4309580419722163,0.39789246885268104,1.5606229305267334,0.40537402814872064,0.24640377362569174,0.0125681575144991,0.6212421625906779
