trial,roc_auc_mean,roc_auc_std,value,kernel,nu,gamma
0,0.3127924949576113,0.1554000681385219,15.73924268190894,sigmoid,0.00409268829625371,0.06668588809390044
1,0.11567374077382216,0.13152517311258594,-1.585143233876378,linear,0.0027872824560858343,0.04100639862595455
2,0.19394513763932833,0.19958601013291216,-0.5640872493583832,linear,0.002059717771469425,0.03651300535482099
3,0.8465197190052733,0.13118854426167745,71.53311747435959,rbf,0.0008899011247178592,0.04343134592691589
4,0.41333646283411823,0.26208199746656713,15.12544653675511,sigmoid,0.0032932008530475233,0.02953247035127182
5,0.8104464039926462,0.163559420519079,64.68869834735672,poly,0.0008673159139706189,0.05757689700164785
6,0.5368253060178504,0.19379655869501342,34.3028747322837,linear,0.002454024372200116,0.05522662685500179
7,0.8469487946261404,0.1313413818800352,71.56074127461052,rbf,0.0008848690372599099,0.03393915474556498
8,0.8562420674689784,0.11664523963203985,73.95968278369385,rbf,0.001925018852330808,0.08505138514032398
9,0.8575616726231168,0.11663967152959039,74.09220010935263,rbf,0.0016133139282502884,0.05720970966792947
10,0.855094956391295,0.13330131272052992,72.1793643670765,rbf,0.0009966799627599552,0.01839378739913076
11,0.8465675559843672,0.13119349483801857,71.53740611463486,rbf,0.0008775136985161671,0.043581570176978064
12,0.23132833931702357,0.09472653436933533,13.660180494768825,sigmoid,0.0015311777100970553,0.04520087579958658
13,0.8061222589452278,0.16896928633973382,63.7152972605494,poly,0.0016015939455240513,0.06121580376518188
14,0.17490659614086734,0.05664525911919283,11.826133702167452,sigmoid,0.0002004106337087885,0.04680217107677572
15,0.20735354995403385,0.08421771162303358,12.313583833100026,sigmoid,0.0016923204933475598,0.06604378791264562
16,0.48508560066492185,0.24564422206390366,23.94413786010182,linear,0.0023989864538741996,0.06116895045179313
17,0.8578883550186575,0.11664290390246644,74.1245451116191,rbf,0.0029210384026511055,0.05171290521064497
18,0.38662387885764765,0.23814825272365645,14.84756261339912,linear,0.00436362126721966,0.04636533640473947
19,0.7982451990306837,0.18034907706560865,61.789612196507505,poly,0.004532194828408855,0.05789756489217017
20,0.20748563274410628,0.08085502677647409,12.66306059676322,sigmoid,0.001832116959342239,0.062097408130742694
21,0.8574503976069142,0.11663898831120682,74.08114092957075,rbf,0.003981765961926,0.05972862898043774
22,0.25833348210769275,0.18999138934494916,6.8342092762743585,linear,0.0018573294185208567,0.05311911273135669
23,0.5287005955512273,0.36120810410606374,16.749249144516355,linear,0.0030972677154521466,0.04802265193585168
24,0.204071868925312,0.08131004502058344,12.276182390472858,sigmoid,0.0014093425082149806,0.05722057637469737
25,0.8465103207775536,0.13118757573171047,71.53227450458431,rbf,0.00371702164558027,0.043708589096057404
26,0.7992183830204646,0.1801890997042922,61.90292833161723,poly,0.004402103558151496,0.051515252015645004
27,0.7978138398376992,0.18072398681460947,61.708985302308974,poly,0.004877205014686974,0.0679868922954975
28,0.8571950477597671,0.11663822310649986,74.05568246532673,rbf,0.002588079703262795,0.06455183918549254
29,0.8020553188571183,0.1797716946858021,62.22836241713162,poly,0.003443455891144266,0.060186460962888516
30,0.6074047817401622,0.1952588319874006,41.214594975276164,linear,0.004852002409228808,0.03480631952642997
31,0.38067567036736777,0.39870640196135626,-1.8030731593988492,linear,0.003910860558750589,0.03890668016660272
32,0.2724998468652276,0.09491998664597277,17.757986021925483,sigmoid,0.0025413206119521796,0.05585078361014048
33,0.8566420560407334,0.11664039835121533,74.0001657689518,rbf,0.004339385558406562,0.07580028321310706
34,0.2937105627556877,0.13475372190110935,15.895684085457834,sigmoid,0.003668331684879057,0.05286909338110019
35,0.3126312324992408,0.15377970927176338,15.885152322747743,sigmoid,0.004195066393998422,0.06774206836947426
36,0.806686679136637,0.1677945539665358,63.88921251701012,poly,0.0015862052354192902,0.06975626084424194
37,0.8577794295593848,0.11664162279328484,74.11378067660999,rbf,0.0012880087266595656,0.05477801529201139
38,0.3219771513000332,0.24002437784242778,8.195277345760541,linear,0.002719289843988933,0.05851527357975381
39,0.31120572098569216,0.15583847749335586,15.53672434923363,sigmoid,0.004124871478943107,0.06557419534812908
40,0.8016733234907717,0.1802142923758792,62.145903111489254,poly,0.003403405262180588,0.08478012907190581
41,0.8008288172213819,0.1796610601778517,62.116775704353024,poly,0.002990957833231898,0.09326521942213599
42,0.34206100946905565,0.1819219425330503,16.013906693600536,sigmoid,0.004232564503355665,0.08319888126233309
43,0.8573753057674329,0.11663864723479393,74.0736658532639,rbf,0.002084798098779027,0.06203567326585916
44,0.8017123854038223,0.18016301092229617,62.154937448152616,poly,0.0034776722679831736,0.09305864632957146
45,0.6629324946920543,0.2542069758540202,40.87255188380341,linear,0.0015908163557236447,0.06131508346366104
46,0.8020577543704389,0.17928497387367465,62.27727804967642,poly,0.002981688245533791,0.057383524235460774
47,0.8553711337061837,0.11666526844651123,73.87058652596724,rbf,0.004295523315731206,0.09785005901675567
48,0.16274920107834714,0.18701851918706458,-2.4269318108717437,linear,0.0014622211422864713,0.0661235237235517
49,0.8561564496144509,0.11664663231817336,73.95098172962776,rbf,0.002061261148039313,0.08434286205245124
50,0.8574793441482913,0.11663914560909826,74.0840198539193,rbf,0.0024048790116956513,0.05743978775666301
51,0.856964979145186,0.11663849114602558,74.03264879991605,rbf,0.003270955180325894,0.06911514481259247
52,0.8011583674556954,0.18015747829550582,62.10008891601895,poly,0.003258834592967827,0.08515837018985924
53,0.8572733349966729,0.11663833886599624,74.06349961306766,rbf,0.0035335351879607507,0.0637061263814661
54,0.8013975180262305,0.17978811438041215,62.16094036458184,poly,0.0029764333725368934,0.08011140102386718
55,0.2681231415998644,0.08664324734854345,18.147989425132096,sigmoid,0.002882226817954064,0.06295728640848199
56,0.27127253530555,0.11093350355672599,16.033903174882404,sigmoid,0.0033692712288499772,0.05785825020107596
57,0.8569684564894424,0.11663848033941142,74.0329976150031,rbf,0.0028882241308244355,0.06851189529637929
58,0.2636917575807341,0.08274527764559193,18.09464799351422,sigmoid,0.0025131685507802735,0.0730708477859633
59,0.26727842594482776,0.0888410256030434,17.843740034178435,sigmoid,0.00288354428255166,0.05884892918467701
60,0.8570418566479342,0.11663830061080638,74.04035560371278,rbf,0.003074909812721353,0.06698741994257514
61,0.8575218241375847,0.11663940246197263,74.0882421675612,rbf,0.0032410718085797248,0.057956415726399105
62,0.20444754950840405,0.07985863639674584,12.458891311165821,sigmoid,0.0012235652415204157,0.058100058395223406
63,0.8013940486792727,0.17946445378108294,62.192959489818975,poly,0.002856655100930333,0.07668422289207105
64,0.26407058710163733,0.08555578441216671,17.85148026894706,sigmoid,0.002935298248417227,0.0660401727690595
65,0.8576607299432836,0.11664045835468942,74.10202715885941,rbf,0.0034039918615102545,0.054762770627416676
66,0.8572072654558028,0.116638234251521,74.05690312042819,rbf,0.002607272869709095,0.0656836158265226
67,0.8077178820271828,0.16487210627995189,64.28457757472309,poly,0.0014177545870395405,0.05711781122368023
68,0.44012346074174746,0.2973250694885671,14.27983912531804,linear,0.00304486130791522,0.0682176720105114
69,0.8070197381916365,0.16833761976709435,63.868211842454215,poly,0.0016625070412892957,0.05276432174529942
70,0.25847331384605937,0.10057238281052733,15.790093103553204,sigmoid,0.00232446504782423,0.055289954010415664
71,0.8575348848800308,0.11721624718069333,74.03186376993375,rbf,0.0034470535626202736,0.047774553163841216
72,0.8577800874353252,0.11664162992018351,74.11384575151416,rbf,0.0036447720793901075,0.053356679689646073
73,0.8012621899462146,0.18043914549715362,62.0823044449061,poly,0.004135051642993408,0.05325191676235193
74,0.7982139051829563,0.18074162022420065,61.747228495875575,poly,0.004631594019368269,0.06128186211543708
75,0.5206404910168346,0.35790333455574147,16.273715646109316,linear,0.003984053468198468,0.05243562707838566
76,0.8578468148521358,0.11664239133807072,74.1204423514065,rbf,0.0026683467695760286,0.05155159205622111
77,0.3584730307380774,0.2298784655279978,12.859456521007962,sigmoid,0.00472002206517604,0.04487274148990872
78,0.3248228979565189,0.18449251984351614,14.033037811300279,sigmoid,0.004152349061931948,0.05125659540651559
79,0.20024780341651507,0.19244374266574793,0.7804060750767144,linear,0.003136087896888152,0.05939096830132346
80,0.5466881443202781,0.3261245595271244,22.056358479315374,linear,0.003975519509060271,0.045071055600971306
81,0.2904429287636659,0.12376338774947956,16.667954101418633,sigmoid,0.003020326587750648,0.045551337814076526
82,0.2726016493646241,0.09423469873827724,17.83669506263469,sigmoid,0.0031048320589131605,0.06493048882402533
83,0.80160142934028,0.1789538512459909,62.26475780942891,poly,0.0032143931807681204,0.0395816473885537
84,0.8575910890758798,0.11663988762548168,74.0951201450398,rbf,0.0032916053160808954,0.05743687596316262
85,0.8024706658319066,0.180202259795013,62.22684060368936,poly,0.003797937157355779,0.04827144792835255
86,0.2898528911882002,0.1344586679730044,15.539422321519577,sigmoid,0.003333705271654405,0.04418799880768565
87,0.8465929311992108,0.13119613496494056,71.53967962342702,rbf,0.0037238571044096776,0.040754140965533196
88,0.8019893306447862,0.1796548981297613,62.233443251502486,poly,0.0034506071495928937,0.05213271780503705
89,0.8028071893115182,0.18009334176475747,62.27138475467607,poly,0.003226406754157582,0.055230632396785335
90,0.8465600374021913,0.13119271445311192,71.53673229490794,rbf,0.0032242668412385796,0.040794065257497264
91,0.30235074709150167,0.15812230324602541,14.422844384547625,sigmoid,0.0037143981575446417,0.048926071486111736
92,0.8482377141010929,0.1316069241180073,71.66307899830856,rbf,0.004243182011600471,0.028606555257813814
93,0.2836939890046987,0.11760158522923518,16.609240377546353,sigmoid,0.0032119054217912744,0.048153380250426356
94,0.3126754022481763,0.17296488226841727,13.971051997975902,sigmoid,0.0038581990045100183,0.04795371575129408
95,0.8031280279800873,0.17903081111279526,62.4097216867292,poly,0.0028736379868431377,0.025796965100354816
96,0.8471070133241226,0.13146682514749003,71.56401881766325,rbf,0.0031911720016351047,0.031910066027531596
97,0.4848069413803698,0.07159824973695303,41.32086916434168,sigmoid,0.004329304159082326,0.010953406866051174
98,0.8025016050817166,0.1795131061586391,62.29884989230775,poly,0.0037622218924539467,0.025813269421118536
99,0.46202742785341283,0.2965274721287394,16.549995572467342,linear,0.004723396009659067,0.033763361615942025
100,0.799067730061687,0.18059110362107836,61.84766264406086,poly,0.004455345242195208,0.03198933248746052
101,0.28768522274490405,0.21436959883259465,7.331562391230939,linear,0.0027234658205436343,0.051227714076386904
102,0.31620694910123004,0.15026313073404238,16.594381836718767,sigmoid,0.0029827224966203114,0.041341128276950675
103,0.8020169978840421,0.17924356460392843,62.27734332801137,poly,0.004160374685843157,0.036038426709071855
104,0.8021729746205115,0.18106152726511432,62.11114473553971,poly,0.003937139224343616,0.027455253053971146
