trial,roc_auc_mean,roc_auc_std,value,n_estimators,contamination,max_samples,max_features
0,0.5649911344885669,0.4071387452102987,15.785238927826818,191,0.0010278810088418478,0.36264580542947183,0.5103611089189933
1,0.6897124083896946,0.37150169907392383,31.82107093157708,35,0.0037019529220385454,0.9964871015282435,0.751865391931213
2,0.5948173988780714,0.41614429009808,17.867310877999138,242,0.004911435027356309,0.8192640037292047,0.4901316718938463
3,0.6715979429231279,0.35290894043594456,31.868900248718333,17,0.004014901964641715,0.9162571890794711,0.35502906006860047
4,0.5862542158403786,0.41461887628357025,17.163533955680837,204,0.0031801400442434628,0.47984558793513266,0.37240931791108517
5,0.5836895490946302,0.37972552431501144,20.396402477961878,9,0.004671180573296913,0.9568690850472694,0.6136772464527932
6,0.6069315994238539,0.43149380101758555,17.543779840626833,82,0.0044885952687798375,0.3799469149587806,0.5497322683458788
7,0.569104402152519,0.41276875012413516,15.633565202838383,214,0.004477571195970859,0.4887687236322188,0.7314625083086834
8,0.5987595480099291,0.42354118853820893,17.521835947172022,191,0.00013163244163497858,0.8454391203046281,0.838723048391931
9,0.5641144472146008,0.40571061210231496,15.840383511228584,125,0.004912080773662418,0.48106694180690324,0.41678896533198506
10,0.5900412761604567,0.38151089771309077,20.853037844736587,76,0.002115363723541984,0.6987649490264246,0.982239273185852
11,0.6353458172403906,0.2983116323688667,33.70341848715239,18,0.003457000863643832,0.993100941423532,0.7616205094421917
12,0.6220485455449075,0.4180137202009456,20.40348253439619,53,0.00263533212508616,0.8615295202090182,0.3138413714857633
13,0.5551147557663296,0.4076095412014906,14.7505214564839,122,0.0036389408831698886,0.7355719892831959,0.8894887075429504
14,0.6634973470021978,0.2666834676882083,39.681387931398945,15,0.002142708530908732,0.9307919209365647,0.7297136535723824
15,0.5503314763490986,0.40809829954604504,14.223317680305358,79,0.0019093612829511233,0.6169806487322325,0.6931681261174071
16,0.561449022899162,0.40601303754944545,15.543598534971654,152,0.002841432309226112,0.7717378953547724,0.7990944427103341
17,0.6167035161088325,0.43896792834967885,17.77355877591536,57,0.0013048330229162336,0.913591261965114,0.6285931831311331
18,0.5414434159571401,0.3987196916855182,14.272372427162189,5,0.0019483259838177294,0.6166315947713366,0.930103134289107
19,0.653271155135526,0.30306195870542507,35.020919643010096,41,0.003181663163305789,0.9976837900666133,0.846850434482064
20,0.564464450015847,0.411061607851816,15.340284216403099,101,0.0012650728283606998,0.9018198139721827,0.8501953343268692
21,0.6479484426299108,0.33851172547733427,30.943671715257654,33,0.0032359030812222464,0.9171709634934282,0.686482356359397
22,0.6076581170906058,0.3760922671325108,23.1565849958095,37,0.002381472030382803,0.9828827832081449,0.7769911624101644
23,0.537561271254308,0.40562189326847364,13.193937798583432,52,0.0031052190613487926,0.9975493509057213,0.9292800461910486
24,0.5568391868754191,0.40441200655399473,15.242718032142438,27,0.0038501997334316725,0.8077065451019573,0.8176710777362969
25,0.6088341442641486,0.3576547119019794,25.117943236216924,52,0.002321769439881703,0.9375738326886643,0.7124373187369515
26,0.5704245586098072,0.4131365540996186,15.728800451018865,161,0.001636960026583687,0.8646455032041725,0.5892671115565304
27,0.5490604851219225,0.4026631765855737,14.63973085363488,105,0.0027472153310420435,0.6888976704793636,0.6592183496015558
28,0.6041220666609307,0.4296496737473538,17.44723929135769,5,0.0041632982897541315,0.7817459794323014,0.8802403484961923
29,0.58942405639372,0.42070902352013145,16.871503287358852,64,0.0007463062829233336,0.8776940403785732,0.9903658772392875
30,0.5963392689813848,0.3640386613499288,23.230060763145598,102,0.0028289612427010898,0.9504508123386519,0.7415237848603238
31,0.5785319916208257,0.37577182869974407,20.276016292108164,19,0.00412616590581799,0.9529899449015052,0.46016539235186327
32,0.6419516935814347,0.29085524506628657,35.10964485151481,39,0.0035495187002324386,0.992946893645712,0.7698303397056999
33,0.5519896490144683,0.3886795513151976,16.331009769927075,39,0.0035049622933570634,0.9916009234715084,0.7944159134225269
34,0.5750955567924474,0.41440823467542415,16.068732211702326,23,0.0035470191024837153,0.9677640943955212,0.7641971993139772
35,0.600035989581237,0.4116257252134988,18.841026436773824,44,0.003270812181327587,0.901652976452027,0.8704513201917707
36,0.614451665493617,0.3249732284685893,28.94784370250277,71,0.0030226274355008363,0.9999120452379469,0.6627702701841013
37,0.582949741714135,0.4158517780015526,16.709796371258246,22,0.0038612088430232364,0.8340231757996723,0.9208314539006283
38,0.566613909689779,0.39917909253640044,16.743481715337854,250,0.002392741146105275,0.9368580351496022,0.7442954502357888
39,0.5749803313605234,0.37617583443505037,19.8804496925473,94,0.003383581107784196,0.37891304026923966,0.8264340626876693
40,0.5736024196839971,0.38221226115819495,19.13901585258021,17,0.004450033154042974,0.31638451839870346,0.5572559537063748
41,0.627128292387101,0.3667280574987789,26.040023488832208,40,0.004113372509214975,0.5387249352643657,0.31305514045457644
42,0.5502945102805258,0.3951771284741495,15.51173818063763,15,0.003866518457537648,0.8918822450028517,0.5079755735525696
43,0.6064813916774786,0.34003185718799306,26.644953448948556,64,0.003691421460857003,0.9585989986697786,0.7124978338798098
44,0.5540237100289556,0.37566635977999535,17.83573502489602,29,0.004688429034458929,0.9340633315798686,0.43081453327410046
45,0.6095624513896672,0.4242055510314833,18.535690035818398,45,0.0030027886626189694,0.8156667957327409,0.38262823139886337
46,0.6306037649965562,0.3945370986079453,23.606666638861096,87,0.002589534297744557,0.8660376173734636,0.7700713391120287
47,0.6977331511908154,0.22013891375071193,47.75942374401034,5,0.004251508510217006,0.9633071020622721,0.6232141952092561
48,0.6966557982837808,0.31807610563018834,37.857969265359245,11,0.004332377847334565,0.965990263105365,0.6118788840422031
49,0.756165431489274,0.27392358926406146,48.22418422252125,10,0.004323914964606402,0.9693431124598186,0.5858780459259246
50,0.7103825895682875,0.20039951181748705,50.99830777508004,5,0.004642196658801846,0.9628614052741918,0.5910472139840008
51,0.7113847901549106,0.2358050775211194,47.55797126337912,6,0.0043551203701645645,0.9643321597990168,0.5943807350551827
52,0.6617677461467252,0.2847555207808884,37.70122253658368,9,0.004344072627121922,0.9169510895315758,0.5518749826400711
53,0.6798431328756371,0.20713787023411143,47.270526264152565,5,0.004792488572553073,0.9612700930867254,0.5853512239217314
54,0.5843270107810307,0.3781203960310046,20.620661475002606,6,0.004767623184992639,0.8455615657287063,0.5814407128943516
55,0.5745983418798847,0.37309776954129004,20.150057233859464,27,0.0049261211285217335,0.4279812825798238,0.5263108614282974
56,0.5682671945912656,0.41091100738334524,15.735618720792038,218,0.004570932828210584,0.9268349348205968,0.6322237922339126
57,0.5117958925413101,0.3734681960988646,13.832769644244546,16,0.004766565041378178,0.8917359350700013,0.5914109474845433
58,0.6092102204644231,0.4267230073687338,18.24872130956893,5,0.004273817168052001,0.9491718230336463,0.4782150921032963
59,0.5838403344051729,0.3847241424655579,19.9116191939615,30,0.004988317142319121,0.977524120950411,0.6791573926860818
60,0.5931926595830074,0.37719131891016955,21.600134067283783,167,0.004575146393254626,0.7935227418114603,0.6318269650102891
