params,fold_scores,mean_test_roc_auc,std_test_roc_auc,mean_fit_time,std_fit_time,mean_score_time,std_score_time
"{'contamination': 0.0010477211326360703, 'n_bins': 3119.84521484375, 'n_random_cuts': 778.0722045898438}","{'roc_auc': [0.22606382978723405, 0.05984042553191489, 0.27956989247311825], 'fit_time': [0.42064833641052246, 0.7840514183044434, 0.37506699562072754], 'score_time': [0.07978701591491699, 0.034452199935913086, 0.020307064056396484]}",0.18849138259742237,0.09355578104866899,0.5265889167785645,0.1830020390160016,0.04484875996907552,0.02537101382372335
"{'contamination': 0.0016374076949432492, 'n_bins': 232.3650360107422, 'n_random_cuts': 522.7164306640625}","{'roc_auc': [0.3464095744680851, 0.14095744680851063, 0.35954301075268824], 'fit_time': [0.16543054580688477, 0.2866694927215576, 0.33339905738830566], 'score_time': [0.015956878662109375, 0.02937769889831543, 0.07583999633789062]}",0.2823033440097613,0.10009035510937216,0.26183303197224933,0.07078602761201501,0.04039152463277181,0.025657685185594283
"{'contamination': 0.0004265052848495543, 'n_bins': 3586.576416015625, 'n_random_cuts': 918.2263793945312}","{'roc_auc': [0.2320478723404255, 0.045212765957446804, 0.2379032258064516], 'fit_time': [0.7119293212890625, 0.9086284637451172, 0.41605257987976074], 'score_time': [0.12991833686828613, 0.03890538215637207, 0.030460119247436523]}",0.17172128803477463,0.08948696705738898,0.6788701216379801,0.20244741432877802,0.06642794609069824,0.0450266802923065
"{'contamination': 0.0012460059951990843, 'n_bins': 851.7377319335938, 'n_random_cuts': 934.6079711914062}","{'roc_auc': [0.2566489361702127, 0.09906914893617022, 0.2983870967741935], 'fit_time': [0.6078550815582275, 0.4173283576965332, 0.353914737701416], 'score_time': [0.04082942008972168, 0.03832292556762695, 0.10056638717651367]}",0.21803506062685882,0.08583000493591372,0.4596993923187256,0.10791324599184658,0.0599062442779541,0.02876926651939283
"{'contamination': 0.0021735788322985172, 'n_bins': 3071.810546875, 'n_random_cuts': 476.26214599609375}","{'roc_auc': [0.24867021276595744, 0.052526595744680854, 0.25067204301075263], 'fit_time': [0.6274669170379639, 0.3982725143432617, 0.37108802795410156], 'score_time': [0.04093742370605469, 0.07910919189453125, 0.0222015380859375]}",0.18395628384046367,0.09293841694297109,0.4656091531117757,0.11498753811449845,0.04741605122884115,0.023679804706879706
"{'contamination': 0.0013681927230209112, 'n_bins': 270.5061340332031, 'n_random_cuts': 322.8387756347656}","{'roc_auc': [0.32380319148936165, 0.13497340425531915, 0.33669354838709675], 'fit_time': [0.1734464168548584, 0.21055817604064941, 0.6759340763092041], 'score_time': [0.020415544509887695, 0.01670670509338379, 0.005922079086303711]}",0.2651567147105925,0.0922037998712935,0.353312889734904,0.22863018638173901,0.014348109563191732,0.0061474853749283855
"{'contamination': 0.0030880679842084646, 'n_bins': 4490.1396484375, 'n_random_cuts': 243.83331298828125}","{'roc_auc': [0.23636968085106383, 0.05319148936170212, 0.2234543010752688], 'fit_time': [0.371457576751709, 0.20485949516296387, 0.23779082298278809], 'score_time': [0.13089442253112793, 0.042818307876586914, 0.018027305603027344]}",0.1710051570960116,0.0834735366745891,0.2713692982991536,0.07203871968458524,0.06391334533691406,0.04843206221092825
"{'contamination': 0.00028570371796377003, 'n_bins': 4872.82763671875, 'n_random_cuts': 159.0791473388672}","{'roc_auc': [0.23404255319148934, 0.052194148936170214, 0.20598118279569894], 'fit_time': [0.11819314956665039, 0.08834528923034668, 0.12699270248413086], 'score_time': [0.004011631011962891, 0.009870052337646484, 0.01706075668334961]}",0.16407262830778616,0.07993520599836369,0.1111770470937093,0.016539345175173466,0.010314146677652994,0.005336530398053922
"{'contamination': 0.00362023594789207, 'n_bins': 4313.28125, 'n_random_cuts': 309.9867858886719}","{'roc_auc': [0.23902925531914893, 0.06682180851063829, 0.25], 'fit_time': [0.41617321968078613, 0.5178499221801758, 0.2657632827758789], 'score_time': [0.022984743118286133, 0.01912999153137207, 0.020670652389526367]}",0.18528368794326242,0.08388484952101616,0.3999288082122803,0.10355297877417334,0.020928462346394856,0.0015842194565146837
"{'contamination': 0.0035312711261212826, 'n_bins': 4477.12890625, 'n_random_cuts': 603.1456909179688}","{'roc_auc': [0.2400265957446808, 0.045877659574468085, 0.25873655913978494], 'fit_time': [0.4712674617767334, 0.360823392868042, 0.7822287082672119], 'score_time': [0.03840804100036621, 0.02624368667602539, 0.04817605018615723]}",0.18154693815297795,0.09623627363619713,0.5381065209706625,0.17841189204967184,0.037609259287516274,0.008971647245767385
"{'contamination': 0.0027584261260926723, 'n_bins': 1618.73291015625, 'n_random_cuts': 635.6178588867188}","{'roc_auc': [0.24002659574468085, 0.07712765957446809, 0.2896505376344086], 'fit_time': [0.3570718765258789, 0.27713656425476074, 0.34529638290405273], 'score_time': [0.032911062240600586, 0.026926755905151367, 0.04259133338928223]}",0.20226826431785253,0.09077724428079889,0.32650160789489746,0.035235836045176785,0.03414305051167806,0.006454099124542956
"{'contamination': 0.0037641595117747784, 'n_bins': 3265.26025390625, 'n_random_cuts': 43.382225036621094}","{'roc_auc': [0.26628989361702127, 0.10505319148936171, 0.3057795698924731], 'fit_time': [0.033908843994140625, 0.027132511138916016, 0.031915903091430664], 'score_time': [0.0029931068420410156, 0.0019936561584472656, 0.0039899349212646484]}",0.22570755166628534,0.08682535960329452,0.03098575274149577,0.0028435372919789104,0.00299223264058431,0.0008149776266418055
"{'contamination': 0.0035903637763112783, 'n_bins': 543.333251953125, 'n_random_cuts': 673.7191162109375}","{'roc_auc': [0.2892287234042553, 0.11569148936170212, 0.3010752688172043], 'fit_time': [0.5009829998016357, 0.49338698387145996, 0.4731130599975586], 'score_time': [0.04319167137145996, 0.07096290588378906, 0.03091740608215332]}",0.23533182719438725,0.0847366232790149,0.48916101455688477,0.011763715361413086,0.04835732777913412,0.016751587351299196
"{'contamination': 0.0016175651689991355, 'n_bins': 3663.143798828125, 'n_random_cuts': 181.787841796875}","{'roc_auc': [0.24434840425531915, 0.04454787234042554, 0.24193548387096772], 'fit_time': [0.0763859748840332, 0.09053754806518555, 0.08078289031982422], 'score_time': [0.007979154586791992, 0.008240222930908203, 0.010971307754516602]}",0.1769439201555708,0.09362332563344093,0.08256880442301433,0.005913762071831971,0.0090635617574056,0.0013531839643829376
"{'contamination': 0.0019689402543008327, 'n_bins': 976.2420654296875, 'n_random_cuts': 431.6889343261719}","{'roc_auc': [0.2726063829787234, 0.08710106382978725, 0.28427419354838707], 'fit_time': [0.35070347785949707, 0.2602066993713379, 0.36724138259887695], 'score_time': [0.024675607681274414, 0.0221707820892334, 0.020945072174072266]}",0.21466054678563254,0.09032386439859746,0.3260505199432373,0.04704559564167911,0.02259715398152669,0.0015525395401357353
"{'contamination': 0.0019891769625246525, 'n_bins': 3413.966796875, 'n_random_cuts': 862.0294189453125}","{'roc_auc': [0.22273936170212766, 0.0625, 0.28360215053763443], 'fit_time': [0.43440842628479004, 0.5243229866027832, 0.6192042827606201], 'score_time': [0.09800410270690918, 0.053856849670410156, 0.06008720397949219]}",0.18961383741325402,0.09325418851237106,0.5259785652160645,0.07545167481272351,0.07064938545227051,0.01950922424162639
"{'contamination': 0.002321424661204219, 'n_bins': 2692.67919921875, 'n_random_cuts': 345.8469543457031}","{'roc_auc': [0.24202127659574466, 0.05585106382978723, 0.2735215053763441], 'fit_time': [0.33951830863952637, 0.20478415489196777, 0.2218163013458252], 'score_time': [0.028746366500854492, 0.01695418357849121, 0.029919862747192383]}",0.190464615267292,0.09605093189300085,0.25537292162577313,0.059904691635837386,0.025206804275512695,0.005855116545194912
"{'contamination': 0.00047836615703999996, 'n_bins': 4343.53857421875, 'n_random_cuts': 182.3240203857422}","{'roc_auc': [0.22639627659574468, 0.04621010638297872, 0.2379032258064516], 'fit_time': [0.15556001663208008, 0.15470242500305176, 0.27526259422302246], 'score_time': [0.009971380233764648, 0.013963699340820312, 0.007979154586791992]}",0.17016986959505834,0.08777858372720376,0.1951750119527181,0.056631554756911645,0.010638078053792318,0.002488246834709693
"{'contamination': 0.0007489208364859223, 'n_bins': 1573.274169921875, 'n_random_cuts': 352.4541015625}","{'roc_auc': [0.25066489361702127, 0.08178191489361702, 0.28629032258064513], 'fit_time': [0.18988251686096191, 0.10396647453308105, 0.13738656044006348], 'score_time': [0.016808509826660156, 0.014605522155761719, 0.01899242401123047]}",0.20624571036376116,0.08920284032972625,0.14374518394470215,0.035362085647171713,0.016802151997884113,0.0017909508254683878
"{'contamination': 0.00033239024924114347, 'n_bins': 3739.189208984375, 'n_random_cuts': 454.8155822753906}","{'roc_auc': [0.22473404255319146, 0.06050531914893617, 0.2809139784946237], 'fit_time': [0.24668025970458984, 0.22495150566101074, 0.16547751426696777], 'score_time': [0.02094244956970215, 0.020456790924072266, 0.01795172691345215]}",0.1887177800655838,0.09351603303292623,0.2123697598775228,0.03432391500467326,0.019783655802408855,0.0013104550534488331
"{'contamination': 0.0022085965611040592, 'n_bins': 3723.908935546875, 'n_random_cuts': 641.7332763671875}","{'roc_auc': [0.24069148936170212, 0.036569148936170214, 0.260752688172043], 'fit_time': [0.2652156352996826, 0.20639729499816895, 0.2125093936920166], 'score_time': [0.02193903923034668, 0.021038293838500977, 0.018948793411254883]}",0.1793377754899718,0.10128433070806542,0.2280407746632894,0.026404761377603565,0.02064204216003418,0.0012525052386223934
"{'contamination': 0.0017061096150428057, 'n_bins': 312.7461242675781, 'n_random_cuts': 872.04150390625}","{'roc_auc': [0.3291223404255319, 0.13164893617021275, 0.3151881720430107], 'fit_time': [0.27116990089416504, 0.36203432083129883, 0.4834890365600586], 'score_time': [0.029733657836914062, 0.020943403244018555, 0.049436092376708984]}",0.2586531495462518,0.08998552818306564,0.37223108609517414,0.08697828985389768,0.0333710511525472,0.011913054634937068
