params,fold_scores,mean_test_roc_auc,std_test_roc_auc,mean_fit_time,std_fit_time,mean_score_time,std_score_time
"{'contamination': 0.0026735954452306032, 'n_components': 0.5513876676559448}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.003989458084106445, 0.0019943714141845703, 0.0029916763305664062], 'score_time': [0.0, 0.0009968280792236328, 0.0010008811950683594]}",0.9322308968199496,0.031136930381187134,0.002991835276285807,0.0008144907300773064,0.0006659030914306641,0.00047086749892774095
"{'contamination': 0.004221740178763866, 'n_components': 0.9115999937057495}","{'roc_auc': [0.910904255319149, 0.9474734042553191, 0.9489247311827956], 'fit_time': [0.00299072265625, 0.001994609832763672, 0.004312038421630859], 'score_time': [0.0, 0.0009975433349609375, 0.0009970664978027344]}",0.9357674635857546,0.01759092439193306,0.0030991236368815103,0.0009491862815331688,0.0006648699442545573,0.00047013408649250444
"{'contamination': 0.003679393557831645, 'n_components': 0.8421401977539062}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.003990888595581055, 0.0019943714141845703, 0.0029909610748291016], 'score_time': [0.0009965896606445312, 0.000997781753540039, 0.000997304916381836]}",0.930901109585907,0.019783737949642784,0.0029920736948649087,0.0008150751058830298,0.0009972254435221355,4.899036091938795e-07
"{'contamination': 0.004349348600953817, 'n_components': 0.6347107887268066}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.004987239837646484, 0.0029909610748291016, 0.004520416259765625], 'score_time': [0.0, 0.0009975433349609375, 0.0]}",0.9322308968199496,0.031136930381187134,0.004166205724080403,0.0008525964471001639,0.0003325144449869792,0.00047024643778554833
"{'contamination': 0.003262527985498309, 'n_components': 0.7052986025810242}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.001992940902709961, 0.0019943714141845703, 0.0029931068420410156], 'score_time': [0.0, 0.0, 0.0]}",0.9322308968199496,0.031136930381187134,0.002326806386311849,0.0004711459325017682,0.0,0.0
"{'contamination': 0.004168026614934206, 'n_components': 0.8648477792739868}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9489247311827956], 'fit_time': [0.00299072265625, 0.002994060516357422, 0.002991914749145508], 'score_time': [0.000997304916381836, 0.0, 0.0]}",0.9300050522382368,0.018864893719600928,0.00299223264058431,1.3810910540408106e-06,0.00033243497212727863,0.0004701340461895193
"{'contamination': 0.0002705053484532982, 'n_components': 0.9401398301124573}","{'roc_auc': [0.910904255319149, 0.9474734042553191, 0.9489247311827956], 'fit_time': [0.0039899349212646484, 0.0039806365966796875, 0.004987955093383789], 'score_time': [0.0, 0.000997304916381836, 0.0009443759918212891]}",0.9357674635857546,0.01759092439193306,0.004319508870442708,0.0004726781000731679,0.0006472269694010416,0.0004581684044132148
"{'contamination': 0.0011823425302281976, 'n_components': 0.6319863200187683}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.003988742828369141, 0.003988742828369141, 0.003988981246948242], 'score_time': [0.0009968280792236328, 0.0009968280792236328, 0.0]}",0.9322308968199496,0.031136930381187134,0.003988822301228841,1.1239159602905075e-07,0.0006645520528157552,0.0004699092629974612
"{'contamination': 0.003458376508206129, 'n_components': 0.7089001536369324}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.004060983657836914, 0.0039899349212646484, 0.004986763000488281], 'score_time': [0.0005104541778564453, 0.0009965896606445312, 0.0]}",0.9322308968199496,0.031136930381187134,0.004345893859863281,0.0004540902423499822,0.0005023479461669922,0.00040689640054936816
"{'contamination': 0.0034412594977766275, 'n_components': 0.8734235763549805}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9489247311827956], 'fit_time': [0.0029900074005126953, 0.00498652458190918, 0.004013776779174805], 'score_time': [0.0009980201721191406, 0.0, 0.0009980201721191406]}",0.9300050522382368,0.018864893719600928,0.0039967695871988935,0.0008151634385557372,0.0006653467814127604,0.00047047122097760647
