params,fold_scores,mean_test_roc_auc,std_test_roc_auc,mean_fit_time,std_fit_time,mean_score_time,std_score_time
"{'kernel': 'rbf', 'nu': 0.00117598008364439, 'gamma': 0.010600277222692966}","{'roc_auc': [0.8144946808510638, 0.9601063829787234, 0.8938172043010753], 'fit_time': [0.002992391586303711, 0.002992868423461914, 0.002991914749145508], 'score_time': [0.0, 0.0009987354278564453, 0.0]}",0.8894727560436207,0.05952505143284824,0.002992391586303711,3.8933590933214475e-07,0.00033291180928548175,0.0004708083957656936
"{'kernel': 'rbf', 'nu': 0.001116353552788496, 'gamma': 0.0973668172955513}","{'roc_auc': [0.8311170212765957, 0.9335106382978723, 0.9099462365591399], 'fit_time': [0.003991365432739258, 0.002992391586303711, 0.004986286163330078], 'score_time': [0.0009965896606445312, 0.0009968280792236328, 0.000997304916381836]}",0.8915246320445359,0.04378454701790212,0.003990014394124349,0.0008140046130306605,0.0009969075520833333,2.9736021254650284e-07
"{'kernel': 'sigmoid', 'nu': 0.0019749091006815434, 'gamma': 0.09589529037475586}","{'roc_auc': [0.391622340425532, 0.4155585106382979, 0.4455645161290323], 'fit_time': [0.002991914749145508, 0.0029926300048828125, 0.002991914749145508], 'score_time': [0.000997304916381836, 0.0009989738464355469, 0.0]}",0.4175817890642874,0.022068224843254162,0.0029921531677246094,3.371747880871523e-07,0.0006654262542724609,0.0004705279100741984
"{'kernel': 'linear', 'nu': 0.00405600480735302, 'gamma': 0.03625043109059334}","{'roc_auc': [0.3630319148936171, 0.37367021276595747, 0.3575268817204301], 'fit_time': [0.0029931068420410156, 0.001994609832763672, 0.0009968280792236328], 'score_time': [0.0009961128234863281, 0.0, 0.0009980201721191406]}",0.36474300312666824,0.006700629399160266,0.0019948482513427734,0.0008149774096466271,0.0006647109985351562,0.00047002229959503347
"{'kernel': 'linear', 'nu': 0.003294985042884946, 'gamma': 0.04414195939898491}","{'roc_auc': [0.43417553191489366, 0.37367021276595747, 0.35551075268817206], 'fit_time': [0.004602670669555664, 0.0029921531677246094, 0.002992868423461914], 'score_time': [0.0, 0.000997304916381836, 0.0010051727294921875]}",0.3877854991230077,0.03363002482309878,0.003529230753580729,0.0007590366999488667,0.0006674925486246744,0.00047199943677429844
"{'kernel': 'linear', 'nu': 0.002975823823362589, 'gamma': 0.00484218867495656}","{'roc_auc': [0.4421542553191489, 0.3164893617021276, 0.35551075268817206], 'fit_time': [0.0029921531677246094, 0.002991914749145508, 0.00299072265625], 'score_time': [0.0009970664978027344, 0.0019958019256591797, 0.0009975433349609375]}",0.3713847899031495,0.05251606208308203,0.0029915968577067056,6.25769923052137e-07,0.0013301372528076172,0.00047069604442453246
"{'kernel': 'linear', 'nu': 0.0007005355437286198, 'gamma': 0.07788190245628357}","{'roc_auc': [0.6436170212765957, 0.3191489361702128, 0.4899193548387097], 'fit_time': [0.002991914749145508, 0.002991914749145508, 0.002991199493408203], 'score_time': [0.0, 0.000997304916381836, 0.000997781753540039]}",0.484228437428506,0.132524650458894,0.0029916763305664062,3.371747880871523e-07,0.0006650288899739584,0.0004702464780789008
"{'kernel': 'linear', 'nu': 0.0016624975251033902, 'gamma': 0.07098818570375443}","{'roc_auc': [0.5159574468085106, 0.8750000000000001, 0.3521505376344086], 'fit_time': [0.0029926300048828125, 0.00398564338684082, 0.002991914749145508], 'score_time': [0.0009975433349609375, 0.0, 0.000997304916381836]}",0.5810359948143065,0.218356441217724,0.0033233960469563804,0.00046827967589586553,0.0006649494171142578,0.0004701902520620762
"{'kernel': 'poly', 'nu': 0.002931314054876566, 'gamma': 0.03918481990695}","{'roc_auc': [0.34175531914893614, 0.6462765957446808, 0.04166666666666666], 'fit_time': [0.002991914749145508, 0.0019943714141845703, 0.0029916763305664062], 'score_time': [0.000997304916381836, 0.0009963512420654297, 0.0009968280792236328]}",0.34323286052009455,0.24683318109107336,0.002659320831298828,0.0004701902520620762,0.0009968280792236328,3.8933590933214475e-07
"{'kernel': 'linear', 'nu': 0.003687972202897072, 'gamma': 0.024311387911438942}","{'roc_auc': [0.3969414893617022, 0.37367021276595747, 0.35551075268817206], 'fit_time': [0.0019943714141845703, 0.001995563507080078, 0.002989053726196289], 'score_time': [0.000997781753540039, 0.0, 0.0009975433349609375]}",0.37537415160527726,0.01695688731271074,0.002326329549153646,0.00046861701235230776,0.0006651083628336588,0.00047030264365569767
"{'kernel': 'linear', 'nu': 0.0024246920365840197, 'gamma': 0.09110643714666367}","{'roc_auc': [0.5113031914893617, 0.31914893617021267, 0.35551075268817206], 'fit_time': [0.002991914749145508, 0.00299072265625, 0.002991914749145508], 'score_time': [0.0, 0.0009975433349609375, 0.0009975433349609375]}",0.3953209601159155,0.08334448160453953,0.0029915173848470054,5.619579801452538e-07,0.0006650288899739584,0.00047024643778554833
"{'kernel': 'poly', 'nu': 0.004241929389536381, 'gamma': 0.042004380375146866}","{'roc_auc': [0.34175531914893614, 0.11569148936170214, 0.3575268817204301], 'fit_time': [0.0029909610748291016, 0.0029921531677246094, 0.00299072265625], 'score_time': [0.000997304916381836, 0.0, 0.0009975433349609375]}",0.2716578967436895,0.11047269864909207,0.002991278966267904,6.25769923052137e-07,0.0006649494171142578,0.0004701902520620762
"{'kernel': 'rbf', 'nu': 0.0011024147970601916, 'gamma': 0.005343876779079437}","{'roc_auc': [0.7918882978723405, 0.9561170212765957, 0.8669354838709677], 'fit_time': [0.002991914749145508, 0.0019948482513427734, 0.002991199493408203], 'score_time': [0.0009970664978027344, 0.000997304916381836, 0.0]}",0.8716469343399679,0.06712881508408156,0.002659320831298828,0.0004698531579353873,0.0006647904713948568,0.00047007786046845593
"{'kernel': 'sigmoid', 'nu': 0.00012160504411440343, 'gamma': 0.07437549531459808}","{'roc_auc': [0.32779255319148937, 0.6529255319148936, 0.6908602150537634], 'fit_time': [0.002989530563354492, 0.0029931068420410156, 0.003990650177001953], 'score_time': [0.0009968280792236328, 0.0009965896606445312, 0.0]}",0.5571927667200488,0.1629480561844236,0.003324429194132487,0.000471091637195977,0.0006644725799560547,0.0004698530772812187
"{'kernel': 'linear', 'nu': 0.0033820916432887316, 'gamma': 0.02811412885785103}","{'roc_auc': [0.43417553191489366, 0.37367021276595747, 0.35551075268817206], 'fit_time': [0.001994609832763672, 0.001995086669921875, 0.001994609832763672], 'score_time': [0.0, 0.000997304916381836, 0.001008749008178711]}",0.3877854991230077,0.03363002482309878,0.0019947687784830728,2.247831920581015e-07,0.0006686846415201823,0.00047285452601760077
"{'kernel': 'linear', 'nu': 0.0015224991366267204, 'gamma': 0.015584523789584637}","{'roc_auc': [0.5159574468085106, 0.31449468085106386, 0.3521505376344086], 'fit_time': [0.001993894577026367, 0.002994060516357422, 0.003993034362792969], 'score_time': [0.000997781753540039, 0.0009942054748535156, 0.0]}",0.3942008884313277,0.08745660073588579,0.0029936631520589194,0.0008161454483046196,0.0006639957427978516,0.0004695181624336194
"{'kernel': 'poly', 'nu': 0.004943218547850847, 'gamma': 0.01711423322558403}","{'roc_auc': [0.3809840425531915, 0.06515957446808511, 0.02956989247311828], 'fit_time': [0.003988981246948242, 0.0019943714141845703, 0.0029914379119873047], 'score_time': [0.000759124755859375, 0.0009970664978027344, 0.0]}",0.158571169831465,0.1579393783077839,0.0029915968577067056,0.0008142960621244942,0.0005853970845540365,0.0004251833942297013
"{'kernel': 'rbf', 'nu': 0.0048640272580087185, 'gamma': 0.04325048625469208}","{'roc_auc': [0.8337765957446808, 0.9374999999999999, 0.8850806451612904], 'fit_time': [0.0029921531677246094, 0.004987478256225586, 0.003988981246948242], 'score_time': [0.0009965896606445312, 0.0009984970092773438, 0.0009963512420654297]}",0.8854524136353237,0.04234571844887274,0.0039895375569661455,0.0008145881512809544,0.0009971459706624348,9.602742174144245e-07
"{'kernel': 'poly', 'nu': 0.0039388323202729225, 'gamma': 0.09947584569454193}","{'roc_auc': [0.2300531914893617, 0.13696808510638298, 0.28696236559139787], 'fit_time': [0.003989219665527344, 0.0029921531677246094, 0.003989696502685547], 'score_time': [0.0009984970092773438, 0.0009970664978027344, 0.0009975433349609375]}",0.2179945473957142,0.061825718583705246,0.0036570231119791665,0.00047013408649250444,0.0009977022806803386,5.947204250930057e-07
"{'kernel': 'linear', 'nu': 0.00470199016854167, 'gamma': 0.05127786844968796}","{'roc_auc': [0.47805851063829785, 0.3384308510638298, 0.3575268817204301], 'fit_time': [0.0039899349212646484, 0.0039899349212646484, 0.0029921531677246094], 'score_time': [0.0019943714141845703, 0.0, 0.001995563507080078]}",0.3913387478075192,0.061813712317895515,0.0036573410034179688,0.0004703588293815774,0.001329978307088216,0.0009404368056973299
"{'kernel': 'sigmoid', 'nu': 0.004837454296648502, 'gamma': 0.040462594479322433}","{'roc_auc': [0.4714095744680851, 0.7480053191489363, 0.6209677419354839], 'fit_time': [0.003990650177001953, 0.002991914749145508, 0.003989458084106445], 'score_time': [0.0, 0.0009975433349609375, 0.0009968280792236328]}",0.6134608785175018,0.11304443445734318,0.0036573410034179688,0.00047052766845863327,0.0006647904713948568,0.0004700779410840571
"{'kernel': 'rbf', 'nu': 0.004950718954205513, 'gamma': 0.053786344826221466}","{'roc_auc': [0.8351063829787234, 0.930186170212766, 0.8877688172043011], 'fit_time': [0.002991914749145508, 0.00498509407043457, 0.0039899349212646484], 'score_time': [0.0009975433349609375, 0.0009980201721191406, 0.0]}",0.8843537901319302,0.03889120116895739,0.003988981246948242,0.0008137123299318207,0.0006651878356933594,0.00047035886966530183
"{'kernel': 'rbf', 'nu': 0.00256486632861197, 'gamma': 0.03318103402853012}","{'roc_auc': [0.8331117021276595, 0.9408244680851063, 0.8897849462365591], 'fit_time': [0.003989696502685547, 0.0029916763305664062, 0.003988981246948242], 'score_time': [0.0, 0.000997304916381836, 0.0009970664978027344]}",0.8879070388164417,0.04399359718383141,0.003656784693400065,0.0004703027242327683,0.0006647904713948568,0.00047007786046845593
"{'kernel': 'sigmoid', 'nu': 0.0009393588989041746, 'gamma': 0.08708039671182632}","{'roc_auc': [0.4940159574468085, 0.3982712765957447, 0.42943548387096775], 'fit_time': [0.0029916763305664062, 0.003989458084106445, 0.0029916763305664062], 'score_time': [0.0009970664978027344, 0.0009980201721191406, 0.000997304916381836]}",0.44057423930450695,0.03987325655351939,0.003324270248413086,0.0004703588293815774,0.000997463862101237,4.052336624139774e-07
"{'kernel': 'linear', 'nu': 0.0034842630848288536, 'gamma': 0.03208599239587784}","{'roc_auc': [0.43417553191489366, 0.37367021276595747, 0.35551075268817206], 'fit_time': [0.0039899349212646484, 0.0031943321228027344, 0.00399017333984375], 'score_time': [0.0009970664978027344, 0.0009920597076416016, 0.000997781753540039]}",0.3877854991230077,0.03363002482309878,0.003724813461303711,0.0003751069643752259,0.000995635986328125,2.5456138258055e-06
"{'kernel': 'linear', 'nu': 0.003344832919538021, 'gamma': 0.008428928442299366}","{'roc_auc': [0.43417553191489366, 0.37367021276595747, 0.35551075268817206], 'fit_time': [0.004984617233276367, 0.0059854984283447266, 0.003991365432739258], 'score_time': [0.0009970664978027344, 0.0009970664978027344, 0.0009958744049072266]}",0.3877854991230077,0.03363002482309878,0.004987160364786784,0.0008141033725021328,0.0009966691335042317,5.619579801452537e-07
"{'kernel': 'sigmoid', 'nu': 0.0032570422627031803, 'gamma': 0.05893152579665184}","{'roc_auc': [0.4694148936170213, 0.7400265957446809, 0.6303763440860215], 'fit_time': [0.0039904117584228516, 0.002993345260620117, 0.0029926300048828125], 'score_time': [0.0, 0.000997304916381836, 0.0009968280792236328]}",0.6132726111492413,0.11113678236715574,0.0033254623413085938,0.0004701903326584075,0.0006647109985351562,0.0004700216949061126
"{'kernel': 'linear', 'nu': 0.0018991235410794616, 'gamma': 0.08078885823488235}","{'roc_auc': [0.4142287234042553, 0.34574468085106386, 0.3521505376344086], 'fit_time': [0.002991914749145508, 0.004986763000488281, 0.003988981246948242], 'score_time': [0.0009970664978027344, 0.000997781753540039, 0.0]}",0.37070798062990934,0.030884732355488925,0.003989219665527344,0.000814393405795133,0.0006649494171142578,0.0004701903326584075
"{'kernel': 'poly', 'nu': 0.0026301401667296886, 'gamma': 0.054863523691892624}","{'roc_auc': [0.3863031914893617, 0.3789893617021276, 0.09946236559139784], 'fit_time': [0.00399017333984375, 0.003988742828369141, 0.0029909610748291016], 'score_time': [0.0009980201721191406, 0.000997304916381836, 0.0009970664978027344]}",0.2882516395942957,0.13352756397200066,0.003656625747680664,0.00047069636646335185,0.000997463862101237,4.052336624139774e-07
"{'kernel': 'linear', 'nu': 0.00208706920966506, 'gamma': 0.05123364180326462}","{'roc_auc': [0.4142287234042553, 0.31914893617021267, 0.3521505376344086], 'fit_time': [0.003989458084106445, 0.0029916763305664062, 0.004803895950317383], 'score_time': [0.0009980201721191406, 0.0009975433349609375, 0.0005125999450683594]}",0.3618427324029589,0.039416540222697874,0.003928343454996745,0.0007410965910824337,0.0008360544840494791,0.00022871698076303156
"{'kernel': 'linear', 'nu': 0.0002763525990303606, 'gamma': 0.06768562644720078}","{'roc_auc': [0.726063829787234, 0.3058510638297872, 0.31586021505376344], 'fit_time': [0.003989219665527344, 0.003988742828369141, 0.003989696502685547], 'score_time': [0.0, 0.0009982585906982422, 0.0]}",0.44925836955692827,0.1957736667464748,0.003989219665527344,3.8933590933214475e-07,0.00033275286356608075,0.00047058361257363543
"{'kernel': 'poly', 'nu': 0.0010309433564543724, 'gamma': 0.058831848204135895}","{'roc_auc': [0.34175531914893614, 0.17486702127659576, 0.3575268817204301], 'fit_time': [0.004986286163330078, 0.002991199493408203, 0.001995086669921875], 'score_time': [0.0, 0.0, 0.000997304916381836]}",0.291383074048654,0.08264050040858673,0.0033241907755533853,0.0012436454472852226,0.00033243497212727863,0.0004701340461895193
