trial,roc_auc_mean,roc_auc_std,value,n_neighbors,contamination
0,0.9057876725387021,0.03588341435092272,86.99042581877794,8,0.001741962304798201
1,0.9224362274079159,0.01359553420310117,90.88406932048146,17,0.003943387538508594
2,0.9246596888583848,0.013341783985369645,91.13179048730152,12,0.002192807438898302
3,0.9221037805994051,0.013297071853297572,90.88067087461076,18,0.004036866363649483
4,0.9242283421032563,0.015889625100112097,90.83387170031443,11,0.002524473530915243
5,0.921559235110196,0.020880448989515032,90.0678786120681,9,0.0019543156039326447
6,0.9224362274079159,0.01359553420310117,90.88406932048146,17,0.003828941637287708
7,0.9242188095782812,0.014414899204104308,90.98039103741769,16,0.004046911707304223
8,0.9221037805994051,0.013297071853297572,90.88067087461076,18,0.0022831810792939594
9,0.9242188095782812,0.014414899204104308,90.98039103741769,16,0.002549237944861117
10,0.9242164264470373,0.013622790331164224,91.0593636115873,15,0.004077006320113955
11,0.9242283421032563,0.015889625100112097,90.83387170031443,11,0.0030063767914837434
12,0.9224362274079159,0.01359553420310117,90.88406932048146,17,0.0016079339266737856
13,0.9224362274079159,0.01359553420310117,90.88406932048146,17,0.003159761140926283
14,0.9224362274079159,0.01359553420310117,90.88406932048146,17,0.00434678024191228
15,0.9224362274079159,0.01359553420310117,90.88406932048146,17,0.004659853498690177
16,0.9242164264470373,0.013622790331164224,91.0593636115873,15,0.004411785031295262
17,0.792186189277816,0.1478463796279634,64.43398096498527,4,0.0030755867696202785
18,0.8908883360024403,0.0497212629418546,84.11670730605857,7,0.004648539847585942
19,0.9242164264470373,0.013622790331164224,91.0593636115873,15,0.004019566182266266
20,0.9242164264470373,0.013622790331164224,91.0593636115873,15,0.00256296212024071
21,0.9240090940288264,0.02250518996050705,90.15039040683193,10,0.0025562017988835753
22,0.9237731640356898,0.014678497558147754,90.9094666477542,14,0.0019359554353257798
23,0.9242164264470373,0.013622790331164224,91.0593636115873,15,0.003314081527849377
24,0.9257749942804852,0.014413702609255672,91.13612916712295,13,0.004097003643039989
25,0.9242164264470373,0.013622790331164224,91.0593636115873,15,0.003686612841780896
26,0.9246596888583848,0.013341783985369645,91.13179048730152,12,0.003864722945253362
27,0.9246596888583848,0.013341783985369645,91.13179048730152,12,0.00418479474735467
28,0.9242283421032563,0.015889625100112097,90.83387170031443,11,0.004675825907896204
29,0.9242164264470373,0.013622790331164224,91.0593636115873,15,0.004080806271654489
30,0.9242188095782812,0.014414899204104308,90.98039103741769,16,0.0038116120552501025
31,0.9246596888583848,0.013341783985369645,91.13179048730152,12,0.002287716075459103
32,0.9246596888583848,0.013341783985369645,91.13179048730152,12,0.0049941375924646685
33,0.9257749942804852,0.014413702609255672,91.13612916712295,13,0.003986317071158871
