trial,roc_auc_mean,roc_auc_std,value,contamination,n_bins,n_random_cuts
149,0.3652958895752307,0.12422689147435656,24.106899810087413,0.0029400107338059898,119,387
150,0.2865524670174636,0.09380031410018913,19.27521529172745,0.0028820896210029817,175,459
151,0.39010905208571645,0.1507102423325503,23.939880975316616,0.0024680780961180457,112,544
152,0.3760747921909555,0.15251085438005643,22.35639378108991,0.002792771183514732,113,453
153,0.3863460878517501,0.1171516555036241,26.9194432348126,0.0030866318891710795,122,398
154,0.5627573781743308,0.10110177726487692,46.16556009094539,0.0025061788008781533,65,481
155,0.2875938953710058,0.09814653521719939,18.94473601538064,0.002481268771930515,250,498
156,0.46630014108136963,0.1649139180920787,30.138622298929096,0.002672375824977901,82,450
157,0.3643545527339282,0.12670776377289905,23.764678896102915,0.0025435166850222703,124,473
158,0.31599367040341647,0.10671952641515615,20.927414398826034,0.002570315460244897,150,529
159,0.36679249599633956,0.11890009328213517,24.789240271420436,0.0029178514153207326,115,417
160,0.3087775489971783,0.1263038832099219,18.24736657872564,0.0028784926858509753,158,372
161,0.4358675550979944,0.1250646549964596,31.080290010153476,0.0028878835061522667,88,413
162,0.45943433996797073,0.11797951587678207,34.14548240911886,0.0028009385243217334,93,417
163,0.3785198848470983,0.10700730109932242,27.151258374777587,0.002708916094387398,112,475
164,0.43217608480134223,0.15169467521054977,28.048140959079248,0.0029729368606271397,87,348
165,0.42025089605734767,0.12917268239010285,29.107821366724483,0.0029243247800679745,110,414
166,0.415375009532525,0.12186029593293257,29.35147135995924,0.002910941452715257,107,382
167,0.3116968847708381,0.10703401016497802,20.46628746058601,0.002875951073381821,171,400
168,0.31404426904598487,0.12098925412027463,19.305501492571025,0.0024924891174288866,161,552
169,0.48333476321207963,0.1378507726660604,34.548399054601916,0.002952995491226856,79,368
170,0.3470053572790361,0.1284677650851761,21.853759219386,0.002752467767705718,131,391
171,0.3683200831236178,0.11893129429843279,24.9388788825185,0.0028546182804483396,122,388
172,0.5243055555555555,0.14562596333927594,37.867959221627956,0.002907111348443362,68,403
173,0.38336002440326394,0.1422689334943252,24.109109090893874,0.0027890965045803237,110,395
174,0.41799883703195295,0.1162514484304164,30.174738860153656,0.0029629050775828174,105,410
175,0.35102569968733316,0.13184492820963087,21.91807714777023,0.0027150881793939863,125,454
176,0.44601254480286734,0.16517842279308098,28.083412200978636,0.0028890824963567594,87,438
177,0.35990048043925876,0.13013889744481802,22.976158299444073,0.0028533455281142678,122,435
178,0.6552895981087471,0.11229805303753689,54.29915450712102,0.0029214275819682573,50,404
179,0.33100024784564935,0.12871841491746305,20.22818329281863,0.003013818224027192,138,394
180,0.40246558758483947,0.11988353037145229,28.25820572133872,0.002802173861840869,109,399
181,0.3127001830244795,0.11253285495299653,20.016732807148298,0.0029931451070671746,134,376
182,0.5655980706169449,0.13475258849750535,43.084548211943954,0.00285873314858978,58,396
183,0.3671285175017158,0.13340979159995162,23.37187259017642,0.0027568856454260843,116,420
184,0.455542686646839,0.14565953835711573,30.988314828972328,0.0027669019196751334,88,398
185,0.45372435750781664,0.13469730624541934,31.902705126239727,0.002954567805414456,95,406
186,0.5214529474567223,0.15267480361146182,36.877814384526054,0.002840082952453133,74,419
187,0.5748589186303668,0.15853776889923485,41.63211497311319,0.003194607942399189,55,291
188,0.4855320102188667,0.13353466694751095,35.19973432713558,0.002697679758281976,75,471
189,0.6340797300388927,0.13086845846918913,50.321127156970356,0.0029038047084848817,56,410
190,0.4290541828719592,0.1463035193109457,28.275066356101348,0.002914739986814275,88,367
191,0.36528397391901163,0.13550509026584434,22.97788836531673,0.00309757098331769,121,327
192,0.5731668954472661,0.1407470291899071,43.2419866257359,0.002927092901341484,64,415
193,0.46899069625562423,0.11440706355427468,35.45836327013495,0.00302072805551406,84,383
194,0.6512120605505985,0.12960970641491903,52.16023541356796,0.00307067591752029,50,376
195,0.5848871349042934,0.11759035945389835,46.72967754503951,0.0029721247327910327,65,411
196,0.4423663539998475,0.13516563056527908,30.720072343456838,0.002748077907839252,95,467
197,0.5026381262868909,0.13164330668851093,37.099481959837995,0.002889068277805399,77,452
198,0.4619652253488904,0.13243048168143323,32.953474366745716,0.0030929672775923747,76,383
199,0.4560383779455502,0.11347771731126806,34.256066063428214,0.0028758667038595895,85,400
200,0.47849224052467015,0.1506899754476233,32.78022650770468,0.0030741086647924514,79,395
201,0.43766920231831,0.1255445517715593,31.212465054675075,0.002951267423744336,91,419
202,0.4639289254937848,0.13837347670968878,32.555544878409606,0.002780874074628135,78,423
203,0.37882969190879284,0.12159448613925837,25.723520576953447,0.002709052568098385,109,468
204,0.3963004270571189,0.13490729266370474,26.139313439341414,0.002901778854397132,103,435
205,0.3086583924349882,0.1136380132756736,19.50203791593146,0.002839425813845657,154,421
206,0.37047205063677263,0.14985787806392437,22.061417257284827,0.002866184118942766,112,432
207,0.5085101616716236,0.14439295397813567,36.41172076934879,0.0027115229465654945,75,443
208,0.46339272096392886,0.1607996187487479,30.2593102215181,0.003045212310791188,82,385
209,0.5080526004728133,0.14162636757415026,36.64262328986631,0.002837190592834514,73,440
210,0.41984814687714483,0.12185555828989923,29.79925885872456,0.002952070453323952,96,460
211,0.4293973537710669,0.1214273575339497,30.79699962371172,0.002715355657276144,101,464
212,0.48344200411805077,0.11373983766858999,36.97021664494608,0.002880034509497673,81,436
213,0.4934034927171509,0.10461752858883708,38.87859641283138,0.0028305776152666253,86,431
214,0.5251610996720811,0.13916460900178895,38.59964906702922,0.0026315263294364797,71,499
215,0.47201250667276745,0.1458172128731441,32.61952937996234,0.0027709063481441026,83,423
216,0.5995505414474186,0.11410374553982881,48.544679590758975,0.002836220113589841,52,430
217,0.45592398764584763,0.12895817473490992,32.69658129109377,0.002872685707964068,84,427
218,0.5635175970411043,0.11533604179321218,44.81815552478921,0.002757115562169424,68,478
219,0.4723151643407306,0.1609837905183018,31.133137382242882,0.0028266421024132696,79,446
220,0.47828967436894687,0.1526757905659715,32.561388380297544,0.003026014000649588,79,391
221,0.5312785975749256,0.16414032129662381,36.71382762783018,0.002818962757349858,70,444
222,0.4746148859910013,0.1291046213354788,34.551026465552255,0.002878468920913129,81,418
223,0.6372230801494699,0.11070560537990343,52.65174747695664,0.002746645126037357,52,414
224,0.4760781285746969,0.15504230400944388,32.1035824565253,0.0028602117924828173,75,422
225,0.5910141653321132,0.14193412219885232,44.90800431332608,0.002932899254033679,54,374
226,0.6028297300388927,0.14782611194313014,45.50036180957626,0.0030822750046152468,50,339
227,0.5211431403950278,0.13525392004777606,38.58892203472518,0.00277876091150264,74,439
228,0.4972736978570884,0.17374477389694004,32.35289239601484,0.0026665081889085426,68,483
229,0.5251610996720811,0.14104207808220923,38.41190215898719,0.00275526145063841,64,442
230,0.5760576336460002,0.1315774057599185,44.448022788608164,0.002730482695169232,60,421
231,0.5727141005109434,0.1291662746359609,44.354782587498256,0.0027611123991929986,58,424
232,0.5883355258140777,0.1396649305717406,44.86705952423371,0.002908026097410293,57,331
233,0.4315064249218333,0.13778616861321277,29.372025630862055,0.00326677092478842,92,301
234,0.5185026309768932,0.14096816215159266,37.75344688253005,0.003002340471155123,70,348
235,0.5976583352398382,0.13598701505592214,46.16713201839161,0.0028841632516192393,52,414
236,0.5735195988713491,0.11721057911435206,45.6309019756997,0.0031372791614157057,56,350
237,0.6331836726912224,0.12886999646815006,50.43136762230724,0.00302658497402351,50,337
238,0.5930255281018836,0.11062612834119331,48.239939976069024,0.002739578775522342,56,448
239,0.5787052924578663,0.12793759869778348,45.07676937600828,0.0029289254939026646,53,377
240,0.5880995958209411,0.13852817121012587,44.957142461081524,0.002962816061424304,54,338
241,0.6215897391901166,0.13615866392430645,48.54310752658102,0.002803312709576592,56,435
242,0.5017563677266835,0.13936973498466768,36.238663274201585,0.0027084744731902173,74,433
243,0.5534202699611073,0.14073141930168845,41.26888506594189,0.003120798693866759,64,324
244,0.5624475711126363,0.12310712348014975,43.93404476324866,0.0026065772934754723,57,504
245,0.5859952909326623,0.12617454586930174,45.982074506336055,0.0028579016911996578,57,421
246,0.5133097879966445,0.12619365075450242,38.71161372421421,0.002906163197577878,63,425
247,0.5770371005872036,0.10971261267453745,46.73244879126661,0.0029854258726021354,60,371
248,0.5643207122702661,0.14339184958951853,42.09288626807476,0.002895735771663214,58,420
249,0.5898869442537938,0.13878678820380863,45.11001560499852,0.0030047446886935624,58,368
250,0.5538349347975292,0.1352295390757617,41.86053957217675,0.0028625744535358175,67,429
251,0.6332932967284375,0.12388619021477854,50.9407106513659,0.0028613551590703367,54,377
252,0.5518902997025852,0.14579628342540646,40.60940162771787,0.0026775453656670356,61,492
253,0.6042453099977122,0.12086431334500278,48.33809966527094,0.002917941787880031,52,381
254,0.5570759932891024,0.15971773857851065,39.73582547105917,0.002878193567923723,57,389
255,0.4955077976054298,0.1319122564526613,36.35955411527685,0.0028571220108611975,67,382
256,0.5595210859452452,0.1600721770212393,39.944890892400586,0.002907220649359502,57,363
257,0.50177304964539,0.13226908761556871,36.950396202982134,0.0027072225134347947,75,426
258,0.546206531686113,0.12151506295907329,42.46914687270397,0.0027601746614715097,65,411
259,0.5691870662701136,0.13693855790721615,43.22485083628975,0.0028242501195916325,63,404
260,0.572778445054526,0.14256856323556671,43.02098818189593,0.0029465944884973913,58,361
261,0.6115710554411652,0.11727668135305552,49.42943740881097,0.0028407088974107208,55,403
262,0.5610868031724242,0.11706324996536713,44.40235532070571,0.0028258413277882422,63,415
263,0.5575597689315946,0.16788435223171813,38.96754166998765,0.0028014450615180897,53,432
264,0.5920675093418745,0.13589122895839595,45.61762803834785,0.0028396095047044895,54,410
265,0.5455201898878975,0.11764049335290734,42.78796965349902,0.002956844982238041,71,358
266,0.5543830549836041,0.15569808136606728,39.86849736175368,0.0030249592413452513,62,343
267,0.5536347517730497,0.13912262316638638,41.45121286066633,0.002697675238521093,60,443
268,0.5843533135056814,0.1437578428099747,44.05954706957067,0.002858047785406771,54,411
269,0.5975987569587433,0.1346456365607615,46.29531203979818,0.002809643542362501,58,425
270,0.6018812438038587,0.1354824833779088,46.639876042594985,0.0028515014035269104,53,389
271,0.5308019713261648,0.1545733825121549,37.62285888140099,0.0028382463891799947,66,436
272,0.5614728704339206,0.14973399736719445,41.17388730667261,0.002789669890130692,62,426
273,0.5698543430183788,0.13559228670848916,43.42620563098896,0.0028572966491588283,57,392
274,0.5818939220620758,0.1455461068191505,43.634781524292535,0.002827327846932732,55,410
275,0.5962832685121635,0.13022650300244432,46.60567655097192,0.0027794942043250547,57,418
276,0.5789841188133913,0.13756111554743516,44.14230032659561,0.0028060320910199108,51,426
277,0.58595001143903,0.11095702999525031,47.499298144377974,0.0029235958318379373,53,374
278,0.6033778502249676,0.12666500474225006,47.67128454827175,0.0028388916187741275,50,390
279,0.5816031800503317,0.1278877683426427,45.3715411707689,0.002795512251227175,57,430
280,0.6055965454129489,0.12345497121473642,48.214157419821255,0.0028189447146110803,51,393
281,0.5614728704339206,0.10528879409204601,45.618407634187456,0.0028785798989530383,57,382
282,0.6308005414474186,0.10458637660991431,52.62141648375043,0.002727911632830346,51,397
283,0.5518902997025852,0.14611431757453522,40.577598212805,0.002877250734864381,57,386
284,0.534543487378937,0.14677696233748724,38.77665250414497,0.002720668297510211,61,437
285,0.5951989437962327,0.13332097677082175,46.18779670254109,0.002883079869041964,58,389
286,0.5810145466331122,0.14414350748892252,43.68710391441898,0.002828298207500666,51,391
287,0.6087994738046215,0.10708662880928693,50.171284499533456,0.002821493633351971,58,411
288,0.5563276900785481,0.10411075510268929,45.22169349758588,0.0027595033862118047,61,403
289,0.5777949363227332,0.12227270777695937,45.55222285457738,0.0029569097398409214,53,350
290,0.5624857012125372,0.12978227782889107,43.27034233836461,0.0027842168782243925,59,403
291,0.5445621711278883,0.14853523395933294,39.60269371685553,0.0026412570372638085,61,419
292,0.6219853389765881,0.11298204841634372,50.90032905602444,0.0029302302955442087,53,351
293,0.5623355639441775,0.0999276360315119,46.24079279126656,0.0028565328760314598,59,392
294,0.5818248112560055,0.1340663237788944,44.77584874771111,0.002841464923607531,56,386
295,0.5437900366048959,0.12734453112618968,41.644550547870615,0.0028384907275315614,63,395
296,0.5600715892625638,0.13915064661223048,42.09209426503334,0.003003670430016201,50,342
297,0.6326641500800733,0.1173976724911567,51.526647758891656,0.002987377490541796,53,330
298,0.6201384122626402,0.14315185668272826,47.6986555579912,0.0029412520805671785,50,326
299,0.6280813886982384,0.12955063680093548,49.85307518973029,0.002982122796911578,51,319
300,0.632266167162358,0.13486804673923802,49.739812042311996,0.0028277333285883994,50,375
301,0.621125028597575,0.12813886646483205,49.29861621327429,0.0030577883830072514,51,317
302,0.5515971745595974,0.13403403040453388,41.75631441550636,0.0029528242392174095,66,384
303,0.61598461450469,0.12025705854407011,49.57275559606199,0.0030458294132136724,53,297
304,0.5925774994280485,0.10565951149179606,48.69179879362524,0.0030888731303762252,54,334
305,0.6056370586440937,0.13153670234611045,47.41003562979832,0.00299980326826705,52,277
306,0.610808453443148,0.10206449501107184,50.87439584320762,0.0029647531438590966,57,306
307,0.60138078624266,0.1385531519579233,46.28276342847367,0.002954293157320318,58,348
308,0.5803305879661406,0.1408776379092147,43.945295005692586,0.002802964370942968,59,396
309,0.5398507206588882,0.14244801749177374,39.740270316711445,0.003156253804673498,67,268
310,0.5891600892244337,0.1302254023857261,45.893468683870765,0.003052907498663636,57,275
311,0.5487564821169831,0.14377811596054763,40.49783661564355,0.0030368388610162085,59,258
312,0.5557771867612292,0.12306105819370636,43.271612856752284,0.0031268817782066746,62,253
313,0.5647258445817128,0.13298037638164592,43.17454682000669,0.00315209926748473,58,241
314,0.6125195416761992,0.085629356981503,52.689018469469616,0.0031045588080479544,51,265
315,0.6151505185693587,0.12025532541514748,49.48951931542111,0.0028588789702360495,50,321
316,0.5278397391901167,0.1426954184296546,38.51443207604621,0.0030601649969207822,51,236
317,0.6275451841683825,0.1068886133723686,52.06565707960138,0.0029151564379363425,50,272
318,0.5432085525814078,0.1885406284372686,35.466792414413916,0.0029780644297969145,51,286
319,0.5474886562952795,0.11092331911366642,43.65653371816131,0.0030687774712888027,60,238
320,0.5845725615801113,0.14365487985425285,44.091768172585844,0.002774887300349502,53,335
321,0.6076651033325707,0.1354241895118897,47.2240913820681,0.0031684383817516984,56,210
322,0.6070597879966445,0.14923258667720765,45.78272013194369,0.0028585062558987196,50,321
323,0.5243150880805307,0.15656673797678886,36.77483501037418,0.0028817064774922284,61,266
324,0.556437314115763,0.12158102167862742,43.48562924371356,0.0031839833775861096,53,206
325,0.5232569778082818,0.20174039922364476,32.151657858463714,0.0034071218255419503,55,121
326,0.5460230305803401,0.12902804292911244,41.69949876512277,0.003273359637397404,56,155
327,0.5432967284374285,0.11805404353862604,42.52426848988024,0.0027062209339359235,68,388
328,0.4885657362922291,0.11770409406488977,37.08616422273393,0.00325374679666758,72,179
329,0.5944863875543355,0.13492174881526678,45.95646387390687,0.003302680922639963,51,185
330,0.5038702051399375,0.15140904475913605,35.246116038080146,0.0033032453054683835,61,226
331,0.5636510523907572,0.09996116899152646,46.36898833992307,0.0027970803020822585,59,342
332,0.5680097994356744,0.1227791703088312,44.52306291268432,0.0032137245957637815,56,148
333,0.5816055631815755,0.13819552741723787,44.34100357643377,0.0032282889906386876,55,238
