params,fold_scores,mean_test_roc_auc,std_test_roc_auc,mean_fit_time,std_fit_time,mean_score_time,std_score_time,roc_auc_adjusted
"{'n_estimators': 51.37532043457031, 'contamination': 0.00014260917669162154, 'max_samples': 0.5896410942077637, 'max_features': 1.0}","{'roc_auc': [0.836436170212766, 0.9222074468085107, 0.9448924731182795], 'fit_time': [0.09121537208557129, 0.09406328201293945, 0.08193755149841309], 'score_time': [0.001994609832763672, 0.003058195114135742, 0.001994609832763672]}",0.9011786967131853,0.04670723468523095,0.08907206853230794,0.005177106509676515,0.0023491382598876953,0.0005013789098855954,0.8544714620279543
"{'n_estimators': 38.6973762512207, 'contamination': 0.004999999888241291, 'max_samples': 0.6036797761917114, 'max_features': 0.9982478618621826}","{'roc_auc': [0.8710106382978723, 0.9634308510638298, 0.9388440860215054], 'fit_time': [0.060950517654418945, 0.07805347442626953, 0.10162138938903809], 'score_time': [0.0009975433349609375, 0.002991914749145508, 0.0009968280792236328]}",0.9244285251277358,0.039083075866993,0.08020846048990886,0.016673590407474136,0.0016620953877766926,0.0009403243335152026,0.8853454492607428
"{'n_estimators': 206.3677520751953, 'contamination': 0.004999999888241291, 'max_samples': 0.8692295551300049, 'max_features': 0.30000004172325134}","{'roc_auc': [0.863031914893617, 0.9321808510638299, 0.9280913978494623], 'fit_time': [0.37343788146972656, 0.3197810649871826, 0.3290712833404541], 'score_time': [0.005022764205932617, 0.00498652458190918, 0.006365060806274414]}",0.907768054602303,0.03167725318399554,0.3407634099324544,0.02341356952627928,0.00545811653137207,0.0006414770798300558,0.8760908014183075
"{'n_estimators': 206.308837890625, 'contamination': 0.00010211321932729334, 'max_samples': 0.6194065809249878, 'max_features': 0.9999998211860657}","{'roc_auc': [0.8656914893617021, 0.9195478723404256, 0.939516129032258], 'fit_time': [0.3650238513946533, 0.40634655952453613, 0.3289790153503418], 'score_time': [0.011341571807861328, 0.010905742645263672, 0.006972312927246094]}",0.9082518302447952,0.031179264272820185,0.36678314208984375,0.031609656232435425,0.009739875793457031,0.0019650343387270903,0.877072565971975
"{'n_estimators': 169.7084197998047, 'contamination': 0.004999999888241291, 'max_samples': 0.5635308027267456, 'max_features': 0.30000051856040955}","{'roc_auc': [0.851063829787234, 0.9208776595744681, 0.9301075268817205], 'fit_time': [0.29442858695983887, 0.34645795822143555, 0.277881383895874], 'score_time': [0.0039865970611572266, 0.005609750747680664, 0.005620002746582031]}",0.9006830054144742,0.035287812391556664,0.3062559763590495,0.02921873818354397,0.005072116851806641,0.0007675898157171486,0.8653951930229176
"{'n_estimators': 124.64910888671875, 'contamination': 0.0049998946487903595, 'max_samples': 0.7822498679161072, 'max_features': 0.9999931454658508}","{'roc_auc': [0.8763297872340425, 0.9348404255319148, 0.928763440860215], 'fit_time': [0.24872541427612305, 0.34882640838623047, 0.2645275592803955], 'score_time': [0.009973526000976562, 0.0039882659912109375, 0.007867574691772461]}",0.9133112178753908,0.026267243160581294,0.2873597939809163,0.04393962115997126,0.007276455561319987,0.0024789649339882524,0.8870439747148096
"{'n_estimators': 93.37049102783203, 'contamination': 0.0001299666619161144, 'max_samples': 0.6683738231658936, 'max_features': 0.30000197887420654}","{'roc_auc': [0.8743351063829787, 0.9388297872340424, 0.948252688172043], 'fit_time': [0.2240147590637207, 0.21351408958435059, 0.1982250213623047], 'score_time': [0.006616353988647461, 0.0029914379119873047, 0.0029914379119873047]}",0.9204725272630214,0.032850103699668794,0.21191795667012533,0.01058893677026057,0.0041997432708740234,0.0017088018260256875,0.8876224235633526
"{'n_estimators': 64.91281127929688, 'contamination': 0.00010006687807617709, 'max_samples': 0.757003664970398, 'max_features': 0.9999999403953552}","{'roc_auc': [0.8151595744680852, 0.9202127659574468, 0.903225806451613], 'fit_time': [0.18309807777404785, 0.1632823944091797, 0.2854640483856201], 'score_time': [0.003989219665527344, 0.0019941329956054688, 0.00399017333984375]}",0.879532715625715,0.04604392956867974,0.21061484018961588,0.05354106400686467,0.0033245086669921875,0.0009407177393306037,0.8334887860570352
"{'n_estimators': 211.6768798828125, 'contamination': 0.004999769851565361, 'max_samples': 0.5806828737258911, 'max_features': 0.30000001192092896}","{'roc_auc': [0.8503989361702128, 0.9202127659574468, 0.9381720430107526], 'fit_time': [0.5492255687713623, 0.4620389938354492, 0.48452138900756836], 'score_time': [0.012428045272827148, 0.007932662963867188, 0.005983829498291016]}",0.9029279150461375,0.03786030572494849,0.4985953172047933,0.03695881765279998,0.008781512578328451,0.0026984425740506145,0.865067609321189
"{'n_estimators': 228.5963134765625, 'contamination': 0.004999704193323851, 'max_samples': 0.6388092041015625, 'max_features': 0.987899899482727}","{'roc_auc': [0.863031914893617, 0.9148936170212766, 0.9408602150537634], 'fit_time': [0.6044244766235352, 0.47577762603759766, 0.4649970531463623], 'score_time': [0.007350444793701172, 0.01265716552734375, 0.010322809219360352]}",0.906261915656219,0.03235419372916093,0.515066385269165,0.06333880619776881,0.010110139846801758,0.0021716725401920607,0.8739077219270581
"{'n_estimators': 33.7911262512207, 'contamination': 0.001813438138924539, 'max_samples': 0.6272661685943604, 'max_features': 0.9054510593414307}","{'roc_auc': [0.875, 0.9514627659574467, 0.9341397849462366], 'fit_time': [0.0968635082244873, 0.0817410945892334, 0.07074213027954102], 'score_time': [0.0026717185974121094, 0.000997304916381836, 0.0019927024841308594]}",0.9202008503012277,0.03273488525252725,0.0831155776977539,0.010708205554538936,0.0018872419993082683,0.0006876320378417513,0.8874659650487005
"{'n_estimators': 30.27742576599121, 'contamination': 0.004981440957635641, 'max_samples': 0.33322545886039734, 'max_features': 0.3004944920539856}","{'roc_auc': [0.819813829787234, 0.9461436170212765, 0.915994623655914], 'fit_time': [0.10825347900390625, 0.10597848892211914, 0.08920741081237793], 'score_time': [0.002991914749145508, 0.000997781753540039, 0.0]}",0.8939840234881414,0.05387116529559988,0.10114645957946777,0.008493117176681738,0.0013298988342285156,0.001243815308637737,0.8401128581925416
"{'n_estimators': 205.77969360351562, 'contamination': 0.00010048613330582157, 'max_samples': 0.5125187039375305, 'max_features': 0.9989528059959412}","{'roc_auc': [0.8410904255319149, 0.922872340425532, 0.9368279569892474], 'fit_time': [0.4927797317504883, 0.3751077651977539, 0.39591050148010254], 'score_time': [0.0066814422607421875, 0.005984067916870117, 0.0049855709075927734]}",0.9002635743155648,0.042227842009329435,0.4212659994761149,0.051276043054993364,0.005883693695068359,0.0006959651092355792,0.8580357323062354
"{'n_estimators': 230.16168212890625, 'contamination': 0.0031836749985814095, 'max_samples': 0.49611330032348633, 'max_features': 0.3093942701816559}","{'roc_auc': [0.8271276595744681, 0.9261968085106383, 0.939516129032258], 'fit_time': [0.801938533782959, 0.44741010665893555, 0.46195268630981445], 'score_time': [0.008515596389770508, 0.0069811344146728516, 0.011625051498413086]}",0.8976135323724548,0.0501367780699949,0.570433775583903,0.16380620960417033,0.009040594100952148,0.0019318744641277068,0.8474767543024598
"{'n_estimators': 15.026951789855957, 'contamination': 0.00010017772001447156, 'max_samples': 0.7548420429229736, 'max_features': 0.5503647327423096}","{'roc_auc': [0.8464095744680852, 0.9408244680851062, 0.9495967741935484], 'fit_time': [0.037108421325683594, 0.05202913284301758, 0.05875539779663086], 'score_time': [0.0009975433349609375, 0.0019948482513427734, 0.0019953250885009766]}",0.9122769389155799,0.046712743536493864,0.04929765065511068,0.00904594361359741,0.0016625722249348958,0.00047024647807890086,0.865564195379086
"{'n_estimators': 62.34025573730469, 'contamination': 0.004991167224943638, 'max_samples': 0.38569459319114685, 'max_features': 0.30000001192092896}","{'roc_auc': [0.8085106382978724, 0.9434840425531915, 0.8944892473118279], 'fit_time': [0.28705358505249023, 0.18421387672424316, 0.17349982261657715], 'score_time': [0.005110263824462891, 0.002588033676147461, 0.0029921531677246094]}",0.8821613093876306,0.0557879228517224,0.21492242813110352,0.05119163725954195,0.003563483556111654,0.0011061118206850175,0.8263733865359082
"{'n_estimators': 168.92544555664062, 'contamination': 0.00010119292710442096, 'max_samples': 0.6759251356124878, 'max_features': 0.9999994039535522}","{'roc_auc': [0.8597074468085106, 0.925531914893617, 0.9388440860215054], 'fit_time': [0.5247375965118408, 0.4758756160736084, 0.55885910987854], 'score_time': [0.008327484130859375, 0.009054183959960938, 0.005496025085449219]}",0.9080278159078777,0.03459717741337526,0.5198241074879965,0.034055560894992974,0.007625897725423177,0.001534989958118356,0.8734306384945025
"{'n_estimators': 43.496070861816406, 'contamination': 0.004999999888241291, 'max_samples': 0.5242091417312622, 'max_features': 0.3000039756298065}","{'roc_auc': [0.8603723404255319, 0.9481382978723404, 0.9549731182795699], 'fit_time': [0.13236236572265625, 0.09511065483093262, 0.09376049041748047], 'score_time': [0.002885580062866211, 0.0009975433349609375, 0.003992557525634766]}",0.9211612521924808,0.04307472219184694,0.10707783699035645,0.017887356445204696,0.0026252269744873047,0.0012364910832825086,0.8780865300006339
"{'n_estimators': 188.4149169921875, 'contamination': 0.0049702743999660015, 'max_samples': 0.6666955947875977, 'max_features': 0.5046007633209229}","{'roc_auc': [0.8530585106382979, 0.9142287234042552, 0.9327956989247312], 'fit_time': [0.3693070411682129, 0.4437596797943115, 0.9148743152618408], 'score_time': [0.010970354080200195, 0.007977485656738281, 0.01191091537475586]}",0.900027644322428,0.0340661883619987,0.5759803454081217,0.24155419123115654,0.010286251703898111,0.0016770935936102033,0.8659614559604293
"{'n_estimators': 194.8163604736328, 'contamination': 0.0007066840189509094, 'max_samples': 0.9723836183547974, 'max_features': 0.9999999403953552}","{'roc_auc': [0.8543882978723405, 0.9355053191489362, 0.92002688172043], 'fit_time': [0.5507819652557373, 0.651165246963501, 0.5516939163208008], 'score_time': [0.010957717895507812, 0.011965513229370117, 0.006981611251831055]}",0.9033068329139023,0.035163075417890884,0.5845470428466797,0.04710765509977557,0.009968280792236328,0.002151597711225644,0.8681437574960115
"{'n_estimators': 42.2386474609375, 'contamination': 0.004885606002062559, 'max_samples': 0.4850119948387146, 'max_features': 0.7259787917137146}","{'roc_auc': [0.848404255319149, 0.9534574468085107, 0.9549731182795699], 'fit_time': [0.10741043090820312, 0.09290838241577148, 0.08277511596679688], 'score_time': [0.0019948482513427734, 0.0019948482513427734, 0.0024237632751464844]}",0.9189449401357432,0.049883634429190034,0.09436464309692383,0.010109902965052672,0.0021378199259440103,0.0002021924812562623,0.8690613057065532
"{'n_estimators': 64.50967407226562, 'contamination': 0.0006593681173399091, 'max_samples': 0.9423753619194031, 'max_features': 0.3000212609767914}","{'roc_auc': [0.8257978723404256, 0.9368351063829787, 0.909274193548387], 'fit_time': [0.1426377296447754, 0.13025474548339844, 0.17218971252441406], 'score_time': [0.001994609832763672, 0.003988504409790039, 0.003989458084106445]}",0.8906357240905972,0.04720777650452594,0.1483607292175293,0.01759166295465123,0.0033241907755533853,0.0009401557813986159,0.8434279475860713
"{'n_estimators': 14.58596134185791, 'contamination': 0.0001015840025502257, 'max_samples': 0.8611152172088623, 'max_features': 0.3000771105289459}","{'roc_auc': [0.8191489361702128, 0.9381648936170214, 0.9442204301075269], 'fit_time': [0.04329848289489746, 0.0519258975982666, 0.06127476692199707], 'score_time': [0.000997304916381836, 0.002928495407104492, 0.0019953250885009766]}",0.9005114199649203,0.057585054238520374,0.052166382471720375,0.007340757072060493,0.001973708470662435,0.000788553374430878,0.8429263657264
"{'n_estimators': 45.09297561645508, 'contamination': 0.004998885095119476, 'max_samples': 0.8310185670852661, 'max_features': 0.999789297580719}","{'roc_auc': [0.8131648936170213, 0.9468085106382979, 0.9260752688172043], 'fit_time': [0.17087912559509277, 0.10782051086425781, 0.0961143970489502], 'score_time': [0.003989458084106445, 0.0019943714141845703, 0.0009975433349609375]}",0.8953495576908411,0.058726519198728545,0.1249380111694336,0.03283491811235783,0.002327124277750651,0.0012439002686971269,0.8366230384921126
"{'n_estimators': 95.99339294433594, 'contamination': 0.00012812433124054223, 'max_samples': 0.7644305229187012, 'max_features': 0.30000001192092896}","{'roc_auc': [0.8809840425531915, 0.9361702127659575, 0.9469086021505375], 'fit_time': [0.2324838638305664, 0.24436664581298828, 0.20950555801391602], 'score_time': [0.002991914749145508, 0.0062503814697265625, 0.0029909610748291016]}",0.9213542858232288,0.028880739347706113,0.22878535588582358,0.014470270243886273,0.004077752431233724,0.0015362807754553231,0.8924735464755227
"{'n_estimators': 200.18968200683594, 'contamination': 0.004977589473128319, 'max_samples': 0.5625337362289429, 'max_features': 0.30000001192092896}","{'roc_auc': [0.8490691489361701, 0.918218085106383, 0.9307795698924731], 'fit_time': [0.4355647563934326, 0.5603690147399902, 0.3894200325012207], 'score_time': [0.010563373565673828, 0.00498652458190918, 0.013571500778198242]}",0.8993556013116755,0.03592578641582547,0.46178460121154785,0.07221033549676167,0.009707132975260416,0.0035567133737216894,0.86342981489585
"{'n_estimators': 206.7409210205078, 'contamination': 0.0003731613396666944, 'max_samples': 0.7638635039329529, 'max_features': 0.991875946521759}","{'roc_auc': [0.855718085106383, 0.9328457446808511, 0.9301075268817205], 'fit_time': [0.57309889793396, 0.9163188934326172, 0.7159574031829834], 'score_time': [0.010257720947265625, 0.016873836517333984, 0.00698089599609375]}",0.9062237855563181,0.035730414613069784,0.7351250648498535,0.14077296323716018,0.01137081782023112,0.004114754470249181,0.8704933709432483
"{'n_estimators': 69.19593811035156, 'contamination': 0.00010000043403124437, 'max_samples': 0.6148695945739746, 'max_features': 0.3017978370189667}","{'roc_auc': [0.8789893617021277, 0.932845744680851, 0.9334677419354838], 'fit_time': [0.17403006553649902, 0.174971342086792, 0.1877913475036621], 'score_time': [0.002991914749145508, 0.00307464599609375, 0.004986286163330078]}",0.9151009494394874,0.02553601113239847,0.17893091837565103,0.006277043021222285,0.0036842823028564453,0.000921275078110617,0.8895649383070889
"{'n_estimators': 227.48289489746094, 'contamination': 0.0002786779950838536, 'max_samples': 0.7293353080749512, 'max_features': 1.0}","{'roc_auc': [0.8523936170212766, 0.9341755319148937, 0.935483870967742], 'fit_time': [0.5388922691345215, 0.4579455852508545, 0.5105321407318115], 'score_time': [0.0069811344146728516, 0.011924028396606445, 0.009462356567382812]}",0.9073510066346374,0.03886441339327756,0.5024566650390625,0.03353606405735686,0.00945583979288737,0.0020179332794423117,0.8684865932413599
"{'n_estimators': 136.21090698242188, 'contamination': 0.003304810030385852, 'max_samples': 0.8022849559783936, 'max_features': 0.9999936819076538}","{'roc_auc': [0.8843085106382979, 0.9361702127659574, 0.9146505376344086], 'fit_time': [0.43662047386169434, 0.25178003311157227, 0.3206179141998291], 'score_time': [0.007945537567138672, 0.004987001419067383, 0.003989219665527344]}",0.9117097536795545,0.02127432246624031,0.33633947372436523,0.07627525902758377,0.005640586217244466,0.0016799787004520225,0.8904354312133143
"{'n_estimators': 26.807119369506836, 'contamination': 0.00010000028851209208, 'max_samples': 0.6281980872154236, 'max_features': 0.9999983310699463}","{'roc_auc': [0.8610372340425532, 0.9554521276595744, 0.9442204301075269], 'fit_time': [0.07035040855407715, 0.05987954139709473, 0.05057549476623535], 'score_time': [0.000997304916381836, 0.0009975433349609375, 0.0025365352630615234]}",0.9202365972698848,0.04211065749796464,0.06026848157246908,0.008077757926312601,0.0015104611714680989,0.000725543954694365,0.8781259397719202
"{'n_estimators': 198.77394104003906, 'contamination': 0.004999999422580004, 'max_samples': 0.47395390272140503, 'max_features': 0.30000001192092896}","{'roc_auc': [0.8424202127659575, 0.9268617021276596, 0.9348118279569892], 'fit_time': [0.44557952880859375, 0.6068403720855713, 0.3985717296600342], 'score_time': [0.01200556755065918, 0.007878780364990234, 0.009397745132446289]}",0.9013645809502021,0.04180614014436466,0.4836638768513997,0.08918807853380496,0.009760697682698568,0.0017041897457445534,0.8595584408058374
"{'n_estimators': 235.32595825195312, 'contamination': 0.00011438540241215378, 'max_samples': 0.3897009491920471, 'max_features': 0.30030423402786255}","{'roc_auc': [0.839095744680851, 0.9295212765957447, 0.9206989247311828], 'fit_time': [0.4846994876861572, 0.4927098751068115, 0.8745505809783936], 'score_time': [0.008868217468261719, 0.01908707618713379, 0.015851736068725586]}",0.8964386486692595,0.0407072061718267,0.6173199812571207,0.18191889704184389,0.014602343241373697,0.004264348735492576,0.8557314424974328
"{'n_estimators': 139.33847045898438, 'contamination': 0.004954155534505844, 'max_samples': 0.7569009065628052, 'max_features': 0.9907963871955872}","{'roc_auc': [0.8756648936170214, 0.9321808510638298, 0.9220430107526882], 'fit_time': [0.37439942359924316, 0.36886096000671387, 0.46480774879455566], 'score_time': [0.0059833526611328125, 0.005983591079711914, 0.00800323486328125]}",0.9099629184778465,0.02460297859418493,0.4026893774668376,0.04398247898915844,0.006656726201375325,0.0009521254107352374,0.8853599398836616
"{'n_estimators': 148.6197509765625, 'contamination': 0.004644728731364012, 'max_samples': 0.40219855308532715, 'max_features': 0.9956624507904053}","{'roc_auc': [0.8291223404255319, 0.9281914893617021, 0.9254032258064516], 'fit_time': [0.4374697208404541, 0.35613369941711426, 0.42832040786743164], 'score_time': [0.011479377746582031, 0.007979154586791992, 0.0074765682220458984]}",0.8942390185312284,0.046058512995638276,0.4073079427083333,0.03637792246488008,0.00897836685180664,0.0017803445144776659,0.8481805055355902
"{'n_estimators': 47.01602554321289, 'contamination': 0.0019008169183507562, 'max_samples': 0.48325806856155396, 'max_features': 0.9954324960708618}","{'roc_auc': [0.8510638297872339, 0.956781914893617, 0.9455645161290324], 'fit_time': [0.19667625427246094, 0.16541337966918945, 0.1297588348388672], 'score_time': [0.0054934024810791016, 0.002991914749145508, 0.004172801971435547]}",0.9178034202699611,0.04741369149737601,0.16394948959350586,0.02733852576527785,0.004219373067220052,0.0010217588980039913,0.870389728772585
"{'n_estimators': 222.08639526367188, 'contamination': 0.00010000189649872482, 'max_samples': 0.890548586845398, 'max_features': 0.9928581118583679}","{'roc_auc': [0.8577127659574468, 0.9328457446808511, 0.928763440860215], 'fit_time': [0.6600496768951416, 0.8743331432342529, 1.1043238639831543], 'score_time': [0.011982440948486328, 0.017293691635131836, 0.0233304500579834]}",0.9064406504995043,0.03449609978030423,0.879568894704183,0.1814119587169302,0.01753552754720052,0.004635960248864787,0.8719445507192001
"{'n_estimators': 139.658447265625, 'contamination': 0.004999999888241291, 'max_samples': 0.5478864312171936, 'max_features': 0.384634405374527}","{'roc_auc': [0.8537234042553191, 0.9255319148936171, 0.9354838709677419], 'fit_time': [0.8631410598754883, 0.6087229251861572, 0.3917348384857178], 'score_time': [0.014019489288330078, 0.011003732681274414, 0.006985664367675781]}",0.9049130633722261,0.036423859010307834,0.6211996078491211,0.1926528952960904,0.010669628779093424,0.0028812488399643397,0.8684892043619182
"{'n_estimators': 79.88764953613281, 'contamination': 0.004999991040676832, 'max_samples': 0.9261166453361511, 'max_features': 0.3002772033214569}","{'roc_auc': [0.8710106382978723, 0.9341755319148936, 0.935483870967742], 'fit_time': [0.25984716415405273, 0.3433828353881836, 0.20865559577941895], 'score_time': [0.0069806575775146484, 0.006981372833251953, 0.003989458084106445]}",0.9135566803935026,0.030089335998784942,0.2706285317738851,0.055527985070381994,0.005983829498291016,0.0014102335814053677,0.8834673443947176
"{'n_estimators': 81.29224395751953, 'contamination': 0.004999180790036917, 'max_samples': 0.7288590669631958, 'max_features': 0.9999979138374329}","{'roc_auc': [0.8663563829787233, 0.9355053191489362, 0.9314516129032258], 'fit_time': [0.2863171100616455, 0.2636849880218506, 0.23769354820251465], 'score_time': [0.002991914749145508, 0.0029921531677246094, 0.00399017333984375]}",0.9111044383436284,0.03168490153355999,0.26256521542867023,0.019866271416020837,0.003324747085571289,0.00047052742684294406,0.8794195368100685
"{'n_estimators': 87.19602966308594, 'contamination': 0.00010135838238056749, 'max_samples': 0.37669822573661804, 'max_features': 0.30000030994415283}","{'roc_auc': [0.8523936170212767, 0.9368351063829788, 0.9348118279569892], 'fit_time': [0.27370285987854004, 0.3075897693634033, 0.420881986618042], 'score_time': [0.007978677749633789, 0.010971546173095703, 0.0269320011138916]}",0.908013517120415,0.03933788148147496,0.3340582052866618,0.06293307245065095,0.015294075012207031,0.00831946746337537,0.86867563563894
"{'n_estimators': 78.4932632446289, 'contamination': 0.004604255314916372, 'max_samples': 0.8515837788581848, 'max_features': 0.9999973177909851}","{'roc_auc': [0.8843085106382979, 0.9388297872340425, 0.9294354838709677], 'fit_time': [0.26349377632141113, 0.21642041206359863, 0.22417020797729492], 'score_time': [0.002993345260620117, 0.0069882869720458984, 0.003988504409790039]}",0.9175245939144361,0.02379838054819249,0.2346947987874349,0.020608261521823993,0.0046567122141520185,0.0016979921616976682,0.8937262133662436
"{'n_estimators': 148.3942108154297, 'contamination': 0.0001000048141577281, 'max_samples': 0.9019227623939514, 'max_features': 0.30000001192092896}","{'roc_auc': [0.8696808510638298, 0.9321808510638298, 0.9233870967741935], 'fit_time': [0.50282883644104, 0.4882204532623291, 0.41516876220703125], 'score_time': [0.013938426971435547, 0.01322031021118164, 0.008624553680419922]}",0.9084162663006176,0.027624347036643963,0.4687393506368001,0.038346726703486066,0.01192776362101237,0.00235404897344426,0.8807919192639736
"{'n_estimators': 37.41985321044922, 'contamination': 0.00010004293289966881, 'max_samples': 0.6850621700286865, 'max_features': 0.4230610728263855}","{'roc_auc': [0.8277925531914894, 0.9501329787234042, 0.9301075268817204], 'fit_time': [0.11942481994628906, 0.11560416221618652, 0.09540438652038574], 'score_time': [0.0044786930084228516, 0.002130746841430664, 0.0029914379119873047]}",0.902677686265538,0.05357917535140169,0.11014445622762044,0.01053886766856388,0.0032002925872802734,0.0009698549744909029,0.8490985109141364
"{'n_estimators': 137.6932830810547, 'contamination': 0.0001000001429929398, 'max_samples': 0.5854109525680542, 'max_features': 1.0}","{'roc_auc': [0.8736702127659575, 0.9268617021276596, 0.9401881720430108], 'fit_time': [0.534339189529419, 0.36232471466064453, 0.3536527156829834], 'score_time': [0.012248754501342773, 0.00661778450012207, 0.0059833526611328125]}",0.9135733623122094,0.02873551470316934,0.41677220662434894,0.08320776203222831,0.008283297220865885,0.00281593850809355,0.88483784760904
"{'n_estimators': 155.8515167236328, 'contamination': 0.0001, 'max_samples': 0.7270967960357666, 'max_features': 0.9999814033508301}","{'roc_auc': [0.8623670212765958, 0.9315159574468085, 0.926747311827957], 'fit_time': [0.4430561065673828, 0.5488901138305664, 0.32068753242492676], 'score_time': [0.005341529846191406, 0.0085296630859375, 0.006597995758056641]}",0.9068767635171205,0.03153329310425204,0.437544584274292,0.09324479323636906,0.006823062896728516,0.0013112436339282236,0.8753434704128685
"{'n_estimators': 58.94068908691406, 'contamination': 0.0049998280592262745, 'max_samples': 0.6273916363716125, 'max_features': 0.3001829981803894}","{'roc_auc': [0.8523936170212767, 0.9268617021276596, 0.9274193548387096], 'fit_time': [0.14251208305358887, 0.13080906867980957, 0.13156890869140625], 'score_time': [0.003989458084106445, 0.0019953250885009766, 0.001993417739868164]}",0.9022248913292152,0.03523676743120556,0.1349633534749349,0.005346763999500997,0.002659400304158529,0.0009404931979178752,0.8669881238980097
"{'n_estimators': 167.6920166015625, 'contamination': 0.00014498803648166358, 'max_samples': 0.42660242319107056, 'max_features': 0.9998930096626282}","{'roc_auc': [0.8297872340425533, 0.9255319148936171, 0.915994623655914], 'fit_time': [0.3593473434448242, 0.4087958335876465, 0.5934109687805176], 'score_time': [0.004987001419067383, 0.009973526000976562, 0.007500171661376953]}",0.8904379241973613,0.04306289697043229,0.4538513819376628,0.10072717939782505,0.007486899693806966,0.002035761767388073,0.847375027226929
"{'n_estimators': 62.87385940551758, 'contamination': 0.004999991971999407, 'max_samples': 0.866817057132721, 'max_features': 0.30000677704811096}","{'roc_auc': [0.8510638297872339, 0.9295212765957447, 0.8850806451612903], 'fit_time': [0.1574547290802002, 0.11375069618225098, 0.13761115074157715], 'score_time': [0.00398707389831543, 0.0034055709838867188, 0.0040323734283447266]}",0.8885552505147564,0.032124211032587495,0.13627219200134277,0.017867199571044413,0.0038083394368489585,0.00028540010731300906,0.8564310394821689
"{'n_estimators': 101.08060455322266, 'contamination': 0.00025390260270796716, 'max_samples': 0.6912650465965271, 'max_features': 0.9384962320327759}","{'roc_auc': [0.8663563829787235, 0.9368351063829787, 0.948252688172043], 'fit_time': [0.24086451530456543, 0.21066069602966309, 0.2840120792388916], 'score_time': [0.0019948482513427734, 0.0065572261810302734, 0.0065762996673583984]}",0.9171480591779151,0.0362163505599348,0.2451790968577067,0.030100587648314584,0.0050427913665771484,0.002155235311939843,0.8809317086179803
"{'n_estimators': 124.29891967773438, 'contamination': 0.004999998956918716, 'max_samples': 0.45174938440322876, 'max_features': 0.9999998807907104}","{'roc_auc': [0.8397606382978723, 0.9288563829787234, 0.9280913978494625], 'fit_time': [0.3516528606414795, 0.26821351051330566, 0.2684354782104492], 'score_time': [0.0029921531677246094, 0.003951072692871094, 0.006109714508056641]}",0.8989028063753528,0.04182099420339588,0.2961006164550781,0.03928147309715542,0.004350980122884114,0.001303774428884058,0.8570818121719569
"{'n_estimators': 191.02561950683594, 'contamination': 0.0018550775712355971, 'max_samples': 0.5636132955551147, 'max_features': 0.30000078678131104}","{'roc_auc': [0.8450797872340426, 0.9182180851063829, 0.9321236559139785], 'fit_time': [0.43584704399108887, 0.4402801990509033, 0.45320630073547363], 'score_time': [0.005984306335449219, 0.0065348148345947266, 0.004948616027832031]}",0.8984738427514681,0.03817970750996477,0.4431111812591553,0.007364183316428524,0.005822579065958659,0.0006575831739111049,0.8602941352415033
"{'n_estimators': 92.65298461914062, 'contamination': 0.0014468407025560737, 'max_samples': 0.6111395955085754, 'max_features': 0.30021002888679504}","{'roc_auc': [0.886968085106383, 0.9248670212765957, 0.950268817204301], 'fit_time': [0.19968485832214355, 0.18556952476501465, 0.17830300331115723], 'score_time': [0.0039920806884765625, 0.004625797271728516, 0.004454851150512695]}",0.9207013078624265,0.026009748777715856,0.18785246213277182,0.00887711601803712,0.004357576370239258,0.0002677012814439091,0.8946915590847107
"{'n_estimators': 162.68251037597656, 'contamination': 0.00010396051220595837, 'max_samples': 0.45223307609558105, 'max_features': 0.30000001192092896}","{'roc_auc': [0.8397606382978723, 0.930186170212766, 0.9254032258064515], 'fit_time': [0.3219914436340332, 0.41948938369750977, 0.37946248054504395], 'score_time': [0.003988742828369141, 0.011570930480957031, 0.00598454475402832]}",0.89845001143903,0.041545565580255774,0.3736477692921956,0.040015165703108264,0.007181406021118164,0.0032090237424341373,0.8569044458587742
"{'n_estimators': 205.35723876953125, 'contamination': 0.0023346212692558765, 'max_samples': 0.6460732221603394, 'max_features': 0.3000147342681885}","{'roc_auc': [0.8756648936170212, 0.9155585106382979, 0.9381720430107527], 'fit_time': [0.4868919849395752, 0.42293834686279297, 0.7407774925231934], 'score_time': [0.005983591079711914, 0.00635218620300293, 0.005982875823974609]}",0.9097984824220239,0.025841431527965236,0.5502026081085205,0.1372627817559284,0.006106217702229817,0.00017392623997377306,0.8839570508940586
"{'n_estimators': 8.186747550964355, 'contamination': 0.00010302036389475688, 'max_samples': 0.3098134398460388, 'max_features': 0.3000001907348633}","{'roc_auc': [0.7234042553191489, 0.8377659574468086, 0.8629032258064516], 'fit_time': [0.019077301025390625, 0.021020174026489258, 0.026731491088867188], 'score_time': [0.000997304916381836, 0.0009989738464355469, 0.001455068588256836]}",0.8080244795241364,0.060709182850279146,0.02227632204691569,0.003248598392011727,0.0011504491170247395,0.0002153995713740281,0.7473152966738572
